,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price
9,2020-01-13,URI,0,1,0,0,157.44000244140625
17,2020-01-13,K,0,1,1,0,69.70999908447266
21,2020-01-13,HPE,0,1,1,0,15.550000190734863
27,2020-01-13,AMAT,0,1,1,0,61.810001373291016
35,2020-01-13,HOG,0,1,1,0,35.369998931884766
40,2020-01-13,LEN,0,1,1,0,60.54999923706055
53,2020-01-13,CPB,0,0,0,1,47.720001220703125
66,2020-01-13,CTSH,0,1,1,0,61.15999984741211
69,2020-01-13,CAH,0,1,1,0,50.439998626708984
80,2020-01-13,LB,0,1,1,0,20.190000534057617
82,2020-01-13,EMR,0,1,1,0,77.38999938964844
83,2020-01-13,BBY,0,1,1,0,91.26000213623047
85,2020-01-13,PPL,0,1,1,0,35.43000030517578
107,2020-01-13,JWN,0,1,1,0,41.66999816894531
113,2020-01-13,AOS,0,1,1,0,48.540000915527344
119,2020-01-13,KMX,0,1,1,0,91.02999877929688
121,2020-01-13,PCAR,0,1,1,0,78.05999755859375
129,2020-01-13,MXIM,0,1,1,0,61.84000015258789
132,2020-01-13,BWA,0,1,1,0,41.380001068115234
143,2020-01-13,C,0,1,1,0,80.6500015258789
163,2020-01-13,JNPR,0,1,1,0,24.540000915527344
166,2020-01-13,MPC,0,0,0,1,59.619998931884766
181,2020-01-13,MS,0,1,1,0,52.779998779296875
182,2020-01-13,PH,0,1,0,0,208.0800018310547
186,2020-01-13,WMB,0,1,1,0,23.780000686645508
188,2020-01-13,LHX,0,1,0,0,212.60000610351562
208,2020-01-13,EMN,0,1,1,0,76.19000244140625
210,2020-01-13,LNT,0,1,1,0,55.58000183105469
212,2020-01-13,FANG,0,1,1,0,90.4800033569336
223,2020-01-13,PSX,0,1,1,0,105.30000305175781
261,2020-01-13,PFG,0,1,1,0,56.04999923706055
264,2020-01-13,GM,0,1,1,0,34.97999954223633
266,2020-01-13,FBHS,0,1,1,0,68.0999984741211
270,2020-01-13,ROK,0,1,1,0,206.5800018310547
276,2020-01-13,EQIX,0,1,1,0,594.9600219726562
282,2020-01-13,COTY,0,1,1,0,10.460000038146973
