,Date,Ticker,Conf Up,Conf Dwn,Green,Red,Green_Close,Red_Close,Price,Open.S,% up,% down
0,2018-03-19,AFL,80.91839599609375,0.0841379165649414,0,0,0,1,43.04107666015625,44.88999938964844,90.32,95.45
3,2018-03-22,AFL,0.0011354684829711914,99.95790100097656,0,1,1,0,42.72331619262695,44.47999954223633,90.32,95.45
12,2018-04-05,AFL,0.39567649364471436,83.70227813720703,0,0,1,0,42.07818984985352,43.4900016784668,90.32,95.45
16,2018-04-11,AFL,98.80399322509766,4.172325134277344e-05,1,0,0,1,42.54999542236328,44.5,90.32,95.45
31,2018-05-02,AFL,0.004446506500244141,97.02918243408203,0,1,1,0,43.378074645996094,44.7599983215332,90.32,95.45
48,2018-05-25,AFL,0.004747509956359863,87.02116394042969,0,0,1,0,43.90684509277344,45.02999877929688,90.32,95.45
62,2018-06-15,AFL,0.0002384185791015625,98.50904083251953,0,1,1,0,44.30388641357422,45.4000015258789,90.32,95.45
74,2018-07-03,AFL,86.04692077636719,0.007840991020202637,0,0,0,1,41.54397201538086,43.349998474121094,90.32,95.45
76,2018-07-06,AFL,90.71182250976562,0.00016391277313232422,0,0,0,1,41.553653717041016,42.97000122070313,90.32,95.45
90,2018-07-26,AFL,98.08621215820312,0.0010609626770019531,1,0,0,1,43.00624084472656,46.0,90.32,95.45
92,2018-07-30,AFL,87.52645874023438,3.2782554626464844e-05,0,0,0,1,44.86555480957031,46.599998474121094,90.32,95.45
102,2018-08-13,AFL,98.90557861328125,0.0003695487976074219,1,0,0,1,44.83650588989258,46.31999969482422,90.32,95.45
141,2018-10-08,AFL,0.008127093315124512,84.43850708007812,0,0,1,0,45.89535140991211,47.11000061035156,90.32,95.45
142,2018-10-09,AFL,0.0015944242477416992,97.4067611694336,0,1,1,0,46.16801452636719,47.36000061035156,90.32,95.45
143,2018-10-10,AFL,0.0,99.95182800292969,0,1,1,0,45.1163101196289,46.33000183105469,90.32,95.45
147,2018-10-16,AFL,91.46720123291016,0.02116262912750244,0,0,0,1,43.02263259887695,44.18000030517578,90.32,95.45
149,2018-10-18,AFL,89.173828125,0.028964877128601074,0,0,0,1,43.04211044311523,44.040000915527344,90.32,95.45
152,2018-10-23,AFL,2.682209014892578e-05,99.69085693359375,0,1,1,0,43.10053253173828,44.25,90.32,95.45
153,2018-10-24,AFL,6.556510925292969e-05,91.84345245361328,0,0,1,0,41.58140182495117,43.06999969482422,90.32,95.45
154,2018-10-25,AFL,0.00043213367462158203,88.504638671875,0,0,1,0,41.08475875854492,41.91999816894531,90.32,95.45
161,2018-11-05,AFL,0.006780028343200684,81.05917358398438,0,0,1,0,42.56494140625,43.61999893188477,90.32,95.45
162,2018-11-06,AFL,88.23536682128906,0.3572613000869751,0,0,0,1,42.83761215209961,44.34000015258789,90.32,95.45
163,2018-11-07,AFL,0.0028640031814575195,97.18533325195312,0,1,1,0,43.879581451416016,44.84000015258789,90.32,95.45
164,2018-11-08,AFL,0.02123713493347168,99.25650024414062,0,1,1,0,44.02565002441406,45.09000015258789,90.32,95.45
165,2018-11-09,AFL,0.022596120834350586,84.88980865478516,0,0,1,0,43.86010360717773,45.04999923706055,90.32,95.45
169,2018-11-15,AFL,0.25121569633483887,86.45872497558594,0,0,1,0,43.11027526855469,44.02000045776367,90.32,95.45
170,2018-11-16,AFL,89.90864562988281,0.07322728633880615,0,0,0,1,43.40241622924805,44.66999816894531,90.32,95.45
171,2018-11-19,AFL,0.0010579824447631836,97.60986328125,0,1,1,0,44.18145751953125,45.04999923706055,90.32,95.45
177,2018-11-28,AFL,0.003933906555175781,93.75421905517578,0,0,1,0,44.42631149291992,45.13999938964844,90.32,95.45
180,2018-12-03,AFL,0.0,90.6248550415039,0,0,1,0,45.1216926574707,46.099998474121094,90.32,95.45
181,2018-12-04,AFL,1.7881393432617188e-05,99.42276763916016,0,1,1,0,43.378334045410156,43.7599983215332,90.32,95.45
182,2018-12-06,AFL,2.9802322387695312e-06,99.69709777832031,0,1,1,0,42.653564453125,43.59000015258789,90.32,95.45
183,2018-12-07,AFL,0.0009804964065551758,93.51800537109375,0,0,1,0,42.3597412109375,43.22999954223633,90.32,95.45
185,2018-12-11,AFL,91.65696716308594,2.677363157272339,0,0,0,1,41.762298583984375,43.13000106811523,90.32,95.45
186,2018-12-12,AFL,99.99960327148438,0.0,1,0,0,1,42.01694869995117,44.43000030517578,90.32,95.45
187,2018-12-13,AFL,0.0016510486602783203,99.6734390258789,0,1,1,0,44.80828094482422,45.31000137329102,90.32,95.45
190,2018-12-18,AFL,0.001487135887145996,94.593017578125,0,0,1,0,43.623191833496094,44.4900016784668,90.32,95.45
193,2018-12-21,AFL,0.0002294778823852539,99.54607391357422,0,1,1,0,42.34015274047852,42.93000030517578,90.32,95.45
194,2018-12-24,AFL,99.99950408935547,2.9802322387695312e-06,1,0,0,1,41.45867919921875,42.54999923706055,90.32,95.45
224,2019-02-07,AFL,95.10118103027344,0.0003516674041748047,1,0,0,1,47.45270919799805,48.20000076293945,90.32,95.45
225,2019-02-08,AFL,99.51530456542969,4.172325134277344e-05,1,0,0,1,47.18826675415039,48.31000137329102,90.32,95.45
252,2019-03-20,AFL,89.89509582519531,0.0008612871170043945,0,0,0,1,48.70878601074219,49.25,90.32,95.45
253,2019-03-21,AFL,0.0015467405319213867,99.87264251708984,0,1,1,0,49.21104049682617,49.6500015258789,90.32,95.45
255,2019-03-25,AFL,94.63380432128906,0.0052422285079956055,1,0,0,1,48.76787567138672,49.90999984741211,90.32,95.45
258,2019-03-28,AFL,95.28875732421875,0.014331936836242676,1,0,0,1,48.94514083862305,50.0,90.32,95.45
259,2019-03-29,AFL,83.74844360351562,0.010544061660766602,0,0,0,1,49.24058532714844,50.31000137329102,90.32,95.45
260,2019-04-01,AFL,89.4267349243164,0.0043451786041259766,0,0,0,1,49.12240982055664,49.77999877929688,90.32,95.45
269,2019-04-12,AFL,0.014647841453552246,82.13719177246094,0,0,1,0,48.75802230834961,49.56000137329102,90.32,95.45
284,2019-05-06,AFL,0.06586015224456787,98.43168640136719,0,1,1,0,49.75268936157226,50.2400016784668,90.32,95.45
288,2019-05-10,AFL,0.00013709068298339844,99.85858154296875,0,1,1,0,50.49129867553711,50.58000183105469,90.32,95.45
