,Date,Open Long,Close Long,Open Short,Close Short,Exposure Long,Exposure Short,Exposure,Net Exposure,PNL,Unrealized PNL,Cumulative PNL,NAV,Net Long,Net Short,Maximum Drawdown
0,2018-01-02,27,0,15,0,809938.67,-450034.7,1259973.37,359903.97000000003,0.0,0.0,0.0,1000000.0,27,15,0.0
1,2018-01-03,8,1,3,4,1019143.0099999999,-418931.58999999997,1438074.6000000006,600211.4199999999,-375.24,4863.130000000001,-375.24,1004487.89,34,14,0.0
2,2018-01-04,3,3,1,2,1016547.1499999998,-389082.69999999995,1405629.8500000006,627464.4499999998,2786.17,11688.07,2410.9299999999994,1014099.0,34,13,0.0
3,2018-01-05,5,5,1,2,1014005.71,-360070.33999999997,1374076.0500000005,653935.37,3275.3500000000004,7264.12,5686.28,1012950.4,34,12,0.0
4,2018-01-08,4,3,5,3,1040344.7199999997,-421897.22,1462241.94,618447.4999999998,5337.95,12417.36,11024.23,1023441.59,35,14,0.0
5,2018-01-09,2,5,6,2,945733.1499999998,-543625.75,1489358.8999999997,402107.3999999998,6659.06,17671.08,17683.29,1035354.37,32,18,0.0
6,2018-01-10,6,0,3,5,1125778.6499999997,-484535.66000000003,1610314.3099999998,641242.9899999996,939.77,26784.78,18623.06,1045407.8400000001,38,16,0.0
7,2018-01-11,4,1,1,3,1215439.7199999997,-423668.85000000003,1639108.5699999998,791770.8699999996,-617.9399999999999,36031.84999999999,18005.120000000003,1054036.97,41,14,0.0
8,2018-01-12,2,11,5,1,934449.2399999998,-541365.64,1475814.8799999997,393083.59999999974,8702.310000000001,16789.719999999998,26707.43000000001,1043497.15,32,18,0.0
9,2018-01-16,7,1,5,3,1113151.5999999996,-603905.2500000001,1717056.8499999994,509246.3499999995,4344.589999999999,33697.159999999996,31052.02000000001,1064749.18,38,20,0.0
10,2018-01-17,0,6,3,3,926546.4899999996,-606302.2000000002,1532848.6899999995,320244.28999999946,8924.949999999999,35773.42,39976.970000000016,1075750.39,32,20,0.0
11,2018-01-18,11,0,4,3,1256483.95,-638184.2300000001,1894668.1799999997,618299.7199999999,1781.5100000000002,41493.990000000005,41758.48000000002,1083252.47,43,21,0.0
12,2018-01-19,1,4,3,3,1157678.72,-639178.6500000001,1796857.3699999996,518500.06999999983,9793.43,33110.52,51551.91000000001,1084662.43,40,21,0.0
13,2018-01-22,0,5,2,1,1005378.0199999999,-669182.6700000002,1674560.6899999997,336195.34999999974,2316.66,23280.540000000005,53868.570000000014,1077149.11,35,22,0.0
14,2018-01-23,2,4,5,3,938720.11,-728612.9800000001,1667333.0899999996,210107.1299999999,6007.99,20368.29,59876.56000000002,1080244.85,33,24,0.0
15,2018-01-24,3,5,3,4,876525.56,-699325.7500000001,1575851.3099999998,177199.80999999994,3195.9900000000007,41045.54,63072.55000000003,1104118.09,31,23,0.0
16,2018-01-25,7,1,0,5,1056090.29,-550819.0800000001,1606909.3699999999,505271.20999999996,1723.2400000000002,47657.74,64795.79000000003,1112453.53,37,18,0.0
17,2018-01-26,2,8,7,2,868678.6,-702516.6600000001,1571195.2599999998,166161.93999999983,9230.12,41463.39,74025.91000000003,1115489.3,31,23,0.0
18,2018-01-29,1,7,7,0,682932.7,-912458.7400000001,1595391.4400000002,-229526.04000000015,5919.71,15982.490000000002,79945.62000000002,1095928.11,25,30,0.0
19,2018-01-30,3,4,1,4,647761.79,-824234.9600000001,1471996.75,-176473.17000000004,7011.129999999999,36497.45999999999,86956.75000000004,1123454.21,24,27,0.0
20,2018-01-31,2,11,6,3,368545.44,-921722.7500000001,1290268.19,-553177.31,16800.57,31826.340000000004,103757.32000000004,1135583.6600000001,15,30,0.0
21,2018-02-01,1,9,15,1,119596.09000000003,-1343213.78,1462809.8699999999,-1223617.69,10329.26,33082.99,114086.58000000003,1147169.57,7,44,0.0
22,2018-02-02,4,3,15,1,132279.06000000003,-1763917.9400000002,1896197.0,-1631638.8800000001,18080.66,58984.91000000001,132167.24000000002,1191152.15,8,58,0.0
23,2018-02-05,5,1,1,34,252533.74000000005,-857228.8400000001,1109762.58,-604695.1000000001,82105.56,29223.59,214272.80000000008,1243496.3900000001,12,25,0.0
24,2018-02-06,7,3,16,4,371729.63,-1227035.7600000002,1598765.3900000004,-855306.1300000002,10456.72,28864.900000000005,224729.5200000001,1253594.42,16,37,0.0
25,2018-02-07,1,8,16,0,158994.59999999998,-1706449.25,1865443.8499999999,-1547454.65,2589.3399999999992,48233.15999999999,227318.8600000001,1275552.02,9,53,0.0
26,2018-02-08,7,0,1,21,369046.76,-1131694.0100000007,1500740.7700000005,-762647.2500000007,25687.210000000003,29869.42,253006.07000000012,1282875.49,16,33,0.0
27,2018-02-09,15,3,2,16,732070.31,-737601.1600000003,1469671.470000001,-5530.85000000021,22299.920000000006,19967.36,275305.9900000001,1295273.3500000003,28,19,0.0
28,2018-02-12,8,4,7,2,855586.6000000001,-895068.9600000004,1750655.5600000012,-39482.360000000335,3819.1800000000007,28116.239999999998,279125.17000000016,1307241.4100000001,32,24,0.0
29,2018-02-13,8,2,2,9,1036294.9000000003,-698327.8900000005,1734622.7900000012,337967.0099999998,12342.86,21526.89,291468.03000000014,1312994.9200000002,38,17,0.0
30,2018-02-14,6,7,2,2,1001341.3600000003,-697658.4600000004,1698999.8200000012,303682.8999999999,4737.67,39456.57,296205.7000000001,1335662.2700000003,37,17,0.0
31,2018-02-15,3,7,5,3,877053.6200000003,-759474.2600000004,1636527.8800000015,117579.35999999999,6244.21,25979.760000000006,302449.9100000001,1328429.6700000002,33,19,0.0
32,2018-02-16,5,14,5,1,588106.9900000002,-879243.7500000005,1467350.7400000007,-291136.76000000024,18666.219999999998,31458.94,321116.13000000006,1352575.07,24,23,0.0
