,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Buy/Sell Price,Quantity,Actual,PNL,Latent PNL
0,2019-01-03,ALLE,1,0,0,0,80.82,371.0,78.85,0,0
1,2019-01-03,SYF,1,0,0,0,24.55,1222.0,23.48,0,0
2,2019-01-03,STZ,1,0,0,0,163.02,184.0,159.1,0,0
3,2019-01-03,SNA,1,0,0,0,148.01,203.0,141.88,0,0
4,2019-01-03,RL,1,0,0,0,102.55,293.0,98.28,0,0
5,2019-01-03,RF,0,0,1,0,13.92,2155.0,13.13,0,0
6,2019-01-03,PPL,0,0,1,0,27.8,1079.0,26.59,0,0
7,2019-01-03,PPG,1,0,0,0,97.5,308.0,96.33,0,0
8,2019-01-03,PHM,1,0,0,0,26.23,1144.0,25.59,0,0
9,2019-01-03,NOV,1,0,0,0,26.25,1143.0,25.48,0,0
10,2019-01-03,NKTR,1,0,0,0,32.0,938.0,31.58,0,0
11,2019-01-03,NEM,1,0,0,0,33.91,885.0,33.03,0,0
12,2019-01-03,MOS,1,0,0,0,29.09,1031.0,28.21,0,0
13,2019-01-03,MMM,1,0,0,0,186.75,161.0,177.77,0,0
14,2019-01-03,MCHP,1,0,0,0,67.37,445.0,65.24,0,0
15,2019-01-03,LRCX,1,0,0,0,134.09,224.0,128.87,0,0
16,2019-01-03,LLY,1,0,0,0,112.21,267.0,108.85,0,0
17,2019-01-03,LEN,1,0,0,0,40.08,749.0,39.42,0,0
18,2019-01-03,BDX,1,0,0,0,213.3,141.0,208.61,0,0
19,2019-01-03,CAH,0,0,1,0,44.62,672.0,42.83,0,0
20,2019-01-03,CHRW,1,0,0,0,80.94,371.0,78.0,0,0
21,2019-01-03,CMA,1,0,0,0,70.58,425.0,66.72,0,0
22,2019-01-03,COP,1,0,0,0,63.08,476.0,60.82,0,0
23,2019-01-03,CPRI,1,0,0,0,37.65,797.0,37.12,0,0
24,2019-01-03,TPR,1,0,0,0,33.47,896.0,31.4,0,0
25,2019-01-03,DLTR,1,0,0,0,91.71,327.0,90.76,0,0
26,2019-01-03,EMR,1,0,0,0,59.2,507.0,56.73,0,0
27,2019-01-03,FANG,1,0,0,0,97.87,307.0,95.45,0,0
28,2019-01-03,FMC,0,0,1,0,64.83,463.0,62.12,0,0
29,2019-01-03,HCA,1,0,0,0,121.19,248.0,117.98,0,0
30,2019-01-03,IRM,0,0,0,0,0.0,0.0,30.29,0,0
31,2019-01-03,LEG,1,0,0,0,35.88,836.0,34.17,0,0
32,2019-01-03,DVA,1,0,0,0,51.82,579.0,50.98,0,0
33,2019-01-03,UNH,0,0,0,0,0.0,0.0,232.91,0,0
34,2019-01-03,NFLX,1,0,0,0,281.88,106.0,271.2,0,0
35,2019-01-03,APTV,1,0,0,0,60.9,493.0,59.78,0,0
36,2019-01-03,WAT,1,0,0,0,178.57,168.0,176.34,0,0
37,2019-01-03,WHR,0,0,1,0,109.46,274.0,103.95,0,0
38,2019-01-03,XOM,1,0,0,0,69.64,431.0,65.48,0,0
39,2019-01-03,URI,1,0,0,0,104.42,287.0,101.98,0,0
40,2019-01-04,PPL,0,0,0,0,27.8,1079.0,27.41,0,-949.52
41,2019-01-04,PHM,0,0,0,0,26.23,1144.0,26.83,0,1773.2
42,2019-01-04,ANET,1,0,0,0,209.15,143.0,202.47,0,0
43,2019-01-04,NKTR,0,0,0,0,32.0,938.0,33.96,0,1997.94
44,2019-01-04,NFLX,0,0,0,0,281.88,106.0,297.57,0,2143.32
45,2019-01-04,NEM,0,1,0,0,34.67,885.0,33.03,672.6,0
46,2019-01-04,WHR,0,0,0,1,113.64,274.0,109.04,-1145.32,0
47,2019-01-04,MOS,0,1,0,0,30.42,1031.0,30.13,1371.23,0
48,2019-01-04,MCHP,0,0,0,0,67.37,445.0,67.88,0,765.4
49,2019-01-04,WRK,0,0,1,0,39.23,765.0,37.99,0,0
50,2019-01-04,LRCX,0,0,0,0,134.09,224.0,135.16,0,981.12
51,2019-01-04,LEN,0,0,0,0,40.08,749.0,41.08,0,1175.93
52,2019-01-04,LEG,0,0,0,0,35.88,836.0,35.2,0,668.8
53,2019-01-04,IRM,1,0,0,0,33.27,902.0,30.82,0,0
54,2019-01-04,IBM,0,0,1,0,117.5,255.0,111.95,0,0
55,2019-01-04,HCA,0,0,0,0,121.19,248.0,121.88,0,602.64
56,2019-01-04,XOM,0,0,0,0,69.64,431.0,67.9,0,693.91
57,2019-01-04,FMC,0,0,0,0,64.83,463.0,65.4,0,-855.73
58,2019-01-04,FANG,0,0,0,0,97.87,307.0,99.19,0,856.53
59,2019-01-04,DLTR,0,0,0,0,91.71,327.0,92.89,0,1491.12
60,2019-01-04,ZION,0,0,1,0,42.27,710.0,41.46,0,0
61,2019-01-04,CPRI,0,0,0,0,37.65,797.0,38.96,0,1163.62
62,2019-01-04,BDX,0,0,0,0,213.3,141.0,214.33,0,496.32
63,2019-01-04,ALLE,0,0,0,0,80.82,371.0,78.67,0,-404.39
64,2019-01-04,WAT,0,0,0,0,178.57,168.0,179.78,0,319.2
65,2019-01-04,RF,0,0,0,0,13.92,2155.0,13.61,0,-431.0
66,2019-01-04,URI,0,0,0,0,104.42,287.0,110.13,0,1845.41
67,2019-01-04,RL,0,0,0,0,102.55,293.0,102.29,0,908.3
68,2019-01-04,STZ,0,0,0,0,163.02,184.0,164.04,0,1183.12
69,2019-01-04,SNA,0,0,0,0,148.01,203.0,147.06,0,621.18
70,2019-01-04,SYF,0,1,0,0,25.16,1222.0,24.6,745.42,0
71,2019-01-04,TPR,0,1,0,0,34.38,896.0,32.59,815.36,0
72,2019-01-07,DLTR,0,0,0,0,91.71,327.0,97.96,0,2164.74
