,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Buy/Sell Price,Quantity,Actual,PNL,Latent PNL
0,2018-01-02,ADP,0,0,0,0,0,0,111.3,0,0
1,2018-01-02,ANET,0,0,0,0,0,0,231.03,0,0
2,2018-01-02,TTWO,1,0,0,0,113.47,264.0,112.88,0,0
3,2018-01-02,LOW,1,0,0,0,91.75,327.0,88.21,0,0
4,2018-01-02,FISV,1,0,0,0,65.29,460.0,65.18,0,0
5,2018-01-02,KR,0,0,1,0,28.19,1064.0,27.14,0,0
6,2018-01-02,FLT,1,0,0,0,194.86,154.0,193.87,0,0
7,2018-01-02,ALXN,0,0,1,0,125.15,240.0,124.05,0,0
8,2018-01-02,UHS,0,0,1,0,115.17,260.0,114.72,0,0
9,2018-01-02,UNP,1,0,0,0,136.11,220.0,130.07,0,0
10,2018-01-02,FANG,0,0,0,0,0,0,126.55,0,0
11,2018-01-02,JBHT,1,0,0,0,116.33,258.0,113.99,0,0
12,2018-01-02,UPS,1,0,0,0,124.15,242.0,115.7,0,0
13,2018-01-02,IT,1,0,0,0,124.73,241.0,124.85,0,0
14,2018-01-02,GOOGL,1,0,0,0,1073.93,28.0,1073.21,0,0
15,2018-01-02,USB,1,0,0,0,54.0,556.0,51.05,0,0
16,2018-01-02,WAB,0,0,1,0,82.62,363.0,81.95,0,0
17,2018-01-02,IPGP,0,0,1,0,224.18,134.0,222.34,0,0
18,2018-01-02,HBAN,1,0,0,0,14.64,2049.0,13.44,0,0
19,2018-01-02,AES,0,0,1,0,10.85,2765.0,10.12,0,0
20,2018-01-02,INCY,1,0,0,0,101.75,295.0,100.89,0,0
21,2018-01-02,GOOG,1,0,0,0,1064.31,28.0,1065.0,0,0
22,2018-01-02,MCHP,1,0,0,0,90.51,331.0,87.38,0,0
23,2018-01-02,ANSS,1,0,0,0,148.53,202.0,148.55,0,0
24,2018-01-02,ANTM,1,0,0,0,227.87,132.0,220.78,0,0
25,2018-01-02,NTRS,1,0,0,0,99.58,301.0,94.94,0,0
26,2018-01-02,NTAP,1,0,0,0,55.56,540.0,53.07,0,0
27,2018-01-02,CPB,0,0,1,0,47.43,633.0,44.25,0,0
28,2018-01-02,NWL,0,0,1,0,31.67,947.0,28.79,0,0
29,2018-01-02,NOV,1,0,0,0,36.93,812.0,36.3,0,0
30,2018-01-02,CMG,1,0,0,0,294.0,102.0,292.95,0,0
