,Date,Varop_Spy,Varhl_spy,RSI,75 - RSI,RSI - 25,BBD_Delta_Up,delta5_8,delta8_10,delta10_12,delta12_15,delta15_30,delta30_35,delta35_40,delta40_45,delta45_50,delta_tsf,Forcast Oscillator,target_up,target_down,target_value
1,20140606,-4.535000000000025,5.875,,0.0,0.0,,,,,,,,,,,,0.0,0,1,329.665
2,20140609,3.740000000000009,7.25,,,,,,,,,,,,,,,0.0,1,0,327.495
3,20140610,-4.65500000000003,7.965000000000032,,,,,,,,,,,,,,,,0,0,332.43
4,20140611,0.8050000000000068,6.649999999999977,,,,,,,,,,,,,,,,0,1,335.195
5,20140612,9.764999999999986,10.944999999999993,,,,,,,,,,,,,,,,0,0,325.94
6,20140613,0.8999999999999773,5.535000000000025,,,,,,,,,,,,,,,,0,0,326.19
7,20140616,-2.599999999999966,5.014999999999986,,,,,,,,,,,,,,,,0,0,327.585
8,20140617,1.5,5.925000000000011,,,,,-0.6586249999999723,,,,,,,,,,,1,0,325.625
9,20140618,-6.3700000000000045,10.715000000000032,,,,7.024789087818249,-1.411374999999964,,,,,,,,,,,0,1,334.375
10,20140619,8.41500000000002,12.909999999999968,,,,7.1756610225834265,-1.137124999999969,0.14262500000000955,,,,,,,,,,0,0,327.005
11,20140620,3.9050000000000296,7.639999999999986,,,,7.8056809005255445,-0.5150000000000432,-0.3424999999999727,,,,,,,,,,1,0,324.085
12,20140623,-3.5849999999999795,6.029999999999973,,,,7.3803705283477825,0.40662500000001955,-1.3126249999999686,-0.002999999999985903,,,,,,,,,0,0,327.19
13,20140624,3.285000000000025,6.944999999999993,,,,5.776902497797153,0.33387500000003456,-0.7088750000000346,-0.37174999999996317,,,,,,,,,0,0,324.13
14,20140625,-3.7649999999999864,6.365000000000009,,,,5.741407966006818,-1.2127499999999714,0.2217499999999859,-1.143416666666667,,,,,,,325.4690109890108,,0,0,327.395
15,20140626,2.5950000000000273,6.394999999999982,46.203966005665684,,,5.788326908094234,-1.2422500000000127,0.008750000000020464,-0.6075000000000159,-0.466666666666697,,,,,,325.0129120879119,,0,0,325.645
16,20140627,0.8600000000000136,2.9250000000000114,45.20188740921816,28.796033994334316,21.203966005665684,5.9637760430251205,-1.0144999999999982,0.03849999999999909,0.11566666666664105,-1.0126666666666893,,,,,,323.99637362637407,-0.28161975289575547,0,0,324.555
17,20140630,0.21999999999997044,4.414999999999964,45.470631559365145,29.79811259078184,20.20188740921816,6.0517413064008565,-0.29674999999997453,-0.8802499999999895,-0.06808333333333394,-0.928250000000105,,,,,,324.0101648351648,-0.0701732185636267,0,0,324.785
18,20140701,-6.824999999999989,8.014999999999986,53.57303958880666,29.529368440634855,20.470631559365145,4.9384975472978,0.6817500000000223,-0.8837500000000205,0.09166666666669698,-0.40900000000004866,,,,,,326.9335714285715,2.5237680321392135,0,0,332.385
19,20140702,0.41500000000002046,5.105000000000018,54.01359002630222,21.426960411193342,28.573039588806658,6.420465157570504,0.6763750000000073,0.36412500000000136,-0.4997500000000059,0.18591666666662832,,,,,,328.45236263736285,2.6528768071250974,0,0,332.84
