,Date,GBPJPY=X_Close,EURAUD=X_Close,AUDNZD=X_Close,AUDJPY=X_Close,USDCAD=X_Close,AUDHKD=X_Close,GBPSGD=X_Close,NG=F_Close,GBPUSD=X_Close,GBPJPY=X_High,GBPJPY=X_Low,EURAUD=X_High,EURAUD=X_Low,AUDNZD=X_High,AUDNZD=X_Low,AUDJPY=X_High,AUDJPY=X_Low,USDCAD=X_High,USDCAD=X_Low,AUDHKD=X_High,AUDHKD=X_Low,GBPSGD=X_High,GBPSGD=X_Low,NG=F_High,NG=F_Low,GBPUSD=X_High,GBPUSD=X_Low
0,2018-07-01,144.06300354003906,1.4580299854278564,1.0378299951553345,84.08100128173828,1.343400001525879,5.592899799346924,1.7871999740600586,2.6040000915527344,1.234903335571289,1.2359411716461182,1.228350281715393,1.2359411716461182,1.228350281715393,1.2359411716461182,1.228350281715393,1.2359411716461182,1.228350281715393,1.2359411716461182,1.228350281715393,1.2359411716461182,1.228350281715393,1.2359411716461182,1.228350281715393,1.2359411716461182,1.228350281715393,1.2359411716461182,1.228350281715393
1,2018-07-02,144.25999450683594,1.4536199569702148,1.0380699634552002,84.51200103759766,1.3441400527954102,5.579599857330322,1.781499981880188,2.5859999656677246,1.2281994819641113,1.231072187423706,1.220405101776123,1.231072187423706,1.220405101776123,1.231072187423706,1.220405101776123,1.231072187423706,1.220405101776123,1.231072187423706,1.220405101776123,1.231072187423706,1.220405101776123,1.231072187423706,1.220405101776123,1.231072187423706,1.220405101776123,1.231072187423706,1.220405101776123
2,2018-07-03,144.0279998779297,1.4407700300216675,1.0440900325775146,85.04000091552734,1.3421800136566162,5.606500148773193,1.7730000019073486,2.61899995803833,1.2245597839355469,1.2297097444534302,1.2223445177078247,1.2297097444534302,1.2223445177078247,1.2297097444534302,1.2223445177078247,1.2297097444534302,1.2223445177078247,1.2297097444534302,1.2223445177078247,1.2297097444534302,1.2223445177078247,1.2297097444534302,1.2223445177078247,1.2297097444534302,1.2223445177078247,1.2297097444534302,1.2223445177078247
3,2018-07-05,144.322998046875,1.4408700466156006,1.0457199811935425,85.30999755859375,1.3299000263214111,5.6493000984191895,1.7727700471878052,2.61899995803833,1.2326807975769043,1.241773247718811,1.227144479751587,1.241773247718811,1.227144479751587,1.241773247718811,1.227144479751587,1.241773247718811,1.227144479751587,1.241773247718811,1.227144479751587,1.241773247718811,1.227144479751587,1.241773247718811,1.227144479751587,1.241773247718811,1.227144479751587,1.241773247718811,1.227144479751587
4,2018-07-06,143.17300415039062,1.4449900388717651,1.0451600551605225,84.57499694824219,1.3229399919509888,5.689499855041504,1.7736999988555908,2.625,1.2425447702407837,1.2423903942108154,1.2303149700164795,1.2423903942108154,1.2303149700164795,1.2423903942108154,1.2303149700164795,1.2423903942108154,1.2303149700164795,1.2423903942108154,1.2303149700164795,1.2423903942108154,1.2303149700164795,1.2423903942108154,1.2303149700164795,1.2423903942108154,1.2303149700164795,1.2423903942108154,1.2303149700164795
5,2018-07-08,143.58700561523438,1.4404499530792236,1.0490700006484985,85.62699890136719,1.324180006980896,5.667500019073486,1.7636699676513672,2.6530001163482666,1.2260912656784058,1.2272950410842896,1.2127091884613037,1.2272950410842896,1.2127091884613037,1.2272950410842896,1.2127091884613037,1.2272950410842896,1.2127091884613037,1.2272950410842896,1.2127091884613037,1.2272950410842896,1.2127091884613037,1.2272950410842896,1.2127091884613037,1.2272950410842896,1.2127091884613037,1.2272950410842896,1.2127091884613037
6,2018-07-09,141.16600036621094,1.4390100240707397,1.0477999448776245,85.3270034790039,1.3214099407196045,5.7052998542785645,1.7455999851226807,2.6089999675750732,1.2173447608947754,1.2184720039367676,1.211240291595459,1.2184720039367676,1.211240291595459,1.2184720039367676,1.211240291595459,1.2184720039367676,1.211240291595459,1.2184720039367676,1.211240291595459,1.2184720039367676,1.211240291595459,1.2184720039367676,1.211240291595459,1.2184720039367676,1.211240291595459,1.2184720039367676,1.211240291595459
7,2018-07-10,141.0330047607422,1.4336400032043457,1.0530999898910522,85.28099822998047,1.3243999481201172,5.707300186157227,1.7482999563217163,2.6389999389648438,1.2174336910247803,1.219660997390747,1.2043839693069458,1.219660997390747,1.2043839693069458,1.219660997390747,1.2043839693069458,1.219660997390747,1.2043839693069458,1.219660997390747,1.2043839693069458,1.219660997390747,1.2043839693069458,1.219660997390747,1.2043839693069458,1.219660997390747,1.2043839693069458,1.219660997390747,1.2043839693069458
8,2018-07-11,140.5570068359375,1.4228500127792358,1.0537699460983276,85.697998046875,1.3163199424743652,5.772600173950195,1.740399956703186,2.622999906539917,1.2214486598968506,1.2316787242889404,1.2169891595840454,1.2316787242889404,1.2169891595840454,1.2316787242889404,1.2169891595840454,1.2316787242889404,1.2169891595840454,1.2316787242889404,1.2169891595840454,1.2316787242889404,1.2169891595840454,1.2316787242889404,1.2169891595840454,1.2316787242889404,1.2169891595840454,1.2316787242889404,1.2169891595840454
9,2018-07-12,139.46800231933594,1.417549967765808,1.0531100034713745,85.84700012207031,1.315060019493103,5.8053998947143555,1.7333999872207642,2.6410000324249268,1.2165449857711792,1.2226433753967285,1.212415099143982,1.2226433753967285,1.212415099143982,1.2226433753967285,1.212415099143982,1.2226433753967285,1.212415099143982,1.2226433753967285,1.212415099143982,1.2226433753967285,1.212415099143982,1.2226433753967285,1.212415099143982,1.2226433753967285,1.212415099143982,1.2226433753967285,1.212415099143982
10,2018-07-13,137.4980010986328,1.4173699617385864,1.0513999462127686,85.63999938964844,1.312600016593933,5.814189910888672,1.7188299894332886,2.6649999618530273,1.2039345502853394,1.2087513208389282,1.1995153427124023,1.2087513208389282,1.1995153427124023,1.2087513208389282,1.1995153427124023,1.2087513208389282,1.1995153427124023,1.2087513208389282,1.1995153427124023,1.2087513208389282,1.1995153427124023,1.2087513208389282,1.1995153427124023,1.2087513208389282,1.1995153427124023,1.2087513208389282,1.1995153427124023
