iter	Logloss
0	0.6277679484
1	0.5890058415
2	0.54852496
3	0.521587706
4	0.4958392303
5	0.4690113568
6	0.4506013684
7	0.4353886984
8	0.4188483762
9	0.4049563924
10	0.3954124638
11	0.387612955
12	0.379601853
13	0.3727561554
14	0.3680833637
15	0.3629995523
16	0.3570457201
17	0.3534604319
18	0.3491396517
19	0.3452958768
20	0.3427144993
21	0.3393834683
22	0.3370503584
23	0.3342933853
24	0.3323504015
25	0.3296945336
26	0.326898812
27	0.3245397001
28	0.3231548832
29	0.3219736287
30	0.3210581716
31	0.3196000751
32	0.3177440358
33	0.3154010736
34	0.314337978
35	0.3131608076
36	0.3110556025
37	0.3088691342
38	0.3068777209
39	0.3057607572
40	0.3033911622
41	0.3016460291
42	0.2997197037
43	0.2981303935
44	0.2968141706
45	0.2959644084
46	0.2946452618
47	0.2937549616
48	0.2919710472
49	0.2904789439
50	0.289114538
51	0.2880376285
52	0.2868063876
53	0.2855016988
54	0.2847628116
55	0.2840439873
56	0.2829253084
57	0.2822777906
58	0.2816821078
59	0.2807893929
60	0.2798461587
61	0.2786840416
62	0.2773336202
63	0.2765826837
64	0.2754836975
65	0.2742389915
66	0.2735530979
67	0.2729211224
68	0.2714354659
69	0.2705829196
70	0.2695858374
71	0.2688258671
72	0.2676319967
73	0.2670226225
74	0.2662396457
75	0.2656013765
76	0.2648974694
77	0.2643623937
78	0.2635402273
79	0.2623234463
80	0.2614443167
81	0.2602861604
82	0.258881066
83	0.2576744022
84	0.2567287616
85	0.2556433426
86	0.2546720202
87	0.2534396884
88	0.2526347739
89	0.2521393555
90	0.2512657302
91	0.2504670112
92	0.2495679285
93	0.248630125
94	0.2476035663
95	0.2464656357
96	0.2457869523
97	0.2447659342
98	0.2438740216
99	0.2430708747
100	0.2421650678
101	0.2415893857
102	0.2408296596
103	0.2396253425
104	0.2389049876
105	0.2384787912
106	0.2376316479
107	0.2367381294
108	0.2357366518
109	0.2347075003
110	0.234094365
111	0.2333905692
112	0.2323065923
113	0.2315252935
114	0.2307340825
115	0.2295840885
116	0.2288514873
117	0.2283443733
118	0.2271776551
119	0.2261955683
120	0.2251014065
121	0.2242128381
122	0.2234039342
123	0.222541393
124	0.2216661154
125	0.2209148695
126	0.2198459866
