iter	Passed	Remaining
552	2109	1705
553	2113	1701
554	2117	1697
555	2120	1693
556	2124	1689
557	2128	1685
558	2131	1681
559	2135	1677
560	2138	1673
561	2142	1669
562	2145	1665
563	2149	1661
564	2152	1657
565	2156	1653
566	2159	1649
567	2163	1645
568	2167	1641
569	2170	1637
570	2174	1633
571	2177	1629
572	2181	1625
573	2185	1621
574	2188	1617
575	2191	1613
576	2196	1610
577	2200	1606
578	2203	1602
579	2207	1598
580	2210	1594
581	2214	1590
582	2217	1586
583	2221	1582
584	2224	1578
585	2228	1574
586	2232	1570
587	2235	1566
588	2239	1562
589	2243	1558
590	2246	1554
591	2250	1551
592	2254	1547
593	2257	1543
594	2261	1539
595	2265	1535
596	2268	1531
597	2271	1527
598	2275	1523
599	2279	1519
600	2282	1515
601	2285	1511
602	2289	1507
603	2293	1503
604	2296	1499
605	2300	1495
606	2303	1491
607	2307	1487
608	2310	1483
609	2314	1479
610	2317	1475
611	2321	1471
612	2324	1467
613	2328	1463
614	2331	1459
615	2335	1455
616	2339	1452
617	2343	1448
618	2346	1444
619	2350	1440
620	2354	1436
621	2357	1432
622	2361	1428
623	2364	1424
624	2368	1420
625	2371	1416
626	2375	1413
627	2379	1409
628	2382	1405
629	2386	1401
630	2390	1397
631	2393	1393
632	2397	1389
633	2400	1386
634	2404	1382
635	2408	1378
636	2411	1374
637	2415	1370
638	2418	1366
639	2422	1362
640	2426	1358
641	2429	1354
642	2433	1350
643	2436	1346
644	2440	1343
645	2443	1339
646	2447	1335
647	2451	1331
648	2454	1327
649	2458	1323
650	2461	1319
651	2465	1315
652	2468	1311
653	2472	1308
654	2476	1304
655	2479	1300
656	2483	1296
657	2487	1292
658	2491	1289
659	2496	1286
660	2500	1282
661	2504	1278
662	2507	1274
663	2511	1270
664	2515	1267
665	2518	1263
666	2522	1259
667	2526	1255
668	2530	1251
669	2533	1247
670	2537	1243
671	2540	1240
672	2543	1236
673	2547	1232
674	2551	1228
675	2555	1224
676	2558	1220
677	2562	1216
678	2565	1213
679	2569	1209
680	2573	1205
681	2576	1201
682	2579	1197
683	2583	1193
684	2587	1189
685	2590	1185
686	2594	1181
687	2597	1178
688	2601	1174
689	2604	1170
690	2608	1166
691	2612	1162
692	2615	1158
693	2619	1154
694	2622	1150
695	2626	1147
696	2629	1143
697	2633	1139
698	2637	1135
699	2640	1131
700	2644	1127
701	2647	1123
702	2651	1120
703	2654	1116
704	2658	1112
705	2662	1108
706	2665	1104
707	2670	1101
708	2673	1097
709	2677	1093
710	2680	1089
711	2684	1085
712	2688	1082
713	2691	1078
714	2695	1074
715	2699	1070
716	2703	1067
717	2707	1063
718	2710	1059
719	2714	1055
720	2718	1051
721	2721	1048
722	2725	1044
723	2729	1040
724	2732	1036
725	2736	1032
726	2740	1028
727	2743	1025
728	2746	1021
729	2751	1017
730	2755	1013
731	2758	1009
732	2762	1006
733	2765	1002
734	2769	998
735	2772	994
736	2776	990
737	2779	986
738	2783	983
739	2787	979
740	2790	975
741	2794	971
742	2797	967
743	2801	964
744	2805	960
745	2808	956
746	2812	952
747	2816	948
748	2819	944
749	2823	941
750	2827	937
751	2830	933
752	2834	929
753	2838	926
754	2841	922
755	2845	918
756	2849	914
757	2852	910
758	2856	906
759	2859	903
760	2863	899
761	2866	895
762	2870	891
763	2873	887
764	2877	883
765	2880	880
766	2884	876
767	2887	872
768	2891	868
769	2894	864
770	2898	860
771	2902	857
772	2906	853
773	2909	849
774	2913	845
775	2917	842
776	2920	838
777	2924	834
778	2927	830
779	2931	826
780	2936	823
781	2939	819
782	2943	815
783	2948	812
784	2951	808
785	2955	804
786	2958	800
787	2962	796
788	2965	793
789	2969	789
790	2972	785
791	2976	781
792	2979	777
793	2984	774
794	2987	770
795	2991	766
796	2995	762
797	2998	759
798	3002	755
799	3005	751
800	3009	747
801	3013	743
802	3016	740
803	3020	736
804	3023	732
805	3027	728
806	3031	724
807	3035	721
808	3038	717
809	3042	713
810	3045	709
811	3049	706
812	3052	702
813	3056	698
814	3060	694
815	3063	690
816	3067	686
817	3070	683
818	3074	679
819	3078	675
820	3081	671
821	3085	668
822	3089	664
823	3092	660
824	3096	656
825	3099	653
826	3103	649
827	3106	645
828	3110	641
829	3114	637
830	3117	634
831	3121	630
832	3125	626
833	3128	622
834	3132	618
835	3135	615
836	3139	611
837	3143	607
838	3146	603
839	3150	600
840	3153	596
841	3157	592
842	3161	588
843	3164	584
844	3168	581
845	3171	577
846	3175	573
847	3179	569
848	3183	566
849	3186	562
850	3190	558
851	3193	554
852	3197	551
853	3201	547
854	3204	543
855	3208	539
856	3211	535
857	3215	532
858	3218	528
859	3221	524
860	3226	520
861	3229	517
862	3233	513
863	3236	509
864	3241	505
865	3244	502
866	3248	498
867	3251	494
868	3255	490
869	3258	486
870	3262	483
871	3265	479
872	3269	475
873	3273	471
874	3277	468
875	3280	464
876	3284	460
877	3288	456
878	3291	453
879	3295	449
880	3298	445
881	3302	441
882	3306	438
883	3309	434
884	3313	430
885	3316	426
886	3320	422
887	3324	419
888	3328	415
889	3331	411
890	3336	408
891	3339	404
892	3343	400
893	3346	396
894	3350	393
895	3354	389
896	3357	385
897	3361	381
898	3364	378
899	3368	374
900	3372	370
901	3375	366
902	3379	363
903	3382	359
904	3386	355
905	3389	351
906	3393	347
907	3396	344
908	3400	340
909	3405	336
910	3413	333
911	3421	330
912	3427	326
913	3432	322
914	3436	319
915	3441	315
916	3445	311
917	3450	308
918	3454	304
919	3458	300
920	3461	296
921	3465	293
922	3469	289
923	3473	285
924	3476	281
925	3480	278
926	3483	274
927	3487	270
928	3490	266
929	3494	263
930	3498	259
931	3502	255
932	3505	251
933	3508	247
934	3512	244
935	3516	240
936	3520	236
937	3523	232
938	3527	229
939	3531	225
940	3535	221
941	3538	217
942	3543	214
943	3547	210
944	3553	206
945	3558	203
946	3563	199
947	3568	195
948	3574	192
949	3578	188
950	3583	184
951	3589	180
952	3593	177
953	3598	173
954	3602	169
955	3607	166
956	3611	162
957	3616	158
958	3621	154
959	3626	151
960	3631	147
961	3636	143
962	3641	139
963	3645	136
964	3650	132
965	3654	128
966	3657	124
967	3661	121
968	3665	117
969	3669	113
970	3673	109
971	3677	105
972	3680	102
973	3684	98
974	3687	94
975	3691	90
976	3695	86
977	3698	83
978	3702	79
979	3705	75
980	3709	71
981	3713	68
982	3717	64
983	3720	60
984	3724	56
985	3727	52
986	3731	49
987	3735	45
988	3739	41
989	3742	37
990	3746	34
991	3750	30
992	3753	26
993	3757	22
994	3760	18
995	3764	15
996	3768	11
997	3771	7
998	3775	3
999	3778	0
