,Date,Varop_Spy,Varhl_spy,RSI,75 - RSI,RSI - 25,BBD_Delta_Up,delta5_8,delta8_10,delta10_12,delta12_15,delta15_30,delta30_35,delta35_40,delta40_45,delta45_50,delta_tsf,Forcast Oscillator,Peak,Valley,target_up,target_down,target_value
160,20150126,-6.670000000000073,16.649999999999864,54.4478999461442,20.552100053855803,29.447899946144197,43.57714691595538,14.08475000000135,1.1232500000000982,-3.8894999999995434,3.532833333333656,-10.225333333333538,-2.5702857142855464,-2.9564642857144463,-1.559472222222439,0.5702222222219007,2045.306813186813,0.9000765457701868,0,0,0,0,2057.09
161,20150127,18.309999999999945,27.949999999999818,47.692479301740995,27.307520698259005,22.692479301740995,43.28230374278746,13.199750000001359,3.27924999999982,-1.0446666666659894,0.21900000000005093,-9.434666666666544,-1.5523809523810996,-3.085035714285823,-2.215472222222388,0.31822222222194796,2039.8072527472525,-0.7763697956105113,0,0,0,0,2029.55
162,20150128,30.179999999999836,41.0,42.09816106265265,32.90183893734735,17.09816106265265,45.45866053114537,6.021500000001197,6.552499999999554,0.4225000000010368,-3.305166666666537,-9.459000000000287,0.5336666666664769,-3.5417500000000928,-2.7262499999999363,-0.06260000000042965,2029.6887912087923,-1.880331878933373,0,0,0,0,2002.16
163,20150129,-18.799999999999955,35.460000000000036,46.78351132814247,28.216488671857533,21.783511328142467,37.93861839124838,-2.5872499999986758,5.783249999999725,2.00466666666739,-3.5793333333331248,-10.82300000000032,2.7036666666665496,-3.852999999999838,-2.5921111111113078,-0.6300888888890768,2032.179120879121,-0.4175035848505767,0,0,0,0,2021.25
164,20150130,24.3599999999999,29.939999999999827,41.775710703187045,33.224289296812955,16.775710703187045,44.4422071659601,-10.508249999998725,2.1062499999993634,4.573333333334176,-1.4393333333327973,-16.04133333333357,5.297619047618809,-3.9162857142857774,-2.727333333333263,-1.3572666666668738,2025.467582417584,-1.864125678781397,0,0,1,0,1994.99
165,20150202,-24.179999999999836,40.75999999999999,47.71150496668936,27.28849503331064,22.71150496668936,44.59030232837017,-16.347499999998718,0.5544999999997344,3.918000000000575,0.9563333333337596,-17.904000000000224,5.714095238094842,-2.730428571428547,-3.0381111111112205,-1.764488888888991,2024.8771428571429,-0.22849703924507594,0,0,0,0,2020.85
166,20150203,-27.320000000000164,27.590000000000146,53.47519545827806,21.52480454172194,28.47519545827806,46.297919746431944,-10.611499999998841,-3.8335000000001855,1.8860000000008768,4.285000000000082,-16.079333333333352,4.920761904761321,-1.7631785714283978,-3.0786944444446362,-2.2973555555556686,2031.9485714285688,1.2269506857391026,0,0,0,0,2050.03
167,20150204,7.350000000000136,18.019999999999754,51.683814080299065,23.316185919700935,26.683814080299065,41.65921106638916,-1.4527499999987867,-6.061249999999973,0.9841666666675337,4.893833333333305,-13.876000000000204,2.8299999999999272,0.20274999999969623,-3.3463055555555457,-2.6514444444444507,2033.6279120879112,0.4683508075606379,0,0,0,0,2041.51
168,20150205,-19.069999999999936,20.100000000000136,55.63099059605668,19.369009403943323,30.630990596056677,44.598716584594285,6.12250000000131,-5.3194999999998345,-2.4096666666659985,4.80800000000022,-9.925333333333356,0.2134285714280395,2.2300714285711365,-3.4928333333332375,-2.4300666666667894,2037.042857142857,1.400814921168704,0,0,0,0,2062.52
169,20150206,6.8100000000004,22.43000000000029,54.035761977039066,20.964238022960934,29.035761977039066,44.188966054814045,14.978500000001077,-2.444500000000062,-3.990499999999429,2.5671666666669353,-4.8486666666665315,-3.0402857142860285,4.702535714285432,-3.3553611111110513,-2.397488888889029,2040.844065934067,0.8964929119443644,0,0,0,0,2055.47
170,20150209,6.729999999999791,14.279999999999745,52.04554904603421,22.95445095396579,27.04554904603421,45.259092258903365,14.584000000001197,4.1629999999997835,-3.6579999999992197,-0.6216666666666697,-1.8559999999997672,-5.178761904762268,5.154678571428349,-2.2272499999999127,-2.6048000000000684,2041.512857142857,0.28806463282747363,0,0,0,0,2046.74
171,20150210,-19.210000000000036,22.240000000000236,56.37629485623569,18.62370514376431,31.37629485623569,44.501838164257606,12.378500000000713,6.176499999999805,-1.1514999999992597,-2.2934999999999945,1.8860000000001946,-6.061714285714515,4.533464285714217,-1.3217500000000655,-2.594000000000051,2049.3096703296696,1.3089661487845896,0,0,0,0,2068.59
172,20150211,0.01999999999998181,15.490000000000236,56.36124269632313,18.63875730367687,31.36124269632313,45.45798255289765,8.590000000001055,8.731999999999971,4.5321666666675355,-3.7675000000001546,5.048000000000229,-6.7358095238098485,2.8178928571428514,0.4852499999997235,-2.7653999999999996,2061.342857142858,0.9291781927422157,0,0,0,0,2068.53
173,20150212,-18.5,18.550000000000182,60.16924470267354,14.830755297326462,35.16924470267354,36.39254963785197,5.32825000000048,10.462750000000142,6.344333333334134,-0.545333333333474,6.465666666666721,-6.7488095238097685,0.6306428571431297,2.3304999999995744,-2.840199999999868,2076.906593406593,1.2993728863643392,0,0,0,0,2088.48
174,20150213,-8.209999999999582,10.330000000000382,61.70437519031561,13.29562480968439,36.70437519031561,35.28997689344669,7.762250000000677,6.132750000000215,8.641833333334034,4.345833333333076,8.207333333333736,-5.902571428572173,-2.0521785714281577,4.610749999999825,-2.6230000000000473,2094.619780219782,0.9577254347138917,0,0,0,0,2096.99
175,20150217,-3.8700000000003456,11.5,62.32002994000763,12.679970059992371,37.32002994000763,40.07957393632478,11.128500000001168,5.537499999999454,10.000000000001364,8.05333333333283,9.68600000000015,-5.025333333333492,-3.7109999999997854,5.148111111110893,-1.4943111111110738,2107.1325274725273,0.272347323777009,0,0,0,0,2100.34
176,20150218,-0.5199999999999818,8.079999999999927,62.108183721771084,12.891816278228916,37.108183721771084,38.40322260141511,12.701500000001033,5.217499999999291,6.240833333334649,12.102166666666562,11.724666666666735,-2.7003809523810105,-4.360535714285561,4.679361111110893,-0.6195111111110236,2112.307142857141,-0.35493634613500324,0,0,0,0,2099.68
177,20150219,1.800000000000182,11.340000000000146,61.34934651937252,13.650653480627483,36.34934651937252,39.07381024314418,13.238000000000739,4.870999999999185,5.451500000001488,12.13283333333311,14.916000000000167,0.2643809523810887,-4.833964285714501,3.235583333333352,1.0526666666664823,2116.9861538461532,-0.7083431241336527,0,0,0,0,2097.45
178,20150220,-12.650000000000091,25.170000000000073,64.07330218187924,10.926697818120758,39.07330218187924,38.81517356361746,9.657000000000608,8.037999999999556,5.207000000001244,11.218666666666195,18.039333333333616,2.2220000000004347,-4.772250000000668,1.348027777778043,2.734422222222065,2118.2073626373635,-0.3168342816733662,0,0,0,0,2110.3
179,20150223,0.17000000000007276,7.050000000000182,63.832010004150554,11.167989995849446,38.832010004150554,29.250733872982437,7.057250000000749,7.752749999999651,4.946833333334325,9.253166666666402,24.100000000000364,2.3557142857143845,-4.009214285714734,-1.0073888888887268,4.780288888888663,2119.9910989010987,-0.4051535620604115,0,0,0,0,2109.66
180,20150224,-6.380000000000109,12.070000000000164,65.11845020318502,9.88154979681498,40.11845020318502,26.32150976954472,4.216500000000451,6.747499999999945,7.407500000000709,7.357833333333019,28.052999999999884,3.0748095238100177,-3.2126428571427823,-2.4471666666663623,5.273266666666132,2125.6404395604395,-0.21324233276129526,0,0,0,0,2115.48
181,20150225,1.4400000000000546,9.700000000000273,64.4314766366637,10.568523363336297,39.4314766366637,17.180554325150297,3.880000000000564,5.393000000000029,7.068666666667468,7.9683333333332484,29.454999999999927,3.2630000000003747,-1.174750000000131,-2.989472222222048,4.872222222221808,2127.171208791208,-0.557295164317381,0,0,0,0,2113.86
182,20150226,3.1700000000000728,10.149999999999636,63.05186089166093,11.94813910833907,38.05186089166093,13.860191151979507,4.819250000000466,2.8907499999995707,5.956333333334442,8.686333333333096,31.146666666666988,3.0972380952380263,1.410428571428838,-3.376111111111186,3.5949111111108323,2129.119450549451,-0.7784572610178452,0,0,0,0,2110.74
183,20150227,6.380000000000109,8.989999999999782,60.27220022187939,14.727799778120612,35.27220022187939,12.40438632094947,3.1392500000001746,1.8087499999996908,4.565833333334467,8.880166666666355,30.83766666666679,3.9591904761905425,3.0523928571433316,-3.3492500000006658,1.8744000000001506,2126.455604395603,-1.169847970988401,0,0,0,0,2104.5
184,20150302,-12.159999999999854,13.019999999999982,63.82041920429398,11.179580795706023,38.82041920429398,13.017117315866017,2.4715000000005602,1.982499999999618,2.5341666666677156,8.823833333333369,30.80833333333294,6.537952380952447,3.1687142857144863,-2.6696666666666715,-0.2359333333329232,2124.323296703297,-0.4281499579956106,0,0,0,1,2117.39
185,20150303,7.980000000000018,17.5,59.55016228956511,15.449837710434892,34.55016228956511,11.393565869524082,-0.3597499999991669,2.5297499999996944,1.6698333333342816,6.362833333333128,31.93233333333319,7.684142857142888,3.728357142857476,-2.00572222222263,-1.5581777777774732,2120.957912087911,-0.784868283373816,0,0,0,0,2107.78
186,20150304,9.1899999999996,20.09999999999991,55.68776312945383,19.312236870546172,30.687763129453828,10.887105977316878,-1.9544999999989159,1.1734999999998763,1.4265000000004875,4.495166666667046,31.39566666666633,8.20909523809496,3.787321428571886,-0.2738611111112732,-2.0872888888889065,2113.647142857141,-1.0687439344641703,0,0,0,0,2098.53
187,20150305,-2.5,9.0300000000002,56.512015410822514,18.487984589177486,31.512015410822514,12.17890384139855,-2.8169999999995525,-0.2630000000003747,1.7271666666674719,2.386166666666668,31.265666666666675,8.277571428571264,3.5554285714292746,1.9542222222221426,-2.462422222222358,2109.5721978021975,-0.6000429719158533,0,0,0,0,2101.04
188,20150306,29.649999999999636,33.63999999999987,45.66004754910607,29.339952450893932,20.660047549106068,26.47033970236498,-3.9374999999995453,-1.8864999999996144,0.19150000000036016,1.1658333333334667,29.847333333333154,6.83390476190516,4.135428571428747,3.2902222222223827,-2.5188222222227523,2098.07087912088,-1.8497049043672575,0,0,0,0,2071.26
189,20150309,-7.179999999999836,11.279999999999745,48.57749459457563,26.422505405424367,23.577494594575633,29.369013148903377,-7.225749999999607,-3.1672499999999673,-1.3298333333323171,0.834833333332881,27.75633333333326,5.275380952381511,6.18203571428603,3.2662500000001273,-2.0078000000007705,2090.3410989010995,-0.8964417711045851,1,0,0,0,2079.43
190,20150310,31.97999999999979,31.97999999999979,38.87430616625162,36.12569383374838,13.874306166251621,44.20706574448013,-11.627250000000004,-4.357749999999669,-2.950166666666064,-0.9315000000001419,24.442000000000007,4.137523809524282,6.905142857142891,3.561999999999898,-1.5653999999999542,2073.1074725274734,-2.2591724180641144,0,0,0,0,2044.16
191,20150311,4.4500000000000455,10.389999999999873,37.9665978264951,37.0334021735049,12.966597826495097,52.82995287704671,-15.252750000000106,-5.028249999999389,-4.5271666666662895,-2.753833333333205,20.123000000000047,3.9884285714288126,7.111071428571449,3.424611111111062,-0.15791111111093414,2056.1920879120885,-1.6109610892578035,0,0,1,0,2040.24
192,20150312,-24.84999999999991,25.309999999999945,46.74897942493972,28.25102057506028,21.74897942493972,52.03225134710783,-15.840750000000298,-6.979249999999865,-4.878666666665595,-4.78133333333335,15.896666666666988,5.148190476190393,7.004642857142699,3.090055555555864,1.742044444444673,2050.7678021978013,0.47232082518508856,0,0,0,0,2065.95
193,20150313,11.159999999999854,23.389999999999873,43.510736188275615,31.489263811724385,18.510736188275615,47.27376418524091,-12.615250000000287,-8.666749999999865,-4.95033333333231,-6.026333333333696,11.031666666667206,6.498428571428576,5.672821428571751,3.5321944444444853,2.892155555555746,2043.1073626373652,0.12818728948080202,0,0,0,0,2053.4
194,20150316,-25.840000000000146,26.059999999999945,51.519000555224416,23.480999444775584,26.519000555224416,41.287567973088244,-10.095750000000407,-7.214249999999993,-6.10783333333211,-6.590833333333649,6.2603333333336195,8.532619047619391,4.298964285714192,5.321861111111048,2.869688888888959,2046.2649450549459,1.8298491422039718,0,0,0,0,2081.19
195,20150317,6.309999999999945,15.510000000000218,49.63477567541803,25.365224324581973,24.634775675418027,36.53024196156866,-0.7267499999998108,-7.209250000000338,-6.9394999999985885,-6.362500000000637,1.7326666666667734,9.822476190476664,3.4186071428571267,6.038472222222481,3.20297777777796,2048.2938461538474,1.3505917689537725,0,0,0,0,2074.28
196,20150318,-26.659999999999854,45.61999999999989,55.96494804608588,19.03505195391412,30.96494804608588,35.91667737386979,7.595249999999851,-3.776249999999891,-5.351666666665551,-6.8960000000001855,-0.8736666666668498,9.472904761905284,3.493428571428467,6.379111111111342,3.2076888888891517,2058.284725274726,2.438968985289477,0,0,0,0,2099.5
197,20150319,9.420000000000073,13.13000000000011,53.05219696835264,21.94780303164736,28.05219696835264,38.40502513411684,11.029250000000047,-1.3692500000001928,-4.986166666665213,-7.0071666666667625,-3.8969999999999345,8.576047619047586,4.553535714285772,6.335861111111171,2.9464888888892347,2064.626153846154,1.483067038978875,0,0,0,0,2089.27
198,20150320,-17.779999999999745,23.59999999999991,57.44275885055225,17.557241149447748,32.44275885055225,45.247080145802556,13.97675000000072,2.9392499999999018,-2.0996666666655983,-6.449666666666872,-5.176333333333332,7.613952380952469,5.911214285714323,5.307833333333292,3.454266666667081,2079.1160439560426,2.062228838947199,0,0,0,1,2108.1
199,20150323,3.569999999999709,10.440000000000055,56.3339486705374,18.666051329462597,31.333948670537403,44.07369395413298,10.600250000000415,8.462750000000142,0.11766666666790115,-5.30333333333374,-7.672666666666828,6.11904761904816,7.722785714285237,4.1395000000002256,5.092000000000098,2091.171098901097,1.202419481090155,0,0,0,0,2104.42
200,20150324,12.440000000000055,16.13000000000011,52.50218536667619,22.497814633323813,27.502185366676187,34.45847355869864,10.850500000000466,6.922500000000127,3.165000000001328,-2.53133333333426,-10.249999999999545,5.592476190476646,8.881107142856763,3.3979722222220516,5.759977777777749,2098.0191208791202,0.015725608362556112,0,0,0,0,2091.5
201,20150325,32.04999999999973,36.379999999999654,44.772690093484314,30.227309906515686,19.772690093484314,35.79257292441707,2.204250000000229,5.797750000000178,6.77766666666821,-1.5643333333341616,-12.497333333333245,5.026285714286132,8.408464285713762,3.3299166666670317,5.9597333333331335,2096.8402197802197,-1.793703252183113,0,0,0,0,2061.05
202,20150326,3.7899999999999636,21.65000000000009,43.65880831724561,31.341191682754392,18.658808317245608,34.748718850175464,-1.289749999999458,3.6477500000000873,4.7985000000012406,2.427499999999327,-15.077333333333172,4.19533333333402,7.476999999999862,4.1456666666663295,5.831333333333532,2090.343626373627,-1.9789519140247378,0,0,1,0,2056.15
203,20150327,-5.239999999999782,9.86999999999989,45.120165135189694,29.879834864810306,20.120165135189694,37.9133409529818,-9.04824999999937,1.2282500000001164,3.828833333334387,4.841833333332488,-14.844666666665944,3.322857142857174,6.439892857142695,5.187249999999494,4.789000000000215,2087.173076923078,-1.422772528826849,0,0,0,0,2061.02
204,20150330,-22.129999999999654,24.859999999999673,52.055533544517786,22.944466455482214,27.055533544517786,37.45995603529718,-11.026749999999538,-0.9342499999997926,2.6430000000009386,6.0786666666658675,-14.032333333332645,2.0853809523810014,5.0377857142857465,6.703611111110604,3.682488888889111,2085.6138461538458,-0.04472529158094279,0,0,0,0,2086.24
205,20150331,16.16000000000031,17.01000000000022,47.36531735697181,27.634682643028192,22.365317356971808,36.96454757967649,-13.076249999999618,-2.9677499999997963,0.7965000000012878,5.704166666665515,-11.368666666665831,0.39942857142841603,4.4660714285714675,7.639611111110753,2.953088888888942,2076.7352747252735,-0.8570981122712474,0,0,0,0,2067.89
206,20150401,7.940000000000055,19.25,45.396911130537354,29.603088869462646,20.396911130537354,38.53291349245592,-7.296999999999571,-5.037999999999556,-1.392833333332419,2.6158333333323753,-8.738999999999578,-0.67928571428547,3.9702857142856374,7.211333333333187,2.8800666666666075,2069.122747252747,-0.8275650571335215,0,0,0,0,2059.69
207,20150402,-6.929999999999836,14.849999999999909,47.48081415729815,27.51918584270185,22.48081415729815,32.07129896466995,-0.4524999999994179,-7.48949999999968,-3.013833333332059,1.9384999999992942,-7.655333333333147,-1.650761904762021,3.2891785714282378,6.407583333333605,3.6232666666664954,2061.587142857143,-0.10463420930966576,0,0,0,0,2066.96
208,20150406,-15.75,30.4699999999998,51.24588010113717,23.754119898862832,26.245880101137168,24.140218375232052,4.827500000000327,-6.10149999999976,-4.1884999999988395,-1.4495000000006257,-4.851333333333059,-2.4155238095240747,2.6121071428574396,5.540749999999662,4.593199999999797,2062.3935164835157,0.9147685374002343,0,0,0,0,2080.62
209,20150407,4.460000000000036,13.679999999999836,50.032769435252334,24.967230564747666,25.032769435252334,19.63231450539206,0.9355000000000473,-1.3824999999992542,-5.91916666666566,-2.203833333334387,-4.064333333332797,-2.936238095237968,1.5003214285711692,4.25469444444434,5.910555555555675,2060.778021978021,0.6712075400579031,0,0,0,0,2076.33
210,20150408,-4.960000000000036,13.389999999999873,51.63368009148627,23.36631990851373,26.63368009148627,20.499494001384846,0.5187500000001819,2.7962500000003274,-4.695833333332303,-4.895166666667592,-2.4369999999994434,-3.528714285714159,0.09446428571482102,3.7770277777776755,6.771022222221745,2065.120659340658,1.0145529574897436,0,0,0,0,2081.9
211,20150409,-9.889999999999873,19.019999999999982,54.26290568347878,20.737094316521222,29.262905683478778,21.21851346295989,3.0467499999999745,3.5532500000003893,-0.5794999999993706,-5.443833333333714,-2.2356666666660203,-4.041857142857225,-0.7131428571424294,3.427333333333081,6.452866666666523,2070.896263736264,1.2461548340813138,0,0,0,0,2091.18
212,20150410,-10.549999999999727,11.099999999999909,57.20048281830101,17.799517181698988,32.20048281830101,24.869241649935248,8.089249999999993,0.9397500000004584,3.1315000000004147,-5.416500000000269,-1.093666666666195,-4.4629047619046105,-1.4196785714284488,2.9200277777777046,5.800422222222096,2083.0282417582425,1.482533146710187,0,0,0,0,2102.06
213,20150413,9.600000000000364,15.320000000000164,53.90061528265734,21.09938471734266,28.90061528265734,25.92892697984098,7.383749999999964,0.8662500000004911,3.6575000000007094,-1.756833333333816,-1.7359999999994216,-4.354666666666162,-2.0289999999999964,2.3541111111107966,5.041488888889035,2091.960879120879,0.44932247395407765,0,0,0,0,2092.43
214,20150414,-3.5599999999999454,15.38000000000011,54.89294066983814,20.10705933016186,29.89294066983814,26.127784180311664,6.76700000000028,4.425000000000182,1.310000000000855,2.1226666666657366,-1.5896666666658348,-4.67814285714212,-2.3951071428573414,1.4282499999999345,3.921600000000126,2099.9914285714285,0.1850866897817235,0,0,0,0,2095.84
215,20150415,-8.809999999999945,14.08999999999969,57.97551212219045,17.02448787780955,32.97551212219045,24.09320605006633,6.754250000000411,5.509750000000622,1.3831666666669662,4.914833333332808,-0.5426666666658093,-4.463619047618522,-2.8052142857145554,0.2546111111114442,3.536888888888825,2105.607912087915,0.31512754629771694,0,0,0,0,2106.63
216,20150416,0.9700000000002547,11.2800000000002,57.334170746113934,17.665829253886066,32.334170746113934,20.815451051046693,6.470000000000255,4.02599999999984,4.350666666668076,3.547999999998865,2.1713333333341325,-3.9948571428567448,-3.1913928571430006,-0.42152777777755546,3.2465777777779294,2108.3916483516487,-0.029354632939591233,0,0,0,0,2104.99
217,20150417,21.40000000000009,30.210000000000036,48.87991571283461,26.12008428716539,23.87991571283461,20.676606450549116,1.6877500000005057,3.2102499999996326,4.6651666666680285,2.986833333332015,4.502000000001317,-3.812285714285281,-3.6292142857146246,-1.1093888888885886,2.734288888888841,2103.618681318683,-1.307510563797885,0,0,0,0,2081.18
218,20150420,-16.289999999999964,19.829999999999927,54.688246594558684,20.311753405441316,29.688246594558684,17.61663215210183,0.9692500000005566,3.544749999999567,3.250666666667712,3.753999999998996,6.156000000001313,-2.7238095238089954,-3.498857142857105,-1.6217777777778792,2.2415777777778203,2108.106813186813,-0.1532413501562885,0,0,0,0,2100.4
219,20150421,5.5300000000002,15.259999999999764,53.62647589970092,21.37352410029908,28.62647589970092,14.908444867922299,0.4954999999999927,2.2124999999991815,2.819166666668025,5.544833333332917,6.2973333333338815,-1.554190476189433,-3.763892857142764,-1.9376944444443325,1.4118444444443412,2108.013186813188,-0.5157519077863744,0,0,0,0,2097.29
220,20150422,-9.690000000000055,18.929999999999836,56.73038157070046,18.26961842929954,31.73038157070046,15.759041143489412,0.023999999999432475,0.3439999999995962,3.146833333334598,5.1518333333324335,6.842000000001008,0.567333333334318,-3.5707500000003165,-2.2950277777777046,0.35677777777800657,2108.5571428571434,-0.002523141482188901,0,0,0,0,2107.96
221,20150423,-5.7199999999998,17.299999999999727,58.13596350485499,16.864036495145008,33.13596350485499,18.08248862983737,-0.9505000000003747,0.731499999999869,2.271833333334598,4.652499999998781,7.968333333334613,2.5789047619055054,-3.1360714285715403,-2.6127222222221462,-0.23557777777796218,2110.2080219780223,0.20695702852704287,0,0,0,0,2112.93
222,20150424,-4.889999999999873,8.11999999999989,59.49314180804488,15.506858191955118,34.49314180804488,20.247319224888543,3.620249999999942,1.8997499999995853,0.8523333333346272,4.252999999998792,9.625666666667712,3.8278571428581927,-2.8341071428571922,-2.8887500000000728,-0.7690000000002328,2114.1051648351645,0.3533084645050852,0,0,0,0,2117.69
223,20150427,10.36999999999989,18.88000000000011,55.89758482871087,19.10241517128913,30.89758482871087,19.924775073233377,5.038000000000011,0.5370000000002619,1.023000000000593,3.844666666665489,9.66166666666777,4.602523809524428,-1.86860714285649,-2.7475833333337505,-1.2084666666664816,2113.52021978022,-0.24586825650875396,0,0,0,0,2108.92
224,20150428,-6.410000000000309,21.200000000000273,57.72961819361227,17.270381806387732,32.72961819361227,20.98850290790915,7.3107499999996435,-0.13374999999950887,1.8566666666674791,2.3409999999985303,11.104666666667981,4.712095238095571,-0.7934285714281941,-2.9266666666667334,-1.4505333333331691,2114.5087912087906,0.05862510260172249,0,0,0,0,2114.76
225,20150429,5.639999999999873,16.240000000000236,54.43147556499797,20.568524435002033,29.431475564997967,21.015749531947677,3.8799999999996544,3.0530000000003383,0.6770000000010441,1.8793333333319424,11.6823333333341,4.006619047619552,1.0209642857148538,-2.7581388888893343,-1.7725111111108163,2113.7857142857156,-0.36351858028766726,0,0,0,0,2106.85
226,20150430,20.009999999999764,27.929999999999836,46.68275743072471,28.317242569275287,21.682757430724713,18.870976604634052,0.25724999999965803,3.1397500000002765,-0.4101666666656456,1.3964999999984684,11.770666666667694,2.2468571428580617,2.639892857142968,-2.453638888889145,-2.119111111111124,2108.361868131866,-1.3558177273527992,0,0,0,0,2085.51
227,20150501,-20.909999999999854,21.029999999999745,54.181146362418744,20.818853637581256,29.181146362418744,18.513494044118943,-2.997750000000451,1.8037500000004911,2.1625000000008185,1.1194999999984248,11.552000000001044,1.6711428571438773,3.668357142857076,-2.2179444444441287,-2.390355555555743,2108.29901098901,-0.0034088352108017756,0,0,0,0,2108.29
228,20150504,-4.2599999999997635,10.7199999999998,55.99509113850307,19.00490886149693,30.99509113850307,17.774306049923325,-2.7000000000007276,1.2110000000011496,2.779833333334409,0.4404999999978827,12.809666666667454,0.13871428571519573,4.33303571428587,-1.359194444444256,-2.2521555555558734,2110.084285714285,0.29278875809247606,0,0,0,0,2114.49
229,20150505,23.170000000000073,26.779999999999745,47.7724522071818,27.2275477928182,22.7724522071818,21.486281124175093,-4.8262500000005275,-0.9397499999990941,1.3068333333344526,1.5558333333310657,12.883000000001175,-0.5962380952373678,4.318571428570976,-0.4877777777769552,-2.4688222222225704,2106.000439560442,-0.9870629595342901,0,0,0,0,2089.46
230,20150506,11.110000000000127,30.490000000000236,45.118521157861096,29.881478842138904,20.118521157861096,26.459486478179315,-5.473750000000564,-2.851249999999254,0.21333333333450355,1.6336666666643396,11.496000000001004,-1.1422857142847533,3.5865357142856737,1.0259722222226628,-2.376222222222623,2099.534285714285,-1.2427199750230429,0,0,0,0,2080.15
231,20150507,-8.039999999999964,17.91000000000031,47.75405934223159,27.245940657768408,22.754059342231592,25.65314622243659,-2.360750000000735,-2.973249999999098,-1.5054999999988468,1.992166666664616,9.465000000001055,0.0846190476195261,2.063964285714519,2.4539722222225464,-2.0930222222223165,2091.943516483516,-0.5524083196496663,0,0,0,0,2088.0
232,20150508,-23.9699999999998,25.529999999999745,55.91524544040606,19.08475455959394,30.91524544040606,27.16452334213045,-0.9662500000008549,-2.646749999998974,-2.342833333332237,0.34249999999792635,9.794666666667581,1.316380952381678,1.5767857142855064,3.3730555555557657,-1.8655555555551473,2095.5358241758236,1.1415568033875554,0,0,0,0,2116.1
233,20150511,10.230000000000018,13.110000000000127,52.52844696285878,22.47155303714122,27.52844696285878,25.547656557175742,-2.6082500000006803,-2.477749999999105,-2.0684999999989486,-0.6195000000020627,8.646333333334496,2.8725238095244094,0.1993928571428114,3.914194444444547,-1.1250444444444838,2094.986593406594,0.4652085812759218,0,0,0,0,2105.33
234,20150512,3.75,19.48999999999978,50.62439182994435,24.37560817005565,25.62439182994435,24.99556780478042,-2.377500000000964,0.7875000000012733,-2.084999999999127,-2.2890000000020336,8.339000000000851,3.4532857142867215,-0.4002857142859284,3.924888888888745,-0.3220888888886293,2094.274065934066,0.19691140065389817,0,0,0,0,2099.12
235,20150513,1.1399999999998727,14.150000000000091,50.421542236749815,24.578457763250185,25.421542236749815,23.27100840316689,2.5147499999989122,0.39825000000109867,-2.051999999999225,-2.5270000000018626,6.687333333333754,4.273523809525159,-0.8058571428573487,3.322777777777901,1.071022222222382,2094.5439560439563,0.2004276460072952,0,0,0,0,2098.48
236,20150514,-20.670000000000073,21.019999999999982,56.98236312228773,18.01763687771227,31.98236312228773,26.485792324800514,8.308499999999185,-2.3344999999985703,0.9786666666673227,-2.5433333333353403,5.185000000000855,4.6048095238106725,0.36985714285674476,2.0658888888888214,2.416511111111049,2102.590000000001,1.2519939633229737,0,0,0,0,2121.1
237,20150515,-0.6599999999998545,7.099999999999909,57.419637678937875,17.580362321062125,32.419637678937875,28.714091176871534,5.475749999998698,0.3802500000015243,1.0993333333335613,-1.5560000000014043,3.662000000000262,4.56152380952517,1.4356428571427386,1.6406111111109567,3.244488888889009,2109.4473626373633,0.9487782242677573,0,0,0,0,2122.73
238,20150518,-7.899999999999636,11.769999999999982,59.19278951708146,15.807210482918542,34.19278951708146,31.555412988947865,4.1184999999991305,5.04050000000143,-1.0704999999998108,0.732833333331655,3.39466666666749,4.232857142858393,2.8561428571429133,0.4836666666660676,3.7701333333334333,2118.724835164833,0.9277022995790206,0,0,0,0,2129.2
239,20150519,1.6199999999998909,8.519999999999982,58.63598624574752,16.364013754252483,33.63598624574752,27.731683889978285,4.881749999999556,6.182250000001659,1.1381666666666206,1.489833333331262,2.549333333334289,4.761238095239605,3.4591785714283105,0.03247222222171331,3.838577777777573,2125.744065934065,0.42790847178424785,0,0,0,0,2127.83
240,20150520,1.9400000000000546,12.129999999999654,57.78990079578858,17.210099204211417,32.78990079578858,22.977492369092488,9.136999999999716,2.83100000000195,4.761499999999614,1.1698333333310984,2.351000000001477,4.570238095238892,4.256428571428387,-0.2547777777781448,3.3507777777776937,2127.7538461538466,0.004983139258879464,0,0,0,0,2125.85
241,20150521,-5.269999999999982,11.330000000000382,59.37451811968303,15.625481880316968,34.37451811968303,24.745611408066907,7.894749999999476,1.7352500000019973,5.596833333333052,1.595833333331484,4.050333333334493,3.859285714286216,4.544464285714184,0.7934722222221353,2.235177777777608,2133.8590109890083,0.1438954884107344,0,0,0,1,2130.82
242,20150522,4.300000000000182,6.0900000000001455,57.16119621188882,17.83880378811118,32.16119621188882,23.49049694924406,5.193249999998898,4.106750000002194,2.7669999999998254,4.236999999997806,4.43500000000131,2.9707142857155304,4.485285714285055,1.7236666666667588,1.85053333333326,2138.951538461538,-0.3668292987501936,0,0,0,0,2126.06
243,20150526,21.140000000000327,26.16000000000031,48.26326452258309,26.736735477416907,23.263264522583093,21.61288298940235,-0.5217500000012478,4.9347500000017135,1.304000000000542,6.2729999999978645,3.356666666667934,2.6893333333341616,4.079499999999825,2.889833333333172,0.7478666666665958,2133.016043956043,-1.6515321006338788,0,0,0,0,2104.2
