,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price,Tradé,Action,Quand,Prix limite
0,2020-01-22,GM,0,1,1,0,34.90999984741211,Traité,NA,NA,NA
1,2020-01-22,TMO,0,1,1,0,340.04998779296875,Traité,NA,NA,NA
2,2020-01-22,ICE,0,1,1,0,96.43000030517578,Traité,NA,NA,NA
3,2020-01-22,K,0,1,1,0,70.26000213623047,Traité,NA,NA,NA
4,2020-01-21,BBY,0,1,1,0,90.23999786376952,Traité,NA,NA,NA
5,2020-01-22,PH,1,0,0,1,198.7400054931641,Traité,Open Long,23-01-2020 09:48:02,199.14
6,2020-01-22,EMR,0,1,1,0,77.0199966430664,Traité,NA,NA,NA
7,2020-01-22,DTE,0,1,0,0,132.6199951171875,Traité,NA,NA,NA
8,2020-01-22,JNPR,0,1,1,0,24.420000076293945,Traité,NA,NA,NA
9,2020-01-22,LB,0,1,1,0,19.979999542236328,Traité,NA,NA,NA
10,2020-01-22,ROK,0,1,1,0,199.3800048828125,Traité,NA,NA,NA
11,2020-01-22,COTY,0,1,1,0,10.770000457763672,Traité,NA,NA,NA
12,2020-01-22,MAS,0,1,1,0,49.290000915527344,Traité,NA,NA,NA
13,2020-01-22,URI,1,0,0,1,155.27000427246094,Traité,NA,NA,NA
14,2020-01-22,CAH,0,1,1,0,55.31999969482422,Traité,NA,NA,NA
15,2020-01-22,WMB,0,1,0,0,22.63999938964844,Traité,NA,NA,NA
16,2020-01-22,SHW,0,1,1,0,592.9299926757812,Traité,NA,NA,NA
17,2020-01-22,KEY,0,1,1,0,19.6200008392334,Traité,NA,NA,NA
18,2020-01-22,HPE,0,1,1,0,15.029999732971193,Traité,NA,NA,NA
19,2020-01-22,EMN,0,1,1,0,73.54000091552734,Traité,NA,NA,NA
20,2020-01-22,LEN,0,1,1,0,65.64499664306639,Traité,NA,NA,NA
21,2020-01-22,EQIX,0,1,1,0,591.530029296875,Traité,NA,NA,NA
22,2020-01-22,PFG,0,1,1,0,55.61000061035156,Traité,NA,NA,NA
23,2020-01-22,LHX,0,1,1,0,219.91000366210938,Traité,NA,NA,NA
24,2020-01-22,MTB,0,1,1,0,161.8699951171875,Traité,NA,NA,NA
25,2020-01-22,C,0,1,1,0,80.0999984741211,Traité,NA,NA,NA
26,2020-01-22,DHI,0,1,1,0,57.41999816894531,Traité,NA,NA,NA
27,2020-01-22,BWA,0,1,1,0,40.290000915527344,Traité,NA,NA,NA
28,2020-01-22,PPG,1,0,0,1,126.16000366210938,Traité,NA,NA,NA
29,2020-01-22,UPS,0,1,1,0,117.26000213623048,Traité,NA,NA,NA
30,2020-01-22,FANG,1,0,0,1,85.44000244140625,Traité,Open Long,23-01-2020 09:48:04,85.61
31,2020-01-22,JWN,0,1,1,0,39.88000106811523,Traité,NA,NA,NA
32,2020-01-22,PPL,0,1,1,0,36.16999816894531,Traité,NA,NA,NA
33,2020-01-22,PCAR,0,1,1,0,76.94000244140625,Traité,Open Short,23-01-2020 09:48:05,76.79
34,2020-01-22,KMX,0,1,1,0,97.3499984741211,Traité,NA,NA,NA
35,2020-01-22,COF,0,1,1,0,106.76000213623048,Traité,NA,NA,NA
36,2020-01-22,MXIM,0,1,1,0,62.5,Traité,NA,NA,NA
37,2020-01-22,SBAC,1,0,0,1,252.6100006103516,Traité,NA,NA,NA
38,2020-01-22,CXO,1,0,0,1,86.16999816894531,Traité,Close Short,23-01-2020 09:48:05,86.34
39,2020-01-22,FBHS,0,1,1,0,69.98000335693361,Traité,NA,NA,NA
40,2020-01-22,MPC,0,1,1,0,55.97000122070313,Traité,Open Short,23-01-2020 09:48:05,55.86
