TYPE;TIERS;NOM;CPTE_TIERS;PRODUIT;ADRESSE;C_POSTAL;COMMUNE
RO;94821;FI MFPS 94821;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94831;FI MFPS 94831;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94841;FI MFPS 94841;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94851;FI MFPS 94851;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94861;FI MFPS 94861;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94871;FI MFPS 94871;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94881;FI MFPS 94881;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94891;FI MFPS 94891;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94901;FI MFPS 94901;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94971;FI MFPS 94971;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94972;FI MFPS 94972;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94973;FI MFPS 94973;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94974;FI MFPS 94974;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;14100;FONDS DE SECURITE SOCIALE;;;   Université ;75355;PARIS CEDEX 07
RO;30193200;GROUPE MUTUALISTE DE L ES;;;   1. rue des Cras ;25086;BESANCON CEDEX 9
RO;30235200;HARMONIE MUTUELLE;;;   14. avenue Victor Hugo BP 124;19000;TULLE CEDEX
RO;30132700;HARMONIE MUTUELLE;;;   4. rue Emile Zola ;37000;TOURS 
RO;30274200;HARMONIE MUTUELLE;;;   202 avenue de Pélissier ;81031;ALBI CEDEX 9
RO;30214100;HARMONIE MUTUELLE;;;   10. rue de la Madeleine ;12023;RODEZ CEDEX 9
RO;30375100;HARMONIE MUTUELLE;;;   4. rue Désiré Colombe BP 80507;44105;NANTES CEDEX 4
RO;30313100;HARMONIE MUTUELLE;;;   174. boulevard de Strasbourg ;76098;LE HAVRE CEDEX
RO;30375200;HARMONIE MUTUELLE;;;   67. rue des Ponts de Cé ;49026;ANGERS CEDEX 01
RO;30375300;HARMONIE MUTUELLE;;;   1. rue de Cheverus ;53086;LAVAL CEDEX 9
RO;30375500;HARMONIE MUTUELLE;;;   Italie ;85014;LA ROCHE SUR YON CEDEX
RO;30415400;HARMONIE MUTUELLE;;;   HARMONIE MUTUALITE  Monsieur VEZIEN B.P. 70467;86012;POITIERS CEDEX
RO;30453400;HARMONIE MUTUELLE;;;   Hôtel de Ville ;42029;SAINT ETIENNE CEDEX 1
RO;30533200;HARMONIE MUTUELLE;;;    CS 51567;75739;PARIS CEDEX 15
RO;30546200;HARMONIE MUTUELLE;;;   3 et 3 bis. rue Taylor ;75474;PARIS CEDEX 10 CEDEX 15
RO;30463200;HARMONIE MUTUELLE;;;   3 ET 3 BIS RUE TAYLOR ;75474;PARIS CEDEX 10
RO;30483200;HARMONIE MUTUELLE;;;   3 ET 3 BIS RUE TAYLOR ;75474;PARIS CEDEX 10
RO;30523200;HARMONIE MUTUELLE;;;   CENTRE DE GESTION RO 9. RUE GEORGES PITARD;75739;PARIS CEDEX 15
RO;30072700;HARMONIE MUTUELLE;;;   Place du 1er - ctre de gestion Régime Obligatoire CS70713;63050;CLERMOND FERRAND CEDEX 2
RO;30113100;HARMONIE MUTUELLE;;;   Centre de Gestion 29.1 1 rue de Belle-Ile-en-mer;29193;QUIMPER Cedex
RO;30153500;HARMONIE MUTUELLE;;;   4 rue Emile Zola BP 1909;37019;TOURS CEDEX 1
RO;30253500;HARMONIE MUTUELLE;;;    ;0NULL; 
RO;30293500;HARMONIE MUTUELLE;;;    ;0NULL; 
RO;30394600;HARMONIE MUTUELLE;;;    ;0NULL; 
RO;30152700;HARMONIE MUTUELLE;;;   4 rue Emile Zola BP 1909;37019;TOURS CEDEX 1
RO;30172700;HARMONIE MUTUELLE;;;    ;0NULL; 
RO;30232700;HARMONIE MUTUELLE;;;    ;0NULL; 
RO;30272700;HARMONIE MUTUELLE;;;    ;0NULL; 
RO;30342700;HARMONIE MUTUELLE;;;   4 rue Emile Zola BP 1909;37019;TOURS Cedex
RO;30372700;HARMONIE MUTUELLE;;;    ;0NULL; 
RO;30412700;HARMONIE MUTUELLE;;;   Madame MONNERIE B.P. 70467;86012;POITIERS CEDEX
RO;30432700;HARMONIE MUTUELLE;;;    ;0NULL; 
RO;30462700;HARMONIE MUTUELLE;;;    ;; 
RO;30522700;HARMONIE MUTUELLE;;;    ;0NULL; 
RO;30135200;HARMONIE MUTUELLE;;;    ;0NULL; 
RO;30075100;HARMONIE MUTUELLE;;;    ;0NULL; 
RO;30095200;HARMONIE MUTUELLE;;;   3. avenue de la Fontaine Sainte Marguerite ;89000;AUXERRE CEDEX
RO;30015200;HARMONIE MUTUELLE;;;   30. avenue de France ;74945;ANNECY LE VIEUX CEDEX
RO;30135100;HARMONIE MUTUELLE;;;    ;0NULL; 
RO;30195200;HARMONIE MUTUELLE;;;   22. rue Georges Colomb BP 165;70204;LURE CEDEX
RO;30212600;HARMONIE MUTUELLE;;;    ;0NULL; 
RO;996910610;HCL;;;   12. rue du Port du Temple BP 2251;69229;Lyon Cedex 02
RO;96196;HFP HARMONIE FONCTION PUB;41100000;;   Gestion des Professionnels de santé Avenue des Iles d Or Prolongée - CS 80532;83041;TOULON CEDEX 9
RO;30333400;JUST ENSEMBLE NORD;;;   19. rue de la Poste BP 259;59306;VALENCIENNES CEDEX
RO;30502100;LA MUTUELLE BLEUE (PROF. ;;;   68. rue du Rocher ;75396;PARIS CEDEX 08
RO;30033100;LA PREVOYANCE ARTISANALE ;;;   83. avenue de la Forêt Noire CS 70077;67016;STRASBOURG CEDEX
RO;30434300;LES MUTUELLES DU SOLEIL (;;;   7. Square Stalingrad ;13221;MARSEILLE CEDEX 1
RO;1909;LMDE ASSURANCE MALADIE;41100000;;    ;35070;RENNES
RO;997510533;MAEE;41100000;;1  R DE L'ABBE ROGER DERRY ;75730;PARIS CEDEX 15
RO;997510505;MAGE;;;   Régime des fonctionnaires ULM;75005;PARIS 
RO;30095400;M.C.I.P.L.S. MUTUELLE ACT;;;   5. place de la République BP 77730;21077;DIJON CEDEX
RO;30435300;M.C.M. LES MUTUELLES DU S;;;   7 Square Stalingrad ;13221;MARSEILLE CEDEX 1
RO;997510602;MCVPAP 75;;;   2 et 4. rue Sadi Carnot ;93545;BAGNOLET CEDEX
RO;997810602;MCVPAP 78;;;   2 et 4. rue Sadi Carnot ;93545;BAGNOLET CEDEX
RO;999110602;MCVPAP 91;;;   2 et 4. rue Sadi Carnot ;93545;BAGNOLET CEDEX
RO;999210602;MCVPAP 92;;;   2 et 4. rue Sadi Carnot ;93545;BAGNOLET CEDEX
RO;999310602;MCVPAP 93;;;   2 et 4. rue Sadi Carnot ;93545;BAGNOLET CEDEX
RO;999410602;MCVPAP 94;;;   2 et 4. rue Sadi Carnot ;93545;BAGNOLET CEDEX
RO;999510602;MCVPAP 95;;;   2 et 4. rue Sadi Carnot ;93545;BAGNOLET CEDEX
RO;998410617;MEP AVIGNON;;;   74 rue Louis Pasteur ;84000;AVIGNON 
RO;992020617;MEP BASTIA;;;   CS 20001 ;13942;Marseille 20
RO;993410617;MEP BEZIERS;;;   Etudiant AGORA Bd DUGUESCIN;34100;BEZIERS 
RO;991310617;MEP MARSEILLE;;;   CS 20001 ;13942;MARSEILLE 20
RO;993420617;MEP MONTPELLIER;;;   3. place de la Canourgue ;34000;Montpellier 
RO;991110617;MEP NARBONNE;;;   IUT et à la Faculté ;11000;NARBONNE 
RO;990610617;MEP NICE;;;   36 rue Buffa ;6000;NICE 
RO;993010617;MEP NIMES;;;   Alès ;30000;NÎMES 
RO;996610617;MEP PERPIGNAN;;;   11 rue pountet 2 bages;66000;PERPIGNAN 
RO;998310617;MEP TOULON;;;   Université Sud Toulon Var université;83000;Toulon 
RO;949310504;MFP  M.A.I. BOBIGNY;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949510504;MFP  M.A.I. CERGY-PONTOIS;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949410504;MFP  M.A.I. CRETEIL;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949110504;MFP  M.A.I. EVRY;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949210504;MFP  M.A.I. NANTERRE;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947510504;MFP  M.A.I. PARIS;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947810504;MFP  M.A.I. VERSAILLES;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949310532;MFP  M.C.D.E.F. BOBIGNY;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949510532;MFP  M.C.D.E.F. CERGY-PON;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949410532;MFP  M.C.D.E.F. CRETEIL;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949110532;MFP  M.C.D.E.F. EVRY;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949210532;MFP  M.C.D.E.F. NANTERRE;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947510532;MFP  M.C.D.E.F. PARIS;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947810532;MFP  M.C.D.E.F. VERSAILLE;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949310523;MFP  M.C.F. BOBIGNY;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949510523;MFP  M.C.F. CERGY-PONTOIS;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949410523;MFP  M.C.F. CRETEIL;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949110523;MFP  M.C.F. EVRY;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949210523;MFP  M.C.F. NANTERRE;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947510523;MFP  M.C.F. PARIS;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947810523;MFP  M.C.F. VERSAILLES;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949310500;MFP  M.G.A.S. BOBIGNY;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949510500;MFP  M.G.A.S. CERGY-PONTO;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949410500;MFP  M.G.A.S. CRETEIL;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949110500;MFP  M.G.A.S. EVRY;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949210500;MFP  M.G.A.S. NANTERRE;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947510500;MFP  M.G.A.S. PARIS;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947810500;MFP  M.G.A.S. VERSAILLES;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949310524;MFP  M.G.P.A. BOBIGNY;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949510524;MFP  M.G.P.A. CERGY-PONTO;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949410524;MFP  M.G.P.A. CRETEIL;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949110524;MFP  M.G.P.A. EVRY;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949210524;MFP  M.G.P.A. NANTERRE;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947510524;MFP  M.G.P.A. PARIS;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947810524;MFP  M.G.P.A. VERSAILLES;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949310634;MFP  M.G.P.A.T. BOBIGNY;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949310520;MFP  M.G.P.A.T. BOBIGNY;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949510520;MFP  M.G.P.A.T. CERGY-PON;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949510634;MFP  M.G.P.A.T. CERGY-PON;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949410520;MFP  M.G.P.A.T. CRETEIL;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949410634;MFP  M.G.P.A.T. CRETEIL;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949110520;MFP  M.G.P.A.T. EVRY;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949110634;MFP  M.G.P.A.T. EVRY;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949210634;MFP  M.G.P.A.T. NANTERRE;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949210520;MFP  M.G.P.A.T. NANTERRE;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947510520;MFP  M.G.P.A.T. PARIS;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947510634;MFP  M.G.P.A.T. PARIS;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947810634;MFP  M.G.P.A.T. VERSAILLE;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947810520;MFP  M.G.P.A.T. VERSAILLE;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949310527;MFP  M.M.J. BOBIGNY;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949510527;MFP  M.M.J. CERGY-PONTOIS;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949410527;MFP  M.M.J. CRETEIL;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949110527;MFP  M.M.J. EVRY;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949210527;MFP  M.M.J. NANTERRE;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947510527;MFP  M.M.J. PARIS;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947810527;MFP  M.M.J. VERSAILLES;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949310526;MFP  M.P.A.A.C BOBIGNY;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949510526;MFP  M.P.A.A.C CERGY-PONT;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949410526;MFP  M.P.A.A.C CRETEIL;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949110526;MFP  M.P.A.A.C EVRY;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949210526;MFP  M.P.A.A.C NANTERRE;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947510526;MFP  M.P.A.A.C PARIS;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947810526;MFP  M.P.A.A.C VERSAILLES;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949310509;MFP  M.P.I.R. BOBIGNY;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949510509;MFP  M.P.I.R. CERGY-PONTO;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949410509;MFP  M.P.I.R. CRETEIL;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949110509;MFP  M.P.I.R. EVRY;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949210509;MFP  M.P.I.R. NANTERRE;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947510509;MFP  M.P.I.R. PARIS;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947810509;MFP  M.P.I.R. VERSAILLES;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949310518;MFP  MUT DES CAISSES DE D;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947810518;MFP  MUT DES CAISSES DE D;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947510518;MFP  MUT DES CAISSES DE D;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949210518;MFP  MUT DES CAISSES DE D;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949110518;MFP  MUT DES CAISSES DE D;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949510518;MFP  MUT DES CAISSES DE D;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949410518;MFP  MUT DES CAISSES DE D;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949410513;MFP  MUTUELLE DES DOUANES;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947810513;MFP  MUTUELLE DES DOUANES;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947510513;MFP  MUTUELLE DES DOUANES;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949310513;MFP  MUTUELLE DES DOUANES;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949210513;MFP  MUTUELLE DES DOUANES;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949510513;MFP  MUTUELLE DES DOUANES;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949110513;MFP  MUTUELLE DES DOUANES;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949310511;MFP  MUTUELLE DU TRESOR B;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949510511;MFP  MUTUELLE DU TRESOR C;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949410511;MFP  MUTUELLE DU TRESOR C;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949110511;MFP  MUTUELLE DU TRESOR E;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949210511;MFP  MUTUELLE DU TRESOR N;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947510511;MFP  MUTUELLE DU TRESOR P;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947810511;MFP  MUTUELLE DU TRESOR V;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949310507;MFP  S.M.A.R. BOBIGNY;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949510507;MFP  S.M.A.R. CERGY-PONTO;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949410507;MFP  S.M.A.R. CRETEIL;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949110507;MFP  S.M.A.R. EVRY;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;949210507;MFP  S.M.A.R. NANTERRE;;;   Le Palatino 17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947510507;MFP  S.M.A.R. PARIS;;;    17 avenue de Choisy;75640;PARIS CEDEX 13
RO;947810507;MFP  S.M.A.R. VERSAILLES;;;   Italie ;75013;PARIS 
RO;949310599;MFP SRI BOBIGNY;41100000;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;949510599;MFP SRI CERGY PONTOISE;41100000;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;949410599;MFP SRI CRETEIL;41100000;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;949110599;MFP SRI EVRY;41100000;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;949210599;MFP SRI NANTERRE;41100000;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;947810599;MFP SRI VERSAILLES;41100000;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;996810617;MGEL COLMAR;;;   1 r Alfred Werner ;68200;MULHOUSE 
RO;998810617;MGEL EPINAL;;;   18 quai Musée ;88000;EPINAL 
RO;995410617;MGEL LONGWY;;;   44 cours Léopold ;54000;NANCY 
RO;995710617;MGEL METZ;;;   11 bd Robert Serot ;57000;METZ 
RO;996820617;MGEL MULHOUSE;;;   1 r Alfred Werner ;68200;MULHOUSE 
RO;995420617;MGEL NANCY;;;   44 cours Léopold ;54000;NANCY 
RO;995110617;MGEL REIMS;;;   49 r Houzeau Muiron ;51100;REIMS 
RO;995720617;MGEL SARREGUEMINES;;;   11 bd Robert Serot ;57000;METZ 
RO;996720617;MGEL SELESTAT;;;   4 r Londres ;67000;STRASBOURG 
RO;996730617;MGEL STRASBOURG;;;   4 r Londres ;67000;STRASBOURG 
RO;995730617;MGEL THIONVILLE;;;   11 bd Robert Serot ;57000;METZ 
RO;91011;MGEN AIN;;;   9 rue Chateaubriand ;1020;BOURG EN BRESSE CEDEX
RO;91021;MGEN AISNE;;;   1 rue Fernand Thuillart ;2017;LAON CÉDEX
RO;91031;MGEN ALLIER;;;   BP 1723 ;3017;MOULIN CEDEX
RO;91041;MGEN ALPES DE HAUTE PROVE;;;   13 rue des Cabanons ;4018;DIGNE LES BAINS CEDEX
RO;91061;MGEN ALPES MARITIMES;;;   39 rue Trachel ;6053;NICE CEDEX 1
RO;91071;MGEN ANNONAY;;;    ;0NULL; 
RO;91072;MGEN ARDECHE;;;   Avenue Général Leclerc B.P. 214;7002;PRIVAS CEDEX
RO;91081;MGEN ARDENNES;;;   26. rue des Tambours BP 86;8002;CHARLEVILLE- MEZIERES Cedex
RO;91091;MGEN ARIEGE;;;    BP 56;9008;FOIX CEDEX
RO;91591;MGEN ARMENTIERES;;;    ;0NULL; 
RO;91621;MGEN ARRAS;;;   6 av du Maréchal Koenig ;62025;ARRAS CEDEX
RO;91101;MGEN AUBE;;;    BP 45;10122;ST ANDRE LES VERGERS CEDEX
RO;91111;MGEN AUDE;;;    ;0NULL; 
RO;91121;MGEN AVEYRON;;;    ;0NULL; 
RO;91673;MGEN BAS RHIN;;;   Rue Henri Bergson ;67096;STRASBOURG CEDEX
RO;91341;MGEN BEZIERS;;;    ;0NULL; 
RO;91131;MGEN BOUCHES DU RHONE;;;    ;0NULL; 
RO;91622;MGEN BOULOGNE SUR MER;;;    ;0NULL; 
RO;91141;MGEN CALVADOS;;;    ;0NULL; 
RO;91592;MGEN CAMBRAI;;;    ;0NULL; 
RO;91151;MGEN CANTAL;;;    ;0NULL; 
RO;91161;MGEN CHARENTE;;;    ;0NULL; 
RO;91171;MGEN CHARENTE MARITIME;;;    ;; 
RO;91181;MGEN CHER;;;    ;0NULL; 
RO;91492;MGEN CHOLET;;;    ;0NULL; 
RO;91681;MGEN COLMAR;;;    ;0NULL; 
RO;91191;MGEN CORREZE;;;    ;0NULL; 
RO;91201;MGEN CORSE DU SUD;;;    ;0NULL; 
RO;91211;MGEN COTE D OR;;;    ;0NULL; 
RO;91221;MGEN COTES D ARMOR;;;    ;0NULL; 
RO;91602;MGEN CREIL;;;    ;0NULL; 
RO;91231;MGEN CREUSE;;;    ;0NULL; 
RO;91791;MGEN DEUX SEVRES;;;    BP 3400;79012;NIORT CEDEX
RO;91761;MGEN DIEPPE;;;    ;0NULL; 
RO;91241;MGEN DORDOGNE;;;    ;0NULL; 
RO;91593;MGEN DOUAI;;;    ;0NULL; 
RO;91251;MGEN DOUBS;;;    ;0NULL; 
RO;91261;MGEN DROME;;;   89 rue Latécoère ;26951;VALENCE CEDEX 9
RO;91762;MGEN ELBEUF;;;    ;0NULL; 
RO;91911;MGEN ESSONNE;;;   6 bis avenue Joseph Rollo ;78320;LA VERRIERE 
RO;91271;MGEN EURE;;;    33 ter. avenue Aristide BRIAND;27936;GRAVIGNY Cedex 
RO;91281;MGEN EURE ET LOIR;;;    BP 110;28114;LUCE CEDEX
RO;91291;MGEN FINISTERE;;;   20 rue de la Tourelle ;29333;QUIMPER CEDEX
RO;91301;MGEN GARD;;;   183 rue Guy de Maupassant ;30019;NIMES CEDEX 9
RO;91321;MGEN GERS;;;   17 rue Lafayette ;32020;AUCH CEDEX 9
RO;91331;MGEN GIRONDE;;;   185 boulevard Maréchal Leclerc ;33051;BORDEAUX CEDEX
RO;91971;MGEN GUADELOUPE;;;   Morne Miquel ;97159;POINTE A PITRE CEDEX
RO;91973;MGEN GUYANE;;;   2844 route de Montabo B.P. 9;97321;CAYENNE CEDEX
RO;91671;MGEN HAGUENAU;;;    ;0NULL; 
RO;91682;MGEN HAUT RHIN;;;    BP 2429;68067;MULHOUSE CEDEX
RO;91202;MGEN HAUTE CORSE;;;    ;0NULL; 
RO;91311;MGEN HAUTE GARONNE;;;   39 chemin Lafilaire ;31043;TOULOUSE CEDEX 5
RO;91431;MGEN HAUTE LOIRE;;;   Genebret. 6 impasse du Viaduc;43700;BRIVES CHARENSAC 
RO;91521;MGEN HAUTE MARNE;;;    BP 562;52012;CHAUMONT CEDEX
RO;91701;MGEN HAUTE SAONE;;;   176. rue Saint Martin ;70000;VESOUL 
RO;91741;MGEN HAUTE SAVOIE;;;    BP 2248;74035;ANNECY CEDEX
RO;91871;MGEN HAUTE VIENNE;;;    3 Rue Maurice Rollinat;87000;LIMOGES 
RO;91051;MGEN HAUTES ALPES;;;   BP 128 ;5004;GAP CEDEX
RO;91651;MGEN HAUTES PYRENEES;;;    BP 9504;65950;TARBES CEDEX 9
RO;91921;MGEN HAUTS DE SEINE;;;   19-25 rue du Général Galliéni ;92511;BOULOGNE BILLANCOURT CEDEX
RO;91342;MGEN HERAULT;;;   Parc Euromédecine II ;34194;MONTPELLIER CEDEX 5
RO;91351;MGEN ILLE ET VILAINE;;;    CS 18904;35089;RENNES CEDEX
RO;91361;MGEN INDRE;;;   Rue Max Hymans ;36017;CHATEAUROUX CEDEX
RO;91371;MGEN INDRE ET LOIRE;;;   184 rue du Général Renault ;37912;TOURS CEDEX 9
RO;91381;MGEN ISERE;;;    BP 95 X;38052;GRENOBLE CEDEX 9
RO;91391;MGEN JURA;;;   480 route de Besançon ;39003;LONS LE SAULNIER CEDEX
RO;91401;MGEN LANDES;;;   455 avenue Eloi Ducom ;40018;MONT DE MARSAN CEDEX
RO;91411;MGEN LOIR ET CHER;;;   11. rue Alsace Lorraine Boîte Postale 1303;41013;BLOIS 
RO;91422;MGEN LOIRE;;;   67 rue Jean Parot ;42031;ST ETIENNE CEDEX
RO;91441;MGEN LOIRE ATLANTIQUE;;;   Aquitaine ;44808;ST HERBLAIN CEDEX
RO;91451;MGEN LOIRET;;;   5 rue Antoine Lavoisier ;45070;ORLEANS CEDEX 2
RO;91541;MGEN LONGWY;;;    ;0NULL; 
RO;91461;MGEN LOT;;;    BP 239;46020;CAHORS CEDEX
RO;91471;MGEN LOT ET GARONNE;;;   36 rue de Barleté ;47911;AGEN CEDEX 09
RO;91481;MGEN LOZERE;;;    BP 34;48001;MENDE CEDEX
RO;91491;MGEN MAINE ET LOIRE;;;   8 rue de Landemaure ;48001;MENDE CEDEX 01
RO;91501;MGEN MANCHE;;;   47 avenue de Normandie ;50130;OCTEVILLE 
