,Date du Relevé,Compte,Type,Ticker,Quantité,Average Cost,Exposition,Date,Close,Latent PnL
0,2019-12-27,DU1507425,Stock,KEY,-492.0,20.31,-9992.52,2019-12-26,20.37,-29.520000000001122
1,2019-12-27,DU1507425,Stock,CXO,-117.0,85.82,-10040.94,2019-12-26,86.06,-28.080000000001068
2,2019-12-27,DU1507425,Stock,FITB,-323.0,30.97,-10003.31,2019-12-26,31.12,-48.450000000000685
3,2019-12-27,DU1507425,Stock,JWN,-248.0,40.41,-10021.68,2019-12-26,41.15,-183.5200000000005
4,2019-12-27,DU1507425,Stock,NCLH,-172.0,58.25,-10019.0,2019-12-26,59.11,-147.9199999999999
5,2019-12-27,DU1507425,Stock,WFC,-186.0,53.99,-10042.14,2019-12-26,54.15,-29.75999999999937
6,2019-12-27,DU1507425,Stock,FTV,-131.0,76.72,-10050.32,2019-12-26,76.29,56.329999999999025
7,2019-12-27,DU1507425,Stock,CLX,-66.0,152.18,-10043.88,2019-12-26,152.94,-50.1599999999994
8,2020-01-01,DU1507428,Stock,SJM,-97.0,102.94,-9985.18,2019-12-31,104.13,-115.4299999999998
9,2020-01-01,DU1507428,Stock,CAG,-294.0,33.97,-9987.18,2019-12-31,34.24,-79.38000000000092
10,2020-01-01,DU1507428,Stock,LRCX,34.0,291.71,9918.14,2019-12-31,292.4,23.459999999999923
11,2020-01-01,DU1507428,Stock,HRB,-429.0,23.31,-9999.99,2019-12-31,23.48,-72.93000000000073
12,2020-01-01,DU1507428,Stock,PXD,-66.0,150.55,-9936.3,2019-12-31,151.37,-54.11999999999954
13,2020-01-01,DU1507428,Stock,MCK,73.0,137.18,10014.14,2019-12-31,138.32,83.219999999999
14,2020-01-01,DU1507428,Stock,CVX,-84.0,119.6,-10046.4,2019-12-31,120.51,-76.44000000000091
15,2020-01-01,DU1507428,Stock,JEF,-470.0,21.29,-10006.3,2019-12-31,21.37,-37.60000000000087
16,2020-01-03,DU1507428,Stock,SJM,-97.0,102.94,-9985.18,2020-01-02,102.14,77.59999999999972
17,2020-01-03,DU1507428,Stock,CAG,-294.0,33.97,-9987.18,2020-01-02,33.63,99.95999999999891
18,2020-01-03,DU1507428,Stock,HRB,-429.0,23.31,-9999.99,2020-01-02,23.48,-72.93000000000073
19,2020-01-03,DU1507428,Stock,RTN,-46.0,219.96,-10118.16,2020-01-02,224.48,-207.9199999999992
20,2020-01-03,DU1507428,Stock,HES,-150.0,67.34,-10101.0,2020-01-02,67.72,-56.99999999999933
21,2020-01-03,DU1507428,Stock,MCK,73.0,137.18,10014.14,2020-01-02,138.69,110.22999999999935
22,2020-01-03,DU1507428,Stock,EFX,-71.0,140.32,-9962.72,2020-01-02,142.39,-146.96999999999952
23,2020-01-03,DU1507428,Stock,BKNG,-5.0,2060.79,-10303.95,2020-01-02,2074.58,-68.94999999999982
24,2020-01-03,DU1507428,Stock,TSCO,-107.0,93.24,-9976.68,2020-01-02,93.11,13.909999999999512
25,2020-01-03,DU1507428,Stock,CVX,-84.0,119.6,-10046.4,2020-01-02,121.43,-153.72000000000102
26,2020-01-03,DU1507428,Stock,JEF,-470.0,21.29,-10006.3,2020-01-02,21.77,-225.6000000000002
27,2020-01-03,DU1507428,Stock,HOG,-269.0,37.41,-10063.29,2020-01-02,37.09,86.07999999999817
28,2020-01-03,DU1507428,Stock,NOC,-29.0,344.01,-9976.29,2020-01-02,355.7,-339.00999999999993
29,2020-01-05,DU1507428,Stock,SJM,-97.0,102.94,-9985.18,2020-01-03,102.29,63.04999999999917
30,2020-01-05,DU1507428,Stock,HRB,-429.0,23.31,-9999.99,2020-01-03,23.46,-64.35000000000092
31,2020-01-05,DU1507428,Stock,RTN,-46.0,219.96,-10118.16,2020-01-03,227.81,-361.0999999999997
32,2020-01-05,DU1507428,Stock,HES,-150.0,67.34,-10101.0,2020-01-03,69.84,-375.0
33,2020-01-05,DU1507428,Stock,MCK,73.0,137.18,10014.14,2020-01-03,136.72,-33.580000000000574
34,2020-01-05,DU1507428,Stock,EFX,-71.0,140.32,-9962.72,2020-01-03,142.87,-181.0500000000008
35,2020-01-05,DU1507428,Stock,BKNG,-5.0,2060.79,-10303.95,2020-01-03,2065.48,-23.450000000000273
36,2020-01-05,DU1507428,Stock,STZ,-53.0,187.9,-9958.7,2020-01-03,189.53,-86.38999999999977
37,2020-01-05,DU1507428,Stock,CHD,-143.0,69.89,-9994.27,2020-01-03,70.27,-54.33999999999935
38,2020-01-05,DU1507428,Stock,TSCO,-107.0,93.24,-9976.68,2020-01-03,91.96,136.96000000000012
39,2020-01-05,DU1507428,Stock,CVX,-84.0,119.6,-10046.4,2020-01-03,121.01,-118.44000000000092
40,2020-01-05,DU1507428,Stock,JEF,-470.0,21.29,-10006.3,2020-01-03,21.56,-126.89999999999979
41,2020-01-05,DU1507428,Stock,NOC,-29.0,344.01,-9976.29,2020-01-03,375.01,-899.0
42,2020-01-07,DU1507428,Stock,NDAQ,-93.0,108.05,-10048.65,2020-01-06,108.21,-14.879999999999685
43,2020-01-07,DU1507428,Stock,SJM,-97.0,102.94,-9985.18,2020-01-06,103.71,-74.68999999999961
44,2020-01-07,DU1507428,Stock,CAG,-300.0,33.57,-10071.0,2020-01-06,33.52,14.999999999999151
45,2020-01-07,DU1507428,Stock,GS,-43.0,231.09,-9936.87,2020-01-06,233.95,-122.97999999999935
46,2020-01-07,DU1507428,Stock,HRB,-429.0,23.31,-9999.99,2020-01-06,23.53,-94.38000000000105
47,2020-01-07,DU1507428,Stock,RTN,-46.0,219.96,-10118.16,2020-01-06,226.59,-304.9799999999998
48,2020-01-07,DU1507428,Stock,HES,-150.0,67.34,-10101.0,2020-01-06,70.86,-527.9999999999994
49,2020-01-07,DU1507428,Stock,EFX,-71.0,140.32,-9962.72,2020-01-06,143.48,-224.35999999999973
50,2020-01-07,DU1507428,Stock,BKNG,-5.0,2060.79,-10303.95,2020-01-06,2047.4,66.94999999999936
51,2020-01-07,DU1507428,Stock,STZ,-53.0,187.9,-9958.7,2020-01-06,190.4,-132.5
52,2020-01-07,DU1507428,Stock,CHD,-143.0,69.89,-9994.27,2020-01-06,70.54,-92.9500000000008
53,2020-01-07,DU1507428,Stock,CVX,-84.0,119.6,-10046.4,2020-01-06,120.6,-84.0
54,2020-01-07,DU1507428,Stock,JEF,-470.0,21.29,-10006.3,2020-01-06,21.32,-14.100000000000534
55,2020-01-07,DU1507428,Stock,HOG,-276.0,36.52,-10079.52,2020-01-06,36.55,-8.279999999998353
56,2020-01-07,DU1507428,Stock,NOC,-29.0,344.01,-9976.29,2020-01-06,375.83,-922.7799999999997
57,2020-01-08,DU1507428,Stock,NDAQ,-93.0,108.05,-10048.65,2020-01-07,106.42,151.5899999999996
58,2020-01-08,DU1507428,Stock,SJM,-97.0,102.94,-9985.18,2020-01-07,102.25,66.92999999999978
59,2020-01-08,DU1507428,Stock,CE,-170.0,118.21,-20095.7,2020-01-07,118.0,35.69999999999894
60,2020-01-08,DU1507428,Stock,CAG,894.0,33.09,29582.46,2020-01-07,32.32,-688.3800000000027
61,2020-01-08,DU1507428,Stock,GS,-43.0,231.09,-9936.87,2020-01-07,235.49,-189.20000000000027
62,2020-01-08,DU1507428,Stock,HRB,-429.0,23.31,-9999.99,2020-01-07,23.52,-90.09000000000036
63,2020-01-08,DU1507428,Stock,RTN,-46.0,219.96,-10118.16,2020-01-07,226.54,-302.6799999999992
64,2020-01-08,DU1507428,Stock,AGN,-104.0,191.28,-19893.12,2020-01-07,190.47,84.24000000000024
65,2020-01-08,DU1507428,Stock,HES,150.0,70.91,10636.5,2020-01-07,70.94,4.5000000000001705
66,2020-01-08,DU1507428,Stock,MCK,144.0,137.2,19756.8,2020-01-07,137.85,93.60000000000082
67,2020-01-08,DU1507428,Stock,MPC,-344.0,58.09,-19982.96,2020-01-07,59.14,-361.199999999999
