,Compte,Type,conId,Ticker,Quantité,Average Cost
0,DU1507428,Stock,29380756,NDAQ,-93.0,108.0468914
1,DU1507428,Stock,15130038,SJM,-97.0,102.9374402
2,DU1507428,Stock,32943358,CE,-170.0,118.2106688
3,DU1507428,Stock,5402,CAG,894.0,33.08918345
4,DU1507428,Stock,4627828,GS,-43.0,231.09184185
5,DU1507428,Stock,8130,HRB,-429.0,23.31439835
6,DU1507428,Stock,11758,RTN,-46.0,219.96358915
7,DU1507428,Stock,196610642,AGN,-104.0,191.2843827
8,DU1507428,Stock,39118796,HES,150.0,70.90666665
9,DU1507428,Stock,9657,MCK,144.0,137.1988889
10,DU1507428,Stock,89495776,MPC,-344.0,58.09286425
11,DU1507428,Stock,6735,EFX,-71.0,140.32289155
12,DU1507428,Stock,308728373,BKNG,-5.0,2060.78722
13,DU1507428,Stock,5651,CHD,143.0,70.146993
14,DU1507428,Stock,5684,CVX,-84.0,119.5955
15,DU1507428,Stock,318911976,JEF,-470.0,21.29444
16,DU1507428,Stock,7935,HOG,-276.0,36.5168786
17,DU1507428,Stock,10376,NOC,29.0,373.46448275
