,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Buy/Sell Price,Quantity,PNL,Cumulative PNL,Latent PNL
0,2018-03-14,ALXN,1,0,0,0,137.09,53.0,0,False,0
1,2018-03-15,ALXN,0,0,0,0,137.09,53.0,0,0,-478.06
2,2018-03-16,ALXN,0,1,0,0,125.38,53.0,-620.63,0,0
3,2018-03-19,ALXN,0,0,1,0,122.88,59.0,0,-620.63,0
4,2018-03-20,ALXN,0,0,0,0,122.88,59.0,0,-620.63,161.66
5,2018-03-21,ALXN,0,0,0,0,122.88,59.0,0,-620.63,342.79
6,2018-03-22,ALXN,0,0,0,0,122.88,59.0,0,-620.63,514.48
7,2018-03-23,ALXN,0,0,0,0,122.88,59.0,0,-620.63,637.2
8,2018-03-26,ALXN,0,0,0,0,122.88,59.0,0,-620.63,617.73
9,2018-03-27,ALXN,0,0,0,1,109.2,59.0,807.12,-620.63,0
10,2018-03-28,ALXN,0,0,0,0,0.0,0.0,0,186.49,0
11,2018-03-29,ALXN,0,0,1,0,110.41,65.0,0,186.49,0
12,2018-04-02,ALXN,0,0,0,1,108.93,65.0,96.2,186.49,0
13,2018-04-03,ALXN,1,0,0,0,106.15,68.0,0,282.69,0
14,2018-04-04,ALXN,0,1,0,0,111.93,68.0,393.04,282.69,0
15,2018-04-05,ALXN,0,0,0,0,0.0,0.0,0,675.73,0
16,2018-04-06,ALXN,0,0,0,0,0.0,0.0,0,675.73,0
17,2018-04-09,ALXN,1,0,0,0,112.13,64.0,0,675.73,0
18,2018-04-10,ALXN,0,1,0,0,112.47,64.0,21.76,675.73,0
19,2018-04-11,ALXN,0,0,0,0,0.0,0.0,0,697.49,0
20,2018-04-12,ALXN,0,0,0,0,0.0,0.0,0,697.49,0
21,2018-04-13,ALXN,0,0,1,0,112.39,64.0,0,697.49,0
22,2018-04-16,ALXN,0,0,0,1,110.0,64.0,152.96,697.49,0
23,2018-04-17,ALXN,0,0,0,0,0.0,0.0,0,850.45,0
24,2018-04-18,ALXN,0,0,0,0,0.0,0.0,0,850.45,0
25,2018-04-19,ALXN,0,0,1,0,111.85,64.0,0,850.45,0
26,2018-04-20,ALXN,0,0,0,0,111.85,64.0,0,850.45,213.76
27,2018-04-23,ALXN,0,0,0,0,111.85,64.0,0,850.45,202.88
28,2018-04-24,ALXN,0,0,0,1,106.22,64.0,360.32,850.45,0
29,2018-04-25,ALXN,1,0,0,0,113.0,64.0,0,1210.77,0
30,2018-04-26,ALXN,0,0,0,0,113.0,64.0,0,1210.77,488.96
31,2018-04-27,ALXN,0,1,0,0,122.03,64.0,577.92,1210.77,0
32,2018-04-30,ALXN,0,0,0,0,0.0,0.0,0,1788.69,0
33,2018-05-01,ALXN,0,0,1,0,117.49,61.0,0,1788.69,0
34,2018-05-02,ALXN,0,0,0,1,114.45,61.0,185.44,1788.69,0
35,2018-05-03,ALXN,1,0,0,0,113.77,63.0,0,1974.13,0
36,2018-05-04,ALXN,0,0,0,0,113.77,63.0,0,1974.13,200.97
37,2018-05-07,ALXN,0,1,0,0,119.81,63.0,380.52,1974.13,0
38,2018-05-08,ALXN,1,0,0,0,115.01,63.0,0,2354.65,0
39,2018-05-09,ALXN,0,1,0,0,116.97,63.0,123.48,2354.65,0
40,2018-05-10,ALXN,1,0,0,0,116.19,62.0,0,2478.13,0
41,2018-05-11,ALXN,0,0,0,0,116.19,62.0,0,2478.13,218.24
42,2018-05-14,ALXN,0,0,0,0,116.19,62.0,0,2478.13,329.84
43,2018-05-15,ALXN,0,1,0,0,121.68,62.0,340.38,2478.13,0
44,2018-05-16,ALXN,0,0,0,0,0.0,0.0,0,2818.51,0
45,2018-05-17,ALXN,0,0,0,0,0.0,0.0,0,2818.51,0
46,2018-05-18,ALXN,0,0,1,0,121.5,59.0,0,2818.51,0
47,2018-05-21,ALXN,0,0,0,0,121.5,59.0,0,2818.51,112.69
48,2018-05-22,ALXN,0,0,0,1,118.07,59.0,202.37,2818.51,0
49,2018-05-23,ALXN,0,0,0,0,0.0,0.0,0,3020.88,0
50,2018-05-24,ALXN,0,0,0,0,0.0,0.0,0,3020.88,0
51,2018-05-25,ALXN,0,0,0,0,0.0,0.0,0,3020.88,0
52,2018-05-29,ALXN,0,0,0,0,0.0,0.0,0,3020.88,0
53,2018-05-30,ALXN,0,0,0,0,0.0,0.0,0,3020.88,0
54,2018-05-31,ALXN,1,0,0,0,117.02,62.0,0,3020.88,0
55,2018-06-01,ALXN,0,0,0,0,117.02,62.0,0,3020.88,122.14
56,2018-06-04,ALXN,0,0,0,0,117.02,62.0,0,3020.88,197.16
57,2018-06-05,ALXN,0,0,0,0,117.02,62.0,0,3020.88,159.34
58,2018-06-06,ALXN,0,1,0,0,120.74,62.0,230.64,3020.88,0
59,2018-06-07,ALXN,0,0,0,0,0.0,0.0,0,3251.52,0
60,2018-06-08,ALXN,0,0,1,0,118.12,61.0,0,3251.52,0
61,2018-06-11,ALXN,0,0,0,0,118.12,61.0,0,3251.52,101.87
62,2018-06-12,ALXN,0,0,0,0,118.12,61.0,0,3251.52,32.94
63,2018-06-13,ALXN,0,0,0,0,118.12,61.0,0,3251.52,-43.31
64,2018-06-14,ALXN,0,0,0,0,118.12,61.0,0,3251.52,-114.68
65,2018-06-15,ALXN,0,0,0,0,118.12,61.0,0,3251.52,-117.73
66,2018-06-18,ALXN,0,0,0,1,117.72,61.0,24.4,3251.52,0
67,2018-06-19,ALXN,1,0,0,0,122.39,59.0,0,3275.92,0
68,2018-06-20,ALXN,0,0,0,0,122.39,59.0,0,3275.92,103.84
69,2018-06-21,ALXN,0,0,0,0,122.39,59.0,0,3275.92,195.88
70,2018-06-22,ALXN,0,1,0,0,126.89,59.0,265.5,3275.92,0
71,2018-06-25,ALXN,0,0,1,0,125.05,58.0,0,3541.42,0
72,2018-06-26,ALXN,0,0,0,1,122.67,58.0,138.04,3541.42,0
73,2018-06-27,ALXN,0,0,0,0,0.0,0.0,0,3679.46,0
74,2018-06-28,ALXN,1,0,0,0,122.48,59.0,0,3679.46,0
75,2018-06-29,ALXN,0,0,0,0,122.48,59.0,0,3679.46,99.71
76,2018-07-02,ALXN,0,0,0,0,122.48,59.0,0,3679.46,234.82
77,2018-07-03,ALXN,0,0,0,0,122.48,59.0,0,3679.46,256.65
78,2018-07-05,ALXN,0,0,0,0,122.48,59.0,0,3679.46,390.58
79,2018-07-06,ALXN,0,1,0,0,132.93,59.0,616.55,3679.46,0
80,2018-07-09,ALXN,0,0,0,0,0.0,0.0,0,4296.01,0
81,2018-07-10,ALXN,0,0,1,0,131.11,55.0,0,4296.01,0
82,2018-07-11,ALXN,0,0,0,1,131.77,55.0,-36.3,4296.01,0
83,2018-07-12,ALXN,0,0,0,0,0.0,0.0,0,4259.71,0
84,2018-07-13,ALXN,0,0,1,0,136.27,53.0,0,4259.71,0
85,2018-07-16,ALXN,0,0,0,0,136.27,53.0,0,4259.71,123.49
86,2018-07-17,ALXN,0,0,0,0,136.27,53.0,0,4259.71,23.32
87,2018-07-18,ALXN,0,0,0,0,136.27,53.0,0,4259.71,58.3
88,2018-07-19,ALXN,0,0,0,1,134.93,53.0,71.02,4259.71,0
89,2018-07-20,ALXN,0,0,0,0,0.0,0.0,0,4330.7300000000005,0
90,2018-07-23,ALXN,0,0,0,0,0.0,0.0,0,4330.7300000000005,0
91,2018-07-24,ALXN,0,0,0,0,0.0,0.0,0,4330.7300000000005,0
92,2018-07-25,ALXN,0,0,1,0,137.86,52.0,0,4330.7300000000005,0
93,2018-07-26,ALXN,0,0,0,0,137.86,52.0,0,4330.7300000000005,65.0
94,2018-07-27,ALXN,0,0,0,1,131.44,52.0,333.84,4330.7300000000005,0
95,2018-07-30,ALXN,0,0,0,0,0.0,0.0,0,4664.570000000001,0
96,2018-07-31,ALXN,0,0,0,0,0.0,0.0,0,4664.570000000001,0
97,2018-08-01,ALXN,0,0,1,0,130.97,55.0,0,4664.570000000001,0
98,2018-08-02,ALXN,0,0,0,0,130.97,55.0,0,4664.570000000001,218.9
99,2018-08-03,ALXN,0,0,0,0,130.97,55.0,0,4664.570000000001,428.45
100,2018-08-06,ALXN,0,0,0,1,122.24,55.0,480.15,4664.570000000001,0
101,2018-08-07,ALXN,0,0,1,0,122.23,59.0,0,5144.72,0
102,2018-08-08,ALXN,0,0,0,0,122.23,59.0,0,5144.72,66.67
103,2018-08-09,ALXN,0,0,0,1,119.54,59.0,158.71,5144.72,0
104,2018-08-10,ALXN,0,0,0,0,0.0,0.0,0,5303.43,0
105,2018-08-13,ALXN,0,0,0,0,0.0,0.0,0,5303.43,0
106,2018-08-14,ALXN,0,0,1,0,118.9,61.0,0,5303.43,0
107,2018-08-15,ALXN,0,0,0,0,118.9,61.0,0,5303.43,178.73
108,2018-08-16,ALXN,0,0,0,1,117.07,61.0,111.63,5303.43,0
109,2018-08-17,ALXN,0,0,0,0,0.0,0.0,0,5415.06,0
110,2018-08-20,ALXN,0,0,0,0,0.0,0.0,0,5415.06,0
111,2018-08-21,ALXN,0,0,0,0,0.0,0.0,0,5415.06,0
112,2018-08-22,ALXN,0,0,0,0,0.0,0.0,0,5415.06,0
113,2018-08-23,ALXN,0,0,0,0,0.0,0.0,0,5415.06,0
114,2018-08-24,ALXN,1,0,0,0,118.28,61.0,0,5415.06,0
115,2018-08-27,ALXN,0,0,0,0,118.28,61.0,0,5415.06,124.44
116,2018-08-28,ALXN,0,0,0,0,118.28,61.0,0,5415.06,134.2
117,2018-08-29,ALXN,0,0,0,0,118.28,61.0,0,5415.06,271.45
118,2018-08-30,ALXN,0,0,0,0,118.28,61.0,0,5415.06,272.06
119,2018-08-31,ALXN,0,1,0,0,121.33,61.0,186.05,5415.06,0
120,2018-09-04,ALXN,0,0,0,0,0.0,0.0,0,5601.110000000001,0
121,2018-09-05,ALXN,0,0,1,0,119.92,60.0,0,5601.110000000001,0
122,2018-09-06,ALXN,0,0,0,0,119.92,60.0,0,5601.110000000001,184.2
123,2018-09-07,ALXN,0,0,0,0,119.92,60.0,0,5601.110000000001,115.2
124,2018-09-10,ALXN,0,0,0,0,119.92,60.0,0,5601.110000000001,139.2
125,2018-09-11,ALXN,0,0,0,1,117.6,60.0,139.2,5601.110000000001,0
126,2018-09-12,ALXN,0,0,0,0,0.0,0.0,0,5740.31,0
127,2018-09-13,ALXN,0,0,0,0,0.0,0.0,0,5740.31,0
128,2018-09-14,ALXN,0,0,0,0,0.0,0.0,0,5740.31,0
129,2018-09-17,ALXN,1,0,0,0,118.19,61.0,0,5740.31,0
130,2018-09-18,ALXN,0,1,0,0,120.79,61.0,158.6,5740.31,0
131,2018-09-19,ALXN,0,0,0,0,0.0,0.0,0,5898.910000000001,0
132,2018-09-20,ALXN,0,0,1,0,125.09,58.0,0,5898.910000000001,0
133,2018-09-21,ALXN,0,0,0,1,130.03,58.0,-286.52,5898.910000000001,0
134,2018-09-24,ALXN,0,0,0,0,0.0,0.0,0,5612.390000000001,0
135,2018-09-25,ALXN,1,0,0,0,132.47,54.0,0,5612.390000000001,0
136,2018-09-26,ALXN,0,0,0,0,132.47,54.0,0,5612.390000000001,152.82
137,2018-09-27,ALXN,0,0,0,0,132.47,54.0,0,5612.390000000001,307.26
138,2018-09-28,ALXN,0,1,0,0,139.14,54.0,360.18,5612.39,0
139,2018-10-01,ALXN,0,0,1,0,137.0,53.0,0,5972.5700000000015,0
140,2018-10-02,ALXN,0,0,0,0,137.0,53.0,0,5972.5700000000015,43.99
