,Symb.,Name,Sector,Period,Begin.,End,Pnl $,Pnl %,Gross Profit,Gross Loss,# Winners,# Loosers,% Winners,MaxDD $,MaxDD %,Aver. Win $,Aver. Loos $,Aver. Duration,Total Trades,% Long,% Short,Profit Factor
0,ACN,Accenture plc,Information Technology,292 days 00:00:00.000000000,2018-03-14,2018-12-31,1779.39,19.67,3246.98,-1467.59,19,12,61.29,-243.6,-2.69,171.0,-122.0,6 days 23:13:32.903225806,31,83.87,16.13,2.21
