,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Buy/Sell Price,Quantity,PNL,Cumulative PNL,Latent PNL
0,2018-03-14,AIV,1,0,0,0,40.25,394.0,0,False,0
1,2018-03-15,AIV,0,0,0,0,40.25,394.0,0,0,15.76
2,2018-03-16,AIV,0,0,0,0,40.25,394.0,0,0,141.84
3,2018-03-19,AIV,0,0,0,0,40.25,394.0,0,0,86.68
4,2018-03-20,AIV,0,0,0,0,40.25,394.0,0,0,-94.56
5,2018-03-21,AIV,0,1,0,0,39.67,394.0,-228.52,0,0
6,2018-03-22,AIV,0,0,1,0,39.14,406.0,0,-228.52,0
7,2018-03-23,AIV,0,0,0,0,39.14,406.0,0,-228.52,166.46
8,2018-03-26,AIV,0,0,0,0,39.14,406.0,0,-228.52,16.24
9,2018-03-27,AIV,0,0,0,1,39.74,406.0,-243.6,-228.52,0
10,2018-03-28,AIV,1,0,0,0,40.6,391.0,0,-472.12,0
11,2018-03-29,AIV,0,0,0,0,40.6,391.0,0,-472.12,58.65
12,2018-04-02,AIV,0,0,0,0,40.6,391.0,0,-472.12,-46.92
13,2018-04-03,AIV,0,0,0,0,40.6,391.0,0,-472.12,129.03
14,2018-04-04,AIV,0,0,0,0,40.6,391.0,0,-472.12,242.42
15,2018-04-05,AIV,0,0,0,0,40.6,391.0,0,-472.12,277.61
16,2018-04-06,AIV,0,0,0,0,40.6,391.0,0,-472.12,195.5
17,2018-04-09,AIV,0,0,0,0,40.6,391.0,0,-472.12,238.51
18,2018-04-10,AIV,0,0,0,0,40.6,391.0,0,-472.12,218.96
19,2018-04-11,AIV,0,0,0,0,40.6,391.0,0,-472.12,269.79
20,2018-04-12,AIV,0,0,0,0,40.6,391.0,0,-472.12,70.38
21,2018-04-13,AIV,0,0,0,0,40.6,391.0,0,-472.12,156.4
22,2018-04-16,AIV,0,1,0,0,40.81,391.0,82.11,-472.12,0
23,2018-04-17,AIV,0,0,0,0,0.0,0.0,0,-390.01,0
24,2018-04-18,AIV,0,0,0,0,0.0,0.0,0,-390.01,0
25,2018-04-19,AIV,0,0,1,0,39.99,397.0,0,-390.01,0
26,2018-04-20,AIV,0,0,0,0,39.99,397.0,0,-390.01,222.32
27,2018-04-23,AIV,0,0,0,0,39.99,397.0,0,-390.01,214.38
28,2018-04-24,AIV,0,0,0,0,39.99,397.0,0,-390.01,333.48
29,2018-04-25,AIV,0,0,0,0,39.99,397.0,0,-390.01,198.5
30,2018-04-26,AIV,0,0,0,1,40.23,397.0,-95.28,-390.01,0
31,2018-04-27,AIV,0,0,0,0,0.0,0.0,0,-485.28999999999996,0
32,2018-04-30,AIV,1,0,0,0,40.63,391.0,0,-485.28999999999996,0
33,2018-05-01,AIV,0,0,0,0,40.63,391.0,0,-485.28999999999996,117.3
34,2018-05-02,AIV,0,0,0,0,40.63,391.0,0,-485.28999999999996,-11.73
35,2018-05-03,AIV,0,1,0,0,40.62,391.0,-3.91,-485.29,0
36,2018-05-04,AIV,0,0,0,0,0.0,0.0,0,-489.2,0
37,2018-05-07,AIV,0,0,0,0,0.0,0.0,0,-489.2,0
38,2018-05-08,AIV,1,0,0,0,40.94,388.0,0,-489.2,0
39,2018-05-09,AIV,0,0,0,0,40.94,388.0,0,-489.2,178.48
40,2018-05-10,AIV,0,0,0,0,40.94,388.0,0,-489.2,85.36
41,2018-05-11,AIV,0,1,0,0,40.94,388.0,0.0,-489.2,0
42,2018-05-14,AIV,0,0,1,0,40.29,394.0,0,-489.2,0
43,2018-05-15,AIV,0,0,0,1,39.81,394.0,189.12,-489.2,0
44,2018-05-16,AIV,0,0,0,0,0.0,0.0,0,-300.08,0
45,2018-05-17,AIV,1,0,0,0,38.67,411.0,0,-300.08,0
46,2018-05-18,AIV,0,1,0,0,38.92,411.0,102.75,-300.08,0
47,2018-05-21,AIV,0,0,0,0,0.0,0.0,0,-197.32999999999998,0
48,2018-05-22,AIV,0,0,0,0,0.0,0.0,0,-197.32999999999998,0
49,2018-05-23,AIV,0,0,1,0,39.85,398.0,0,-197.32999999999998,0
50,2018-05-24,AIV,0,0,0,0,39.85,398.0,0,-197.32999999999998,91.54
51,2018-05-25,AIV,0,0,0,1,39.64,398.0,83.58,-197.32999999999998,0
52,2018-05-29,AIV,1,0,0,0,39.73,400.0,0,-113.74999999999999,0
53,2018-05-30,AIV,0,0,0,0,39.73,400.0,0,-113.74999999999999,352.0
54,2018-05-31,AIV,0,0,0,0,39.73,400.0,0,-113.74999999999999,444.0
55,2018-06-01,AIV,0,0,0,0,39.73,400.0,0,-113.74999999999999,576.0
56,2018-06-04,AIV,0,0,0,0,39.73,400.0,0,-113.74999999999999,820.0
57,2018-06-05,AIV,0,0,0,0,39.73,400.0,0,-113.74999999999999,592.0
58,2018-06-06,AIV,0,1,0,0,41.63,400.0,760.0,-113.75,0
59,2018-06-07,AIV,1,0,0,0,41.58,382.0,0,646.25,0
60,2018-06-08,AIV,0,1,0,0,41.69,382.0,42.02,646.25,0
61,2018-06-11,AIV,0,0,0,0,0.0,0.0,0,688.27,0
62,2018-06-12,AIV,0,0,0,0,0.0,0.0,0,688.27,0
63,2018-06-13,AIV,1,0,0,0,40.95,388.0,0,688.27,0
64,2018-06-14,AIV,0,0,0,0,40.95,388.0,0,688.27,209.52
65,2018-06-15,AIV,0,0,0,0,40.95,388.0,0,688.27,81.48
66,2018-06-18,AIV,0,0,0,0,40.95,388.0,0,688.27,-58.2
67,2018-06-19,AIV,0,0,0,0,40.95,388.0,0,688.27,-81.48
68,2018-06-20,AIV,0,0,0,0,40.95,388.0,0,688.27,252.2
69,2018-06-21,AIV,0,0,0,0,40.95,388.0,0,688.27,473.36
70,2018-06-22,AIV,0,0,0,0,40.95,388.0,0,688.27,597.52
71,2018-06-25,AIV,0,0,0,0,40.95,388.0,0,688.27,597.52
72,2018-06-26,AIV,0,0,0,0,40.95,388.0,0,688.27,601.4
73,2018-06-27,AIV,0,0,0,0,40.95,388.0,0,688.27,318.16
74,2018-06-28,AIV,0,0,0,0,40.95,388.0,0,688.27,407.4
75,2018-06-29,AIV,0,1,0,0,42.26,388.0,508.28,688.27,0
76,2018-07-02,AIV,0,0,0,0,0.0,0.0,0,1196.55,0
77,2018-07-03,AIV,0,0,0,0,0.0,0.0,0,1196.55,0
78,2018-07-05,AIV,0,0,0,0,0.0,0.0,0,1196.55,0
79,2018-07-06,AIV,0,0,0,0,0.0,0.0,0,1196.55,0
80,2018-07-09,AIV,0,0,0,0,0.0,0.0,0,1196.55,0
81,2018-07-10,AIV,0,0,0,0,0.0,0.0,0,1196.55,0
82,2018-07-11,AIV,0,0,0,0,0.0,0.0,0,1196.55,0
83,2018-07-12,AIV,0,0,0,0,0.0,0.0,0,1196.55,0
84,2018-07-13,AIV,1,0,0,0,42.5,374.0,0,1196.55,0
85,2018-07-16,AIV,0,0,0,0,42.5,374.0,0,1196.55,22.44
86,2018-07-17,AIV,0,0,0,0,42.5,374.0,0,1196.55,-190.74
87,2018-07-18,AIV,0,0,0,0,42.5,374.0,0,1196.55,-265.54
88,2018-07-19,AIV,0,0,0,0,42.5,374.0,0,1196.55,-164.56
89,2018-07-20,AIV,0,0,0,0,42.5,374.0,0,1196.55,-258.06
90,2018-07-23,AIV,0,0,0,0,42.5,374.0,0,1196.55,-351.56
91,2018-07-24,AIV,0,0,0,0,42.5,374.0,0,1196.55,-336.6
92,2018-07-25,AIV,0,0,0,0,42.5,374.0,0,1196.55,-100.98
93,2018-07-26,AIV,0,1,0,0,42.44,374.0,-22.44,1196.55,0
94,2018-07-27,AIV,0,0,0,0,0.0,0.0,0,1174.11,0
95,2018-07-30,AIV,1,0,0,0,41.94,379.0,0,1174.11,0
96,2018-07-31,AIV,0,0,0,0,41.94,379.0,0,1174.11,159.18
97,2018-08-01,AIV,0,1,0,0,42.78,379.0,318.36,1174.11,0
98,2018-08-02,AIV,1,0,0,0,42.08,377.0,0,1492.4699999999998,0
99,2018-08-03,AIV,0,0,0,0,42.08,377.0,0,1492.4699999999998,655.98
100,2018-08-06,AIV,0,0,0,0,42.08,377.0,0,1492.4699999999998,471.25
101,2018-08-07,AIV,0,0,0,0,42.08,377.0,0,1492.4699999999998,527.8
102,2018-08-08,AIV,0,0,0,0,42.08,377.0,0,1492.4699999999998,384.54
103,2018-08-09,AIV,0,0,0,0,42.08,377.0,0,1492.4699999999998,429.78
104,2018-08-10,AIV,0,0,0,0,42.08,377.0,0,1492.4699999999998,290.29
105,2018-08-13,AIV,0,0,0,0,42.08,377.0,0,1492.4699999999998,278.98
106,2018-08-14,AIV,0,0,0,0,42.08,377.0,0,1492.4699999999998,407.16
107,2018-08-15,AIV,0,0,0,0,42.08,377.0,0,1492.4699999999998,486.33
108,2018-08-16,AIV,0,0,0,0,42.08,377.0,0,1492.4699999999998,524.03
109,2018-08-17,AIV,0,0,0,0,42.08,377.0,0,1492.4699999999998,757.77
110,2018-08-20,AIV,0,1,0,0,43.92,377.0,693.68,1492.47,0
111,2018-08-21,AIV,1,0,0,0,43.41,366.0,0,2186.1499999999996,0
112,2018-08-22,AIV,0,0,0,0,43.41,366.0,0,2186.1499999999996,21.96
113,2018-08-23,AIV,0,1,0,0,43.41,366.0,0.0,2186.15,0
