,Compte,Type,conId,Ticker,Quantité,Average Cost
0,DU1507428,Stock,29380756,NDAQ,-93.0,108.0468914
1,DU1507428,Stock,15130038,SJM,-97.0,102.9374402
2,DU1507428,Stock,5402,CAG,-300.0,33.574186
3,DU1507428,Stock,4627828,GS,-43.0,231.09184185
4,DU1507428,Stock,8130,HRB,-429.0,23.31439835
5,DU1507428,Stock,11758,RTN,-46.0,219.96358915
6,DU1507428,Stock,39118796,HES,-150.0,67.34182
7,DU1507428,Stock,6735,EFX,-71.0,140.32289155
8,DU1507428,Stock,308728373,BKNG,-5.0,2060.78722
9,DU1507428,Stock,276066,STZ,-53.0,187.89712265
10,DU1507428,Stock,5651,CHD,-143.0,69.89144125
11,DU1507428,Stock,5684,CVX,-84.0,119.5955
12,DU1507428,Stock,318911976,JEF,-470.0,21.29444
13,DU1507428,Stock,7935,HOG,-276.0,36.5168786
14,DU1507428,Stock,10376,NOC,-29.0,344.00827585
