,Date,Ticker,Conf Up,Conf Dwn,Green,Red,Green_Close,Red_Close,Price,Open.S,% up,% down
0,2020-01-14,ADI,0.0001832689013099298,54.84114456176758,999,999,999,999,119.52999877929688,,88.0,100.0
1,2020-01-14,BDX,0.0,99.983642578125,0,1,1,0,275.95999145507807,,100.0,97.62
2,2020-01-14,CBRE,1.042218804359436,67.27796936035156,999,999,999,999,60.27999877929688,,96.0,88.64
3,2020-01-14,CPRI,27.05228042602539,9.6637544631958,999,999,999,999,36.0,,92.86,89.36
4,2020-01-14,CVX,0.0,99.12078094482422,0,1,1,0,116.3000030517578,,92.31,88.33
5,2020-01-14,EMR,0.0,100.0,0,1,1,0,76.87000274658203,,100.0,92.5
6,2020-01-14,ETN,0.3534923791885376,0.12473197281360626,999,999,999,999,94.0999984741211,,90.74,93.44
7,2020-01-14,FFIV,8.878861427307129,0.11799037456512451,999,999,999,999,136.10000610351562,,92.86,88.89
8,2020-01-14,GILD,99.99913024902344,0.0,1,0,0,1,64.19999694824219,,94.83,93.94
9,2020-01-14,HBAN,0.0,99.9999771118164,0,1,1,0,14.600000381469727,,100.0,97.06
10,2020-01-14,HOLX,0.0,99.98607635498047,0,1,1,0,53.52999877929688,,89.66,88.24
11,2020-01-14,HSIC,5.44659087609034e-06,68.07552337646484,999,999,999,999,67.47000122070311,,93.33,95.45
12,2020-01-14,JNPR,1.858223640738288e-06,99.9630126953125,0,1,1,0,24.459999084472656,,87.5,93.94
13,2020-01-14,LEG,0.0,100.0,0,1,1,0,50.66999816894531,,100.0,88.89
14,2020-01-14,MMM,0.0,99.99923706054688,0,1,1,0,181.3699951171875,,88.89,89.83
15,2020-01-14,NEM,0.0,100.0,0,1,1,0,42.83000183105469,,92.86,100.0
16,2020-01-14,NTAP,0.005206465721130371,99.92424011230469,0,1,1,0,63.77999877929688,,98.95,94.38
17,2020-01-14,PSX,1.714364771032706e-05,99.92103576660156,0,1,1,0,106.37999725341795,,88.0,100.0
18,2020-01-14,RF,99.99500274658203,0.36410415172576904,1,0,0,1,16.489999771118164,,96.55,88.89
19,2020-01-14,SNA,0.0,100.0,0,1,1,0,168.47000122070312,,100.0,91.02
20,2020-01-14,TPR,6.258487701416016e-05,99.39228057861328,0,1,1,0,28.6299991607666,,93.33,98.08
21,2020-01-14,UPS,0.0,100.0,0,1,1,0,117.2699966430664,,89.58,92.5
22,2020-01-14,WAT,0.0,100.0,0,1,1,0,232.0800018310547,,100.0,94.23
23,2020-01-14,WRK,0.0,100.0,0,1,1,0,42.560001373291016,,90.0,96.35
