,Date,Ticker,Open Long,Close Long,Open Short,Close Short
0,2019-08-27,MMM,0,0,0,0
1,2019-08-27,AOS,0,0,0,0
2,2019-08-27,ABT,0,0,0,0
3,2019-08-27,ABBV,1,0,0,1
4,2019-08-27,ACN,0,0,0,0
5,2019-08-27,ATVI,0,0,0,1
6,2019-08-27,AYI,0,0,0,0
7,2019-08-27,ADBE,0,0,0,0
8,2019-08-27,AAP,0,0,0,0
9,2019-08-27,AMD,0,0,0,0
10,2019-08-27,AES,0,1,1,0
11,2019-08-27,AMG,0,0,0,0
12,2019-08-27,AFL,0,1,1,0
13,2019-08-27,A,0,0,0,0
14,2019-08-27,APD,0,0,0,0
15,2019-08-27,AKAM,0,0,0,0
16,2019-08-27,ALK,0,0,0,0
17,2019-08-27,ALB,1,0,0,1
18,2019-08-27,ARE,0,0,0,0
19,2019-08-27,ALXN,1,0,0,1
20,2019-08-27,ALGN,1,0,0,1
21,2019-08-27,ALLE,0,0,0,0
22,2019-08-27,AGN,0,0,0,0
23,2019-08-27,ADS,0,0,0,0
24,2019-08-27,LNT,0,0,0,0
25,2019-08-27,ALL,0,0,0,0
26,2019-08-27,GOOGL,0,1,0,0
27,2019-08-27,GOOG,0,0,0,0
28,2019-08-27,MO,0,0,0,0
29,2019-08-27,AMZN,0,0,0,0
30,2019-08-27,AEE,0,0,0,0
31,2019-08-27,AAL,1,0,0,1
32,2019-08-27,AEP,1,0,0,1
33,2019-08-27,AXP,0,0,0,0
34,2019-08-27,AIG,0,0,0,0
35,2019-08-27,AMT,0,0,0,0
36,2019-08-27,AWK,0,0,0,0
37,2019-08-27,AMP,0,1,1,0
38,2019-08-27,ABC,0,0,0,0
39,2019-08-27,AME,0,0,0,0
40,2019-08-27,AMGN,0,1,1,0
41,2019-08-27,APH,0,0,0,0
42,2019-08-08,APC,0,1,0,0
43,2019-08-27,ADI,0,0,0,0
44,2019-08-27,ANSS,0,0,0,0
45,2019-08-27,ANTM,0,0,0,0
46,2019-08-27,AON,1,0,0,1
47,2019-08-27,APA,0,0,0,0
48,2019-08-27,AIV,0,0,0,0
49,2019-08-27,AAPL,1,0,0,1
50,2019-08-27,AMAT,0,0,0,0
51,2019-08-27,APTV,1,0,0,1
52,2019-08-27,ADM,0,0,0,0
53,2019-08-27,ARNC,1,0,0,1
54,2019-08-27,AJG,0,0,0,0
55,2019-08-27,AIZ,0,0,0,0
56,2019-08-27,T,0,0,0,0
57,2019-08-27,ADSK,0,0,0,0
58,2019-08-27,ADP,0,0,0,0
59,2019-08-27,AZO,0,0,0,0
60,2019-08-27,AVB,0,0,0,0
