,Date,Ticker,Open Long,Close Long,Open Short,Close Short
0,2019-08-13,MMM,0,1,1,0
1,2019-08-13,AOS,0,0,0,0
2,2019-08-13,ABT,0,0,0,0
3,2019-08-13,ABBV,0,0,0,0
4,2019-08-13,ACN,0,1,1,0
5,2019-08-13,ATVI,0,1,1,0
6,2019-08-13,AYI,0,0,0,0
7,2019-08-13,ADBE,0,0,0,0
8,2019-08-13,AAP,0,1,1,0
9,2019-08-13,AMD,0,0,0,0
10,2019-08-13,AES,0,1,1,0
11,2019-08-13,AMG,0,0,0,0
12,2019-08-13,AFL,0,0,0,0
13,2019-08-13,A,1,0,0,1
14,2019-08-13,APD,0,0,0,0
15,2019-08-13,AKAM,1,0,0,1
16,2019-08-13,ALK,0,1,1,0
17,2019-08-13,ALB,1,0,0,1
18,2019-08-13,ARE,0,0,0,0
19,2019-08-13,ALXN,0,0,0,0
20,2019-08-13,ALGN,0,1,0,0
21,2019-08-13,ALLE,0,0,0,0
22,2019-08-13,AGN,1,0,0,1
23,2019-08-13,ADS,0,0,0,0
24,2019-08-13,LNT,0,0,0,0
25,2019-08-13,ALL,0,0,0,0
26,2019-08-13,GOOGL,0,0,0,0
27,2019-08-13,GOOG,0,1,1,0
28,2019-08-13,MO,0,1,1,0
29,2019-08-13,AMZN,1,0,0,1
30,2019-08-13,AEE,0,0,0,0
31,2019-08-13,AAL,0,0,0,0
32,2019-08-13,AEP,0,0,0,0
33,2019-08-13,AXP,0,0,0,0
34,2019-08-13,AIG,0,1,0,0
35,2019-08-13,AMT,0,0,0,0
36,2019-08-13,AWK,0,0,0,0
37,2019-08-13,AMP,0,1,1,0
38,2019-08-13,ABC,0,0,0,0
39,2019-08-13,AME,0,0,0,0
40,2019-08-13,AMGN,0,1,1,0
41,2019-08-13,APH,0,0,0,0
42,2019-08-08,APC,0,0,0,0
43,2019-08-13,ADI,1,0,0,1
44,2019-08-13,ANSS,0,1,1,0
45,2019-08-13,ANTM,0,0,0,0
46,2019-08-13,AON,0,1,1,0
47,2019-08-13,APA,0,0,0,0
48,2019-08-13,AIV,1,0,0,1
49,2019-08-13,AAPL,0,0,0,0
50,2019-08-13,AMAT,0,0,0,0
51,2019-08-13,APTV,0,1,1,0
52,2019-08-13,ADM,1,0,0,1
53,2019-08-13,ARNC,1,0,0,1
54,2019-08-13,AJG,0,0,0,0
55,2019-08-13,AIZ,0,1,1,0
56,2019-08-13,T,0,0,0,0
57,2019-08-13,ADSK,1,0,0,1
58,2019-08-13,ADP,0,1,0,0
59,2019-08-13,AZO,0,1,1,0
60,2019-08-13,AVB,1,0,0,1
61,2019-08-13,AVY,0,0,0,0
62,2019-08-13,BHGE,0,0,0,1
63,2019-08-13,BLL,0,0,0,0
64,2019-08-13,BAC,0,1,1,0
65,2019-08-13,BAX,0,1,1,0
66,2019-08-13,BBT,1,0,0,1
67,2019-08-13,BDX,0,1,1,0
68,2019-08-13,BBY,0,0,0,0
69,2019-08-13,BIIB,0,0,0,1
70,2019-08-13,BLK,1,0,0,1
71,2019-08-13,HRB,0,1,1,0
72,2019-08-13,BA,0,0,0,0
73,2019-08-13,BKNG,0,0,0,0
74,2019-08-13,BWA,1,0,0,1
75,2019-08-13,BXP,0,0,0,0
76,2019-08-13,BSX,0,0,0,0
77,2019-08-13,BHF,1,0,0,1
78,2019-08-13,BMY,0,0,0,0
79,2019-08-13,AVGO,0,1,1,0
80,2019-08-13,CHRW,0,0,0,0
81,2019-06-07,CA,0,0,0,0
82,2019-08-13,COG,1,0,0,1
83,2019-08-13,CDNS,0,0,0,0
84,2019-08-13,CPB,0,1,1,0
85,2019-08-13,COF,0,0,0,0
86,2019-08-13,CAH,0,1,1,0
87,2019-08-13,KMX,0,0,0,0
88,2019-08-13,CCL,1,0,0,1
89,2019-08-13,CAT,0,0,0,0
90,2019-08-13,CBOE,0,1,1,0
91,2019-08-13,CBRE,0,0,0,0
92,2019-08-13,CBS,0,1,1,0
93,2019-08-13,CELG,0,0,0,0
94,2019-08-13,CNC,0,1,1,0
95,2019-08-13,CNP,0,0,0,0
96,2019-08-13,CTL,1,0,0,1
97,2019-08-13,CERN,0,0,0,0
98,2019-08-13,CF,0,0,0,0
99,2019-08-13,SCHW,0,0,0,0
100,2019-08-13,CHTR,0,0,0,1
101,2019-08-13,CVX,0,0,0,0
102,2019-08-13,CMG,0,0,0,0
103,2019-08-13,CB,0,0,0,0
104,2019-08-13,CHD,0,0,0,0
105,2019-08-13,CI,0,1,0,0
106,2019-08-13,XEC,1,0,0,1
107,2019-08-13,CINF,0,0,0,0
108,2019-08-13,CTAS,0,0,0,0
109,2019-08-13,CSCO,1,0,0,1
110,2019-08-13,C,1,0,0,1
111,2019-08-13,CFG,0,0,0,0
112,2019-08-13,CTXS,0,0,0,0
113,2019-08-13,CME,0,0,0,0
114,2019-08-13,CMS,0,1,0,0
115,2019-08-13,KO,0,1,0,0
116,2019-08-13,CTSH,0,1,0,0
117,2019-08-13,CL,0,0,0,0
118,2019-08-13,CMCSA,0,1,1,0
119,2019-08-13,CMA,1,0,0,1
120,2019-08-13,CAG,0,1,1,0
121,2019-08-13,CXO,0,1,0,0
122,2019-08-13,COP,0,1,1,0
123,2019-08-13,ED,0,1,1,0
124,2019-08-13,STZ,0,1,1,0
125,2019-08-13,GLW,0,1,1,0
126,2019-08-13,COST,0,0,0,0
127,2019-08-13,COTY,0,0,0,0
128,2019-08-13,CCI,0,0,0,0
129,2019-08-13,CSX,0,1,1,0
130,2019-08-13,CMI,0,0,0,1
131,2019-08-13,CVS,0,0,0,0
132,2019-08-13,DHI,0,0,0,0
133,2019-08-13,DHR,0,0,0,0
134,2019-08-13,DRI,0,0,0,0
135,2019-08-13,DVA,0,0,0,0
136,2019-08-13,DE,1,0,0,1
137,2019-08-13,DAL,0,0,0,0
138,2019-08-13,XRAY,1,0,0,1
139,2019-08-13,DVN,0,1,1,0
140,2019-08-13,DLR,0,0,0,0
141,2019-08-13,DFS,0,0,0,0
142,2019-08-13,DISCA,1,0,0,1
143,2019-08-13,DISCK,0,0,0,0
144,2019-08-13,DISH,0,0,0,0
145,2019-08-13,DG,1,0,0,1
146,2019-08-13,DLTR,1,0,0,1
147,2019-08-13,D,1,0,0,1
148,2019-08-13,DOV,0,0,0,0
149,2019-06-04,DWDP,0,0,0,0
150,2019-08-13,DTE,0,0,0,0
151,2019-08-13,DUK,0,0,0,0
152,2019-08-13,DRE,1,0,0,1
153,2019-08-13,DXC,0,0,0,0
154,2019-08-13,ETFC,0,1,1,0
155,2019-08-13,EMN,1,0,0,1
156,2019-08-13,ETN,0,0,0,0
157,2019-08-13,EBAY,0,1,1,0
158,2019-08-13,ECL,0,0,0,0
159,2019-08-13,EIX,0,0,0,0
160,2019-08-13,EW,0,1,1,0
161,2019-08-13,EA,1,0,0,1
162,2019-08-13,EMR,0,1,1,0
163,2019-08-13,ETR,0,1,1,0
164,2019-08-13,EOG,1,0,0,1
165,2019-08-13,EQT,1,0,0,1
166,2019-08-13,EFX,0,1,1,0
167,2019-08-13,EQIX,0,0,0,0
168,2019-08-13,EQR,1,0,0,1
169,2019-08-13,ESS,0,0,0,0
170,2019-08-13,EL,0,0,0,0
171,2019-08-13,RE,0,0,0,0
172,2019-08-13,ES,0,0,0,0
173,2019-08-13,EXC,0,0,0,0
174,2019-08-13,EXPE,0,0,0,0
175,2019-08-13,EXPD,0,0,0,0
176,2019-08-13,EXR,0,0,0,0
177,2019-08-13,XOM,0,0,0,0
178,2019-08-13,FFIV,1,0,0,1
179,2019-08-13,FB,0,0,0,0
180,2019-08-13,FAST,1,0,0,1
181,2019-08-13,FRT,0,1,1,0
182,2019-08-13,FDX,0,1,1,0
183,2019-08-13,FIS,0,0,0,0
184,2019-08-13,FITB,0,0,0,0
185,2019-08-13,FE,0,0,0,1
186,2019-08-13,FISV,0,1,1,0
187,2019-08-13,FLIR,0,1,1,0
188,2019-08-13,FLS,0,0,0,0
189,2019-08-13,FLR,0,0,0,0
190,2019-08-13,FMC,0,0,0,0
191,2019-08-13,FL,1,0,0,1
192,2019-08-13,F,0,0,0,0
193,2019-08-13,FTV,0,0,0,0
194,2019-08-13,FBHS,1,0,0,1
195,2019-08-13,BEN,1,0,0,1
