,Date,Ticker,Open Long,Close Long,Open Short,Close Short
0,2019-08-09,MMM,0,0,0,0
1,2019-08-09,AOS,0,0,0,0
2,2019-08-09,ABT,0,0,0,0
3,2019-08-09,ABBV,1,0,0,1
4,2019-08-09,ACN,0,0,0,0
5,2019-08-09,ATVI,0,1,1,0
6,2019-08-09,AYI,1,0,0,1
7,2019-08-09,ADBE,0,0,0,0
8,2019-08-09,AAP,0,0,0,0
9,2019-08-09,AMD,0,1,1,0
10,2019-08-09,AES,0,0,0,0
11,2019-08-09,AMG,0,0,0,0
12,2019-08-09,AFL,0,0,0,0
13,2019-08-09,A,0,0,0,0
14,2019-08-09,APD,0,0,0,1
15,2019-08-09,AKAM,0,1,1,0
16,2019-08-09,ALK,0,0,0,0
17,2019-08-09,ALB,0,0,0,0
18,2019-08-09,ARE,0,0,0,0
19,2019-08-09,ALXN,0,1,0,0
20,2019-08-09,ALGN,0,0,0,0
21,2019-08-09,ALLE,0,0,0,0
22,2019-08-09,AGN,0,0,0,0
23,2019-08-09,ADS,0,0,0,0
24,2019-08-09,LNT,0,1,1,0
25,2019-08-09,ALL,0,0,0,0
26,2019-08-09,GOOGL,0,0,0,0
27,2019-08-09,GOOG,0,0,0,0
28,2019-08-09,MO,0,0,0,0
29,2019-08-09,AMZN,0,0,0,0
30,2019-08-09,AEE,0,0,0,0
31,2019-08-09,AAL,0,0,0,0
32,2019-08-09,AEP,1,0,0,1
33,2019-08-09,AXP,0,0,0,0
34,2019-08-09,AIG,0,1,1,0
35,2019-08-09,AMT,0,0,0,0
36,2019-08-09,AWK,0,0,0,0
37,2019-08-09,AMP,0,1,1,0
38,2019-08-09,ABC,0,0,0,0
39,2019-08-09,AME,0,0,0,0
40,2019-08-09,AMGN,0,0,0,0
41,2019-08-09,APH,0,0,0,0
42,2019-08-08,APC,0,0,0,0
43,2019-08-09,ADI,0,0,0,0
44,2019-08-09,ANSS,0,0,0,0
45,2019-08-09,ANTM,0,0,0,0
46,2019-08-09,AON,0,1,1,0
47,2019-08-09,APA,0,0,0,0
48,2019-08-09,AIV,0,1,1,0
49,2019-08-09,AAPL,0,0,0,0
50,2019-08-09,AMAT,0,0,0,0
51,2019-08-09,APTV,0,1,1,0
52,2019-08-09,ADM,1,0,0,1
53,2019-08-09,ARNC,0,0,0,0
54,2019-08-09,AJG,0,0,0,1
55,2019-08-09,AIZ,0,1,1,0
56,2019-08-09,T,1,0,0,1
57,2019-08-09,ADSK,0,0,0,1
58,2019-08-09,ADP,0,0,0,0
59,2019-08-09,AZO,0,0,0,0
60,2019-08-09,AVB,0,0,0,0
61,2019-08-09,AVY,0,0,0,1
62,2019-08-09,BHGE,0,0,0,0
63,2019-08-09,BLL,0,0,0,0
64,2019-08-09,BAC,0,1,1,0
65,2019-08-09,BAX,0,0,0,0
66,2019-08-09,BBT,0,0,0,0
67,2019-08-09,WEC,0,0,0,0
68,2019-08-09,WFC,1,0,0,1
69,2019-08-09,WELL,0,0,0,0
70,2019-08-09,WDC,0,0,0,1
71,2019-08-09,WU,0,0,0,0
72,2019-08-09,WRK,1,0,0,1
73,2019-08-09,WY,0,0,0,0
74,2019-08-09,WHR,0,1,1,0
75,2019-08-09,WMB,0,0,0,0
76,2019-08-09,WLTW,0,0,0,0
77,2019-08-09,WYNN,0,0,0,0
78,2019-08-09,XEL,0,0,0,1
79,2019-08-09,XRX,0,0,0,0
80,2019-08-09,XLNX,0,0,0,0
81,2019-08-09,XYL,0,0,0,0
82,2019-08-09,YUM,0,0,0,0
83,2019-08-09,ZBH,0,0,0,0
84,2019-08-09,ZION,0,0,0,0
85,2019-08-09,ZTS,0,0,0,0
