iter	Passed	Remaining
0	352	351716
1	425	212151
2	767	254925
3	1095	272673
4	1105	219908
5	1117	185064
6	1438	204097
7	1769	219445
8	2085	229669
9	2404	238043
10	2731	245593
11	3069	252738
12	3397	257971
13	3721	262125
14	4023	264206
15	4333	266523
16	4633	267948
17	4943	269687
18	5266	271908
19	5577	273281
20	5876	273962
21	6181	274782
22	6499	276105
23	6816	277222
24	7133	278206
25	7443	278845
26	7744	279105
27	8056	279680
28	8065	270044
29	8211	265512
30	8534	266757
31	8544	258463
32	8850	259338
33	9158	260218
34	9477	261303
35	9790	262170
36	10092	262676
37	10399	263265
38	10689	263401
39	10987	263697
40	11284	263954
41	11590	264373
42	11894	264715
43	12198	265045
44	12208	259093
45	12507	259393
46	12808	259706
47	13109	260001
48	13408	260238
49	13712	260541
50	14014	260785
51	14313	260947
52	14615	261141
53	14747	258356
54	15059	258756
55	15364	259001
56	15664	259152
57	15967	259337
58	16268	259474
59	16573	259644
60	16875	259768
61	17181	259939
62	17483	260026
63	17783	260085
64	18086	260169
65	18405	260463
66	18473	257247
67	18780	257405
68	18846	254292
69	19161	254575
70	19464	254677
71	19772	254841
72	20079	254978
73	20383	255069
74	20685	255121
75	20983	255119
76	21282	255114
77	21585	255157
78	21596	251777
79	21899	251845
80	22204	251929
81	22507	251968
82	22808	251988
83	23114	252058
84	23414	252055
85	23712	252017
86	24012	251993
87	24032	249059
88	24335	249101
89	24636	249100
90	24939	249122
91	25240	249109
92	25542	249106
93	25545	246218
94	25852	246278
95	26166	246401
96	26473	246453
97	26774	246438
98	27075	246417
99	27380	246425
100	27687	246442
101	27690	243783
102	27693	241173
103	28001	241246
104	28292	241162
105	28599	241208
106	28902	241215
107	29209	241247
108	29507	241207
109	29513	238794
110	29821	238840
111	30135	238932
112	30449	239018
113	30755	239032
114	31061	239040
115	31367	239043
116	31671	239025
117	31976	239014
118	31981	236770
119	31999	234662
120	32303	234665
121	32616	234731
122	32684	233045
123	32758	231424
124	33080	231565
125	33391	231617
126	33696	231632
127	34007	231675
128	34314	231687
129	34618	231676
130	34753	230540
131	34771	228647
132	34777	226708
133	35083	226732
134	35120	225030
135	35449	225206
136	35458	223365
137	35761	223382
138	36076	223466
139	36380	223479
140	36447	222042
141	36759	222107
142	37066	222138
143	37372	222161
144	37684	222209
145	37991	222222
146	38313	222324
147	38621	222331
148	38627	220614
149	38931	220610
150	38999	219273
151	39311	219314
152	39614	219303
153	39916	219280
154	40224	219287
155	40526	219260
156	40848	219332
157	41163	219363
158	41475	219377
159	41844	219682
160	42201	219920
161	42524	219973
162	42834	219956
163	43140	219909
164	43456	219914
165	43489	218497
166	43802	218485
167	44106	218432
168	44411	218377
169	44714	218311
170	45021	218262
171	45324	218191
172	45634	218147
173	45940	218086
174	46236	217972
175	46254	216556
176	46569	216533
177	46705	215683
178	47028	215702
179	47065	214410
180	47379	214387
181	47682	214309
182	47985	214229
183	48279	214108
184	48574	213992
185	48880	213919
186	49185	213838
187	49491	213759
188	49796	213675
189	50100	213584
190	50455	213708
191	50776	213686
192	51085	213607
193	51382	213477
194	51695	213408
195	52007	213335
196	52144	212547
197	52190	211398
198	52227	210222
199	52537	210150
200	52848	210081
201	52986	209322
202	53313	209314
203	53623	209236
204	53938	209175
205	53948	207935
206	54254	207843
207	54561	207754
208	54875	207685
209	54941	206685
210	54952	205485
211	55261	205407
212	55564	205301
213	55870	205207
214	56006	204490
215	56323	204431
216	56631	204342
217	56941	204256
218	56975	203186
219	57279	203083
220	57580	202966
221	57616	201917
222	57937	201872
223	58244	201775
224	58279	200740
225	58316	199722
226	58386	198822
227	58703	198767
228	59002	198651
229	59007	197546
