,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price
1,2020-03-30,RF,0,1,1,0,9.5
7,2020-03-30,NTAP,0,1,1,0,40.72000122070313
50,2020-03-30,BDX,0,1,1,0,222.8699951171875
58,2020-03-30,MS,0,1,1,0,34.84000015258789
71,2020-03-30,HBAN,0,1,1,0,8.380000114440918
104,2020-03-30,ZION,0,1,0,0,27.520000457763672
206,2020-03-30,EBAY,0,0,0,1,31.190000534057614
218,2020-03-30,AGN,0,1,1,0,176.30999755859375
251,2020-03-30,WAT,1,0,0,1,188.13999938964844
252,2020-03-30,DTE,0,1,1,0,99.43000030517578
