,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price
6,2020-02-18,EMR,0,1,1,0,71.44000244140625
7,2020-02-18,HSIC,0,1,1,0,72.98999786376953
10,2020-02-18,UPS,0,1,1,0,106.41999816894531
27,2020-02-18,SNA,0,1,1,0,157.5399932861328
57,2020-02-18,JNPR,0,1,1,0,24.06999969482422
73,2020-02-18,CVX,0,1,1,0,110.23999786376952
74,2020-02-18,HBAN,0,1,1,0,13.90999984741211
76,2020-02-18,IRM,0,1,1,0,34.060001373291016
109,2020-02-18,OMC,0,1,1,0,78.61000061035156
114,2020-02-18,RF,1,0,0,1,16.309999465942386
156,2020-02-18,XOM,1,0,0,1,59.88000106811523
181,2020-02-18,GILD,0,1,1,0,67.01000213623047
225,2020-02-18,LEG,0,1,1,0,45.06000137329102
226,2020-02-18,PSX,0,1,1,0,88.0
259,2020-02-18,WRK,0,1,1,0,40.91999816894531
260,2020-02-18,IT,0,1,1,0,152.66000366210938
266,2020-02-18,MMM,0,1,1,0,158.8800048828125
268,2020-02-18,ZION,0,1,1,0,45.09000015258789
289,2020-02-18,MS,0,1,1,0,55.52000045776367
