,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price
26,2020-01-27,ZION,0,1,1,0,46.459999084472656
34,2020-01-27,UPS,0,1,1,0,114.91999816894531
60,2020-01-27,GILD,1,0,0,1,63.83000183105469
72,2020-01-27,WU,0,1,0,0,27.149999618530273
86,2020-01-27,CVX,0,1,1,0,110.38999938964844
94,2020-01-27,HBAN,0,1,1,0,13.489999771118164
95,2020-01-27,CBRE,0,1,0,0,60.439998626708984
129,2020-01-27,HSIC,0,1,1,0,70.79000091552734
163,2020-01-27,EMR,0,1,1,0,73.73999786376953
174,2020-01-27,PSX,0,1,0,0,96.91999816894531
183,2020-01-27,WAT,0,1,1,0,232.3699951171875
193,2020-01-27,JNPR,0,1,1,0,24.469999313354492
201,2020-01-27,NTAP,0,1,0,0,58.15999984741211
202,2020-01-27,LEG,0,1,1,0,49.689998626708984
208,2020-01-27,RF,0,1,1,0,15.449999809265137
232,2020-01-27,SNA,0,1,1,0,162.89999389648438
236,2020-01-27,MMM,0,1,1,0,175.6300048828125
