iter	Passed	Remaining
0	11	11616
1	20	10031
2	28	9494
3	37	9326
4	47	9424
5	56	9320
6	69	9850
7	79	9919
8	91	10040
9	101	10079
10	112	10072
11	122	10048
12	131	10007
13	141	9982
14	151	9939
15	161	9911
16	169	9808
17	178	9762
18	188	9708
19	197	9693
20	208	9700
21	217	9680
22	227	9643
23	236	9616
24	246	9609
25	256	9590
26	265	9564
27	275	9546
28	284	9511
29	294	9508
30	304	9506
31	313	9493
32	323	9472
33	333	9467
34	342	9453
35	352	9433
36	362	9429
37	372	9420
38	382	9415
39	391	9399
40	401	9383
41	410	9366
42	420	9347
43	429	9338
44	439	9317
45	448	9302
46	458	9293
47	467	9276
48	477	9266
49	485	9227
50	495	9223
51	505	9213
52	514	9191
53	523	9177
54	533	9163
55	542	9151
56	552	9144
57	562	9129
58	572	9130
59	582	9120
60	591	9108
61	601	9098
62	610	9080
63	620	9070
64	630	9065
65	639	9056
66	649	9045
67	659	9037
68	669	9031
69	679	9023
70	688	9010
71	698	8999
72	707	8984
73	717	8973
74	727	8967
75	736	8954
76	746	8951
77	756	8940
78	766	8933
79	776	8925
80	785	8913
81	795	8903
82	804	8890
83	814	8881
84	825	8890
85	835	8878
86	845	8868
87	854	8856
88	864	8845
89	874	8840
90	884	8837
91	894	8832
92	904	8822
93	914	8814
94	923	8801
95	934	8798
96	943	8785
97	953	8772
98	962	8760
99	971	8744
100	980	8723
101	989	8713
102	999	8704
103	1009	8698
104	1019	8689
105	1029	8679
106	1038	8667
107	1047	8653
108	1057	8646
109	1066	8625
110	1074	8608
111	1083	8592
112	1093	8580
113	1101	8563
114	1111	8549
115	1119	8534
116	1128	8518
117	1137	8501
118	1146	8487
119	1155	8475
120	1164	8458
121	1173	8442
122	1182	8428
123	1191	8414
124	1199	8399
125	1208	8384
126	1217	8372
127	1227	8359
128	1235	8343
129	1244	8327
130	1253	8312
131	1262	8299
132	1271	8285
133	1279	8271
134	1289	8260
135	1297	8243
136	1306	8228
137	1315	8216
138	1324	8203
139	1333	8190
140	1342	8176
141	1350	8161
142	1359	8146
143	1368	8135
144	1377	8122
145	1385	8107
146	1394	8092
147	1403	8080
148	1412	8066
149	1421	8052
150	1430	8040
151	1439	8031
152	1448	8019
153	1457	8007
154	1466	7994
155	1475	7984
156	1484	7973
157	1493	7961
158	1502	7948
159	1511	7937
160	1521	7926
161	1530	7914
162	1538	7902
163	1547	7889
164	1555	7873
165	1565	7863
166	1573	7850
167	1582	7836
168	1591	7824
169	1599	7811
170	1608	7800
171	1617	7788
172	1626	7777
173	1635	7765
174	1644	7753
175	1653	7742
176	1662	7730
177	1671	7718
178	1680	7706
179	1688	7693
180	1697	7682
181	1706	7672
182	1716	7661
183	1724	7649
184	1734	7640
185	1743	7630
186	1752	7617
187	1761	7606
188	1769	7594
189	1778	7582
190	1788	7573
191	1796	7561
192	1805	7550
193	1814	7539
194	1823	7528
195	1832	7517
196	1841	7506
197	1849	7492
198	1858	7480
199	1867	7470
200	1876	7460
201	1886	7453
202	1896	7446
203	1906	7440
204	1916	7431
205	1926	7426
206	1936	7420
207	1946	7412
208	1956	7405
209	1967	7399
210	1976	7391
211	1986	7383
212	1996	7376
213	2006	7370
214	2016	7362
215	2019	7331
216	2031	7329
217	218	2049	7218	2049	7308
219	2058	7297
220	2066	7285
221	2075	7274
222	2084	7264
223	224	2104	7224	225	2113	7225	226	2123	7226	227	2131	7227	228	2140	7228	229	2149	7229	230	2158	7230	231	2167	7231	232	2176	7232	233	2186	7233	234	2194	7234	235	2203	7235	236	2212	7236	237	2221	7237	238	2230	7238	239	2239	7239	240	2248	7240	241	2257	7241	242	2265	7242	243	2274	7243	244	2284	7244	245	2292	7245	246	2301	7246	247	2310	7247	248	2319	6248	249	2328	6249	250	2338	6250	251	2347	6251	252	2356	6252	253	2365	6253	254	2373	6254	255	2382	6255	256	2391	6256	2390	6910
257	258	2410	6258	259	2419	6259	260	2428	6260	261	2438	6261	262	2447	6262	263	2456	6263	264	2465	6264	265	2474	6265	266	2482	6266	267	2491	6267	268	2500	6268	269	2509	6269	270	2517	6270	271	2526	6271	272	2535	6272	273	2544	6273	274	2552	6274	275	2561	6275	2558	6712
276	2567	6702
277	2576	6691
278	2585	6681
279	2594	6672
280	2603	6662
281	2612	6652
282	2620	6639
283	2629	6628
284	2637	6617
285	2647	6608
286	2656	6598
287	2665	6590
288	2675	6581
289	2683	6570
290	2692	6561
291	2701	6550
292	2711	6541
293	2720	6532
294	2729	6522
295	2737	6509
296	2746	6500
297	2754	6489
298	2763	6479
299	2772	6469
300	2781	6459
301	2790	6449
302	2799	6438
303	2807	6428
304	2817	6420
305	2827	6412
306	2835	6401
307	2844	6390
308	2853	6381
309	2862	6370
310	2871	6362
311	2880	6351
312	2889	6342
313	2898	6331
314	2906	6321
315	2915	6310
316	2924	6300
317	2933	6291
318	2942	6281
319	2951	6272
320	2960	6262
321	2969	6253
322	2979	6244
323	2988	6235
324	2998	6227
325	3007	6217
326	3015	6206
327	3024	6197
328	3033	6186
329	3042	6176
330	3051	6168
331	3065	6167
332	3074	6157
333	3083	6149
334	3092	6139
335	3101	6129
336	3110	6119
337	3120	6110
338	3128	6100
339	3137	6091
340	3146	6081
341	3156	6072
342	3165	6062
343	3173	6052
344	3182	6042
345	3191	6032
346	3200	6023
347	3209	6013
348	3218	6003
349	3227	5993
350	3235	5982
351	3244	5972
352	3253	5963
353	3262	5953
354	3271	5943
355	3280	5934
356	3289	5924
357	3298	5914
358	3306	5904
359	3315	5894
360	3324	5884
361	3333	5875
362	3342	5864
363	3351	5855
364	3360	5845
365	3368	5835
366	3377	5825
