,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price
5,2019-12-23,CXO,0,1,1,0,85.63999938964844
17,2019-12-23,IT,0,1,0,0,153.47000122070312
18,2019-12-23,TJX,0,0,0,1,60.040000915527344
27,2019-12-23,ABC,0,1,1,0,85.5999984741211
37,2019-12-23,CLX,0,1,1,0,152.33999633789062
50,2019-12-23,MAS,0,1,1,0,47.81999969482422
80,2019-12-23,DOV,0,0,0,1,115.8499984741211
91,2019-12-23,MXIM,0,1,1,0,61.45000076293945
93,2019-12-23,NLSN,1,0,0,1,20.170000076293945
94,2019-12-23,OKE,0,1,1,0,75.98999786376953
103,2019-12-23,SCHW,0,1,1,0,48.709999084472656
104,2019-12-23,BA,0,0,0,1,337.54998779296875
113,2019-12-23,INTC,0,0,0,1,59.22999954223633
129,2019-12-23,LIN,0,0,0,1,211.7700042724609
140,2019-12-23,C,0,1,1,0,78.76000213623047
165,2019-12-23,FITB,0,1,1,0,30.95000076293945
195,2019-12-23,GPC,0,1,1,0,106.52999877929688
196,2019-12-23,KEY,0,1,1,0,20.25
200,2019-12-23,VLO,0,1,1,0,95.23999786376952
203,2019-12-23,DVA,1,0,0,1,74.2300033569336
208,2019-12-23,XRX,1,0,0,1,37.349998474121094
210,2019-12-23,XLNX,0,1,1,0,98.9000015258789
214,2019-12-23,FBHS,0,1,1,0,64.47000122070311
218,2019-12-23,JNPR,0,1,1,0,24.46999931335449
220,2019-12-23,SHW,0,0,0,1,583.260009765625
227,2019-12-23,WDC,0,1,1,0,62.70000076293945
242,2019-12-23,AOS,0,1,1,0,47.13999938964844
266,2019-12-23,FTV,0,1,1,0,76.8499984741211
269,2019-12-23,KR,0,1,1,0,28.88999938964844
279,2019-12-23,NCLH,0,1,1,0,58.5099983215332
285,2019-12-23,WFC,0,1,1,0,53.81000137329102
294,2019-12-23,UPS,0,1,1,0,118.94000244140624
301,2019-12-23,JWN,0,1,1,0,40.72999954223633
326,2019-12-23,SLG,0,1,1,0,91.2300033569336
329,2019-12-23,LNT,0,1,1,0,54.29999923706055
