,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price
2,2020-01-13,SJM,0,1,1,0,105.23999786376953
29,2020-01-13,FCX,0,1,1,0,13.479999542236328
34,2020-01-13,CXO,1,0,0,1,88.80000305175781
36,2020-01-13,GWW,0,1,1,0,344.44000244140625
41,2020-01-13,GS,0,1,1,0,245.2100067138672
43,2020-01-13,MAC,1,0,0,1,25.25
53,2020-01-13,GD,0,1,1,0,181.1300048828125
79,2020-01-13,NDAQ,1,0,0,1,107.08999633789062
84,2020-01-13,STZ,1,0,0,1,188.44000244140625
90,2020-01-13,MMM,0,1,1,0,180.9199981689453
98,2020-01-13,BKNG,1,0,0,1,2080.5
113,2020-01-13,BXP,0,1,1,0,136.77000427246094
118,2020-01-13,STX,0,1,1,0,60.9900016784668
120,2020-01-13,NKTR,1,0,0,1,27.399999618530273
130,2020-01-13,JBHT,0,1,1,0,118.5
134,2020-01-13,MPC,0,1,1,0,59.619998931884766
146,2020-01-13,REGN,0,1,1,0,378.92999267578125
147,2020-01-13,APA,0,1,1,0,32.0099983215332
177,2020-01-13,BK,0,1,1,0,50.880001068115234
179,2020-01-13,XYL,0,1,1,0,81.27999877929688
184,2020-01-13,HRB,0,1,1,0,23.770000457763672
188,2020-01-13,LHX,0,1,0,0,212.60000610351562
219,2020-01-13,RL,0,1,1,0,119.8499984741211
230,2020-01-13,TSCO,0,1,1,0,90.38999938964844
248,2020-01-13,C,0,1,1,0,80.6500015258789
259,2020-01-13,NOC,0,1,1,0,376.8299865722656
273,2020-01-13,CE,0,1,1,0,118.12999725341797
288,2020-01-13,MHK,0,1,1,0,129.9199981689453
292,2020-01-13,JEF,0,1,1,0,21.81999969482422
296,2020-01-13,F,0,1,1,0,9.239999771118164
308,2020-01-13,HOG,0,1,1,0,35.369998931884766
323,2020-01-13,AOS,0,1,1,0,48.540000915527344
324,2020-01-13,SYF,0,1,1,0,35.40999984741211
327,2020-01-13,HP,0,1,1,0,46.25
342,2020-01-13,MLM,1,0,0,1,272.1499938964844
343,2020-01-13,CVX,0,1,1,0,116.66000366210938
353,2020-01-13,CAG,0,1,1,0,32.029998779296875
379,2020-01-13,FBHS,0,1,1,0,68.0999984741211
