,Date,Open Long,Close Long,Open Short,Close Short
0,20191112,5,0,9,0
1,20191113,9,0,4,1
2,20191114,9,0,7,1
3,20191115,3,3,5,1
4,20191118,0,23,0,22
5,20191119,9,0,9,0
6,20191120,1,0,1,0
7,20191121,2,0,1,0
8,20191122,2,2,1,0
9,20191125,2,0,0,0
10,20191126,2,0,0,2
11,20191127,0,1,1,0
