"Date","Time","OpenBid","HighBid","LowBid","CloseBid","OpenAsk","HighAsk","LowAsk","CloseAsk","Total Ticks"
01-03-2010,22:00:00,0.75855,0.76069,0.75469,0.75539,0.75976,0.76564,0.75561,0.75627,1680
01-04-2010,02:00:00,0.75539,0.75649,0.748,0.75439,0.75627,0.75781,0.75324,0.75541,1551
01-04-2010,06:00:00,0.75439,0.75757,0.75409,0.75539,0.75541,0.75871,0.75509,0.7563,4728
01-04-2010,10:00:00,0.75539,0.75792,0.75379,0.75766,0.7563,0.75871,0.75558,0.75851,5139
01-04-2010,14:00:00,0.75766,0.76185,0.75729,0.76099,0.75851,0.76268,0.7581,0.76191,7318
01-04-2010,18:00:00,0.76099,0.76522,0.7607,0.76459,0.76191,0.76661,0.76161,0.76561,2701
01-04-2010,22:00:00,0.76459,0.76574,0.75983,0.76259,0.76561,0.76661,0.76308,0.7636,1891
01-05-2010,02:00:00,0.76259,0.76329,0.7605,0.76299,0.7636,0.76451,0.76142,0.76397,2377
01-05-2010,06:00:00,0.76299,0.76398,0.76053,0.76379,0.76397,0.76481,0.76171,0.76481,5233
01-05-2010,10:00:00,0.76379,0.76409,0.7608,0.76199,0.76481,0.76501,0.76167,0.76291,6032
01-05-2010,14:00:00,0.76199,0.76412,0.76042,0.76209,0.76291,0.76734,0.76128,0.76296,7625
01-05-2010,18:00:00,0.76209,0.76351,0.76099,0.76279,0.76296,0.7644,0.76194,0.76371,4982
01-05-2010,22:00:00,0.76279,0.76279,0.75959,0.76009,0.76371,0.76471,0.76071,0.76101,1840
01-06-2010,02:00:00,0.76009,0.76182,0.76009,0.7612,0.76101,0.76281,0.76101,0.76198,2287
01-06-2010,06:00:00,0.7612,0.7619,0.75919,0.76089,0.76198,0.76289,0.7602,0.76191,5237
01-06-2010,10:00:00,0.76089,0.76193,0.75849,0.7594,0.76191,0.76348,0.75935,0.76038,4767
01-06-2010,14:00:00,0.7594,0.76119,0.75749,0.76009,0.76038,0.76198,0.75866,0.76101,8721
01-06-2010,18:00:00,0.76009,0.76251,0.75765,0.76079,0.76101,0.76326,0.75961,0.76251,3696
01-06-2010,22:00:00,0.76079,0.76467,0.75548,0.76249,0.76251,0.76611,0.76099,0.76341,2339
01-07-2010,02:00:00,0.76249,0.76385,0.76084,0.76179,0.76341,0.76466,0.7618,0.76265,2561
01-07-2010,06:00:00,0.76179,0.76259,0.75699,0.75907,0.76265,0.76379,0.75786,0.75985,6630
01-07-2010,10:00:00,0.75907,0.75909,0.75503,0.7566,0.75985,0.75992,0.75591,0.75737,6094
01-07-2010,14:00:00,0.7566,0.76,0.75589,0.75911,0.75737,0.76078,0.75681,0.75988,8394
01-07-2010,18:00:00,0.75911,0.7594,0.75609,0.75662,0.75988,0.76021,0.75771,0.75791,2265
01-07-2010,22:00:00,0.75662,0.75777,0.7559,0.75659,0.75791,0.76344,0.75714,0.75751,1745
01-08-2010,02:00:00,0.75659,0.75729,0.7548,0.75518,0.75751,0.75823,0.75595,0.75605,1832
01-08-2010,06:00:00,0.75518,0.75639,0.75413,0.75623,0.75605,0.75731,0.75501,0.75711,3507
01-08-2010,10:00:00,0.75623,0.76072,0.75312,0.7594,0.75711,0.76184,0.75401,0.76064,8035
01-08-2010,14:00:00,0.7594,0.75999,0.75715,0.7588,0.76064,0.76097,0.75801,0.75971,9461
01-08-2010,18:00:00,0.7588,0.76015,0.75808,0.75909,0.75971,0.76111,0.75895,0.75995,2599
01-10-2010,22:00:00,0.75909,0.76236,0.75899,0.7602,0.75995,0.76321,0.75995,0.76031,551
01-11-2010,02:00:00,0.7602,0.7602,0.75839,0.75969,0.76031,0.76101,0.75971,0.76061,1158
01-11-2010,06:00:00,0.75969,0.76128,0.75719,0.76063,0.76061,0.76231,0.75901,0.76161,4146
01-11-2010,10:00:00,0.76063,0.76227,0.75959,0.7619,0.76161,0.76311,0.76051,0.76271,4204
01-11-2010,14:00:00,0.7619,0.76704,0.76146,0.76699,0.76271,0.76791,0.76241,0.76781,8402
01-11-2010,18:00:00,0.76699,0.7683,0.76533,0.76679,0.76781,0.76921,0.76681,0.76811,2832
01-11-2010,22:00:00,0.76679,0.76679,0.76399,0.76499,0.76811,0.76821,0.76501,0.76601,1564
01-12-2010,02:00:00,0.76499,0.76721,0.76339,0.76701,0.76601,0.76811,0.76451,0.76801,2764
01-12-2010,06:00:00,0.76701,0.76709,0.76399,0.76669,0.76801,0.76811,0.76493,0.76751,4684
01-12-2010,10:00:00,0.76669,0.76825,0.76282,0.76752,0.76751,0.76988,0.7637,0.76848,7354
01-12-2010,14:00:00,0.76752,0.76924,0.76666,0.76791,0.76848,0.77031,0.76756,0.76881,8190
01-12-2010,18:00:00,0.76791,0.76857,0.76541,0.76659,0.76881,0.76941,0.76711,0.76781,2834
01-12-2010,22:00:00,0.76659,0.76849,0.7661,0.76803,0.76781,0.76941,0.76721,0.76891,2085
01-13-2010,02:00:00,0.76803,0.77026,0.76724,0.76909,0.76891,0.77111,0.76831,0.77011,1816
01-13-2010,06:00:00,0.76909,0.77009,0.76709,0.76825,0.77011,0.77104,0.7681,0.76911,4475
01-13-2010,10:00:00,0.76825,0.76841,0.76507,0.76611,0.76911,0.76931,0.76635,0.76706,4294
01-13-2010,14:00:00,0.76611,0.76653,0.76179,0.76247,0.76706,0.7674,0.76271,0.76321,9647
01-13-2010,18:00:00,0.76247,0.76313,0.76129,0.76229,0.76321,0.76407,0.76241,0.76371,3190
01-13-2010,22:00:00,0.76229,0.76474,0.75914,0.76355,0.76371,0.76571,0.76212,0.76441,2084
01-14-2010,02:00:00,0.76355,0.76404,0.76228,0.7639,0.76441,0.76491,0.76321,0.76471,1768
01-14-2010,06:00:00,0.7639,0.76618,0.7628,0.76419,0.76471,0.76706,0.76401,0.76515,4688
01-14-2010,10:00:00,0.76419,0.76539,0.76346,0.7642,0.76515,0.76641,0.76441,0.76538,4988
01-14-2010,14:00:00,0.7642,0.76476,0.76042,0.76083,0.76538,0.76561,0.76141,0.76171,8138
01-14-2010,18:00:00,0.76083,0.7617,0.75837,0.75949,0.76171,0.76281,0.7593,0.76061,2916
01-14-2010,22:00:00,0.75949,0.75999,0.75639,0.75709,0.76061,0.76101,0.75735,0.75811,1500
01-15-2010,02:00:00,0.75709,0.75809,0.75619,0.75739,0.75811,0.75979,0.75721,0.75829,2112
01-15-2010,06:00:00,0.75739,0.75916,0.75569,0.75739,0.75829,0.75988,0.75661,0.75841,4447
01-15-2010,10:00:00,0.75739,0.7581,0.75485,0.75621,0.75841,0.75901,0.75585,0.75716,5374
01-15-2010,14:00:00,0.75621,0.75935,0.75599,0.75859,0.75716,0.76021,0.75686,0.75946,8988
01-15-2010,18:00:00,0.75859,0.76027,0.75821,0.75934,0.75946,0.76111,0.75898,0.76041,1708
01-17-2010,22:00:00,0.75934,0.75934,0.75519,0.75581,0.76041,0.76041,0.75611,0.75681,1407
01-18-2010,02:00:00,0.75581,0.75775,0.7554,0.75649,0.75681,0.75871,0.75641,0.75744,1579
01-18-2010,06:00:00,0.75649,0.75801,0.75569,0.75667,0.75744,0.75891,0.75661,0.75754,2973
