"Date","Time","OpenBid","HighBid","LowBid","CloseBid","OpenAsk","HighAsk","LowAsk","CloseAsk","Total Ticks"
01-03-2010,22:00:00,0.93895,0.94439,0.93849,0.93929,0.93955,0.94601,0.93931,0.93981,4043
01-04-2010,02:00:00,0.93929,0.93979,0.93628,0.9383,0.93981,0.94051,0.93691,0.93911,3268
01-04-2010,06:00:00,0.9383,0.94273,0.93819,0.94158,0.93911,0.9434,0.93891,0.94212,9125
01-04-2010,10:00:00,0.94158,0.94431,0.93959,0.94424,0.94212,0.94481,0.94021,0.94481,8937
01-04-2010,14:00:00,0.94424,0.94872,0.9432,0.94808,0.94481,0.94923,0.94368,0.94861,12949
01-04-2010,18:00:00,0.94808,0.95199,0.94794,0.95067,0.94861,0.95271,0.94851,0.95143,4399
01-04-2010,22:00:00,0.95067,0.95202,0.94879,0.94919,0.95143,0.95257,0.94957,0.94989,3583
01-05-2010,02:00:00,0.94919,0.94979,0.94749,0.94869,0.94989,0.95048,0.94818,0.94949,3972
01-05-2010,06:00:00,0.94869,0.94983,0.94651,0.94964,0.94949,0.95043,0.94719,0.9503,10723
01-05-2010,10:00:00,0.94964,0.95007,0.94614,0.9476,0.9503,0.95064,0.94665,0.94818,10359
01-05-2010,14:00:00,0.9476,0.94858,0.94613,0.94679,0.94818,0.94906,0.94671,0.94721,14720
01-05-2010,18:00:00,0.94679,0.94811,0.94573,0.94746,0.94721,0.94871,0.94623,0.94822,6852
01-05-2010,22:00:00,0.94746,0.94889,0.9458,0.94737,0.94822,0.9495,0.94662,0.94811,3381
01-06-2010,02:00:00,0.94737,0.9485,0.94689,0.9485,0.94811,0.94911,0.94758,0.94901,3224
01-06-2010,06:00:00,0.9485,0.94966,0.94633,0.94868,0.94901,0.95023,0.94706,0.94936,9609
01-06-2010,10:00:00,0.94868,0.95126,0.94694,0.94883,0.94936,0.95203,0.94756,0.94934,8327
01-06-2010,14:00:00,0.94883,0.95031,0.94669,0.94921,0.94934,0.95087,0.94719,0.94981,15541
01-06-2010,18:00:00,0.94921,0.95111,0.94811,0.94949,0.94981,0.95169,0.94871,0.95025,6755
01-06-2010,22:00:00,0.94949,0.95431,0.94785,0.95299,0.95025,0.95502,0.94871,0.95371,4149
01-07-2010,02:00:00,0.95299,0.95399,0.95019,0.95139,0.95371,0.9546,0.95101,0.95211,3778
01-07-2010,06:00:00,0.95139,0.95235,0.94699,0.94872,0.95211,0.95301,0.94762,0.94934,10274
01-07-2010,10:00:00,0.94872,0.94892,0.94591,0.94794,0.94934,0.94952,0.94641,0.94845,10710
01-07-2010,14:00:00,0.94794,0.95246,0.94703,0.95034,0.94845,0.95305,0.94756,0.95087,16104
01-07-2010,18:00:00,0.95034,0.95079,0.94789,0.94877,0.95087,0.95126,0.94861,0.94958,5105
01-07-2010,22:00:00,0.94877,0.94969,0.94715,0.94729,0.94958,0.95039,0.94784,0.94801,2984
01-08-2010,02:00:00,0.94729,0.94795,0.94453,0.94479,0.94801,0.94861,0.94521,0.94551,3775
01-08-2010,06:00:00,0.94479,0.94775,0.9443,0.94649,0.94551,0.94832,0.94499,0.94708,6597
