"Date","Time","OpenBid","HighBid","LowBid","CloseBid","OpenAsk","HighAsk","LowAsk","CloseAsk","Total Ticks"
01-03-2010,22:00:00,10.24999,10.24999,10.21759,10.22579,10.26201,10.26201,10.23201,10.23501,93
01-04-2010,02:00:00,10.22579,10.23169,10.22349,10.23099,10.23501,10.24281,10.23391,10.24231,27
01-04-2010,06:00:00,10.23099,10.23379,10.18079,10.18416,10.24231,10.24231,10.18664,10.19011,1361
01-04-2010,10:00:00,10.18416,10.19909,10.16329,10.16619,10.19011,10.20661,10.16881,10.17173,1711
01-04-2010,14:00:00,10.16619,10.18574,10.13189,10.18459,10.17173,10.19101,10.13881,10.19011,2558
01-04-2010,18:00:00,10.18459,10.18922,10.15299,10.15519,10.19011,10.19611,10.16451,10.16991,339
01-04-2010,22:00:00,10.15519,10.17279,10.15229,10.16549,10.16991,10.18197,10.16491,10.17898,61
01-05-2010,02:00:00,10.16549,10.16669,10.15669,10.16039,10.17898,10.17898,10.16526,10.17161,99
01-05-2010,06:00:00,10.16039,10.19959,10.15359,10.19649,10.17161,10.20593,10.16134,10.20451,1369
01-05-2010,10:00:00,10.19649,10.22119,10.19369,10.20814,10.20451,10.22831,10.19971,10.21321,1757
01-05-2010,14:00:00,10.20814,10.22369,10.19849,10.21329,10.21321,10.22921,10.20401,10.22121,1292
01-05-2010,18:00:00,10.21329,10.22499,10.20029,10.20029,10.22121,10.23001,10.21801,10.22231,334
01-05-2010,22:00:00,10.20029,10.21269,10.19579,10.20939,10.22231,10.22461,10.20791,10.22061,123
01-06-2010,02:00:00,10.20939,10.20939,10.20089,10.20839,10.22061,10.22061,10.21211,10.21961,64
01-06-2010,06:00:00,10.20839,10.25863,10.19569,10.19869,10.21961,10.26611,10.20121,10.20511,1196
01-06-2010,10:00:00,10.19869,10.20769,10.17865,10.18329,10.20511,10.21381,10.18467,10.19231,825
01-06-2010,14:00:00,10.18329,10.20649,10.17979,10.18449,10.19231,10.21201,10.18693,10.19001,1033
01-06-2010,18:00:00,10.18449,10.19049,10.17319,10.18619,10.19001,10.20381,10.17851,10.19821,353
01-06-2010,22:00:00,10.18619,10.19409,10.18379,10.18894,10.19821,10.20701,10.19331,10.19951,99
01-07-2010,02:00:00,10.18894,10.1954,10.18659,10.19233,10.19951,10.20631,10.19749,10.20166,78
01-07-2010,06:00:00,10.19233,10.22418,10.18869,10.20849,10.20166,10.22951,10.19631,10.21401,1570
01-07-2010,10:00:00,10.20849,10.22349,10.18584,10.19069,10.21401,10.22881,10.19121,10.19721,1727
01-07-2010,14:00:00,10.19069,10.20729,10.17709,10.20219,10.19721,10.21501,10.18481,10.20495,2275
01-07-2010,18:00:00,10.20219,10.20399,10.18649,10.19429,10.20495,10.21051,10.19251,10.21041,412
01-07-2010,22:00:00,10.19429,10.20429,10.18699,10.19604,10.21041,10.21761,10.19901,10.20245,77
01-08-2010,02:00:00,10.19604,10.19683,10.18829,10.19482,10.20245,10.20551,10.19976,10.20517,66
01-08-2010,06:00:00,10.19482,10.21789,10.17879,10.21539,10.20517,10.22511,10.18621,10.22071,1124
01-08-2010,10:00:00,10.21539,10.24321,10.20333,10.21815,10.22071,10.24951,10.20931,10.22511,1615
01-08-2010,14:00:00,10.21815,10.23009,10.19899,10.21324,10.22511,10.23811,10.20637,10.22121,2173
01-08-2010,18:00:00,10.21324,10.21324,10.19149,10.19199,10.22121,10.22121,10.20381,10.20421,355
01-10-2010,22:00:00,10.19199,10.21449,10.19199,10.20599,10.20421,10.22601,10.20421,10.21541,81
01-11-2010,02:00:00,10.20599,10.21239,10.19099,10.20267,10.21541,10.22321,10.20951,10.20984,83
01-11-2010,06:00:00,10.20267,10.21389,10.17479,10.20349,10.20984,10.22131,10.18081,10.20901,982
01-11-2010,10:00:00,10.20349,10.20649,10.18879,10.20119,10.20901,10.21201,10.19357,10.20571,2433
01-11-2010,14:00:00,10.20119,10.21839,10.17629,10.20337,10.20571,10.22571,10.18081,10.20711,1856
01-11-2010,18:00:00,10.20337,10.22741,10.18929,10.19269,10.20711,10.23361,10.20081,10.20471,460
01-11-2010,22:00:00,10.19269,10.21494,10.19269,10.21289,10.20471,10.22343,10.20151,10.22171,122
01-12-2010,02:00:00,10.21289,10.22389,10.21269,10.21769,10.22171,10.23171,10.22171,10.22891,127
01-12-2010,06:00:00,10.21769,10.24209,10.19169,10.23289,10.22891,10.24731,10.19971,10.23931,1830
01-12-2010,10:00:00,10.23289,10.24509,10.20869,10.24409,10.23931,10.24981,10.21384,10.24981,1633
01-12-2010,14:00:00,10.24409,10.25415,10.22349,10.23019,10.24981,10.25901,10.22854,10.23571,1943
01-12-2010,18:00:00,10.23019,10.23579,10.21649,10.21819,10.23571,10.24581,10.22371,10.23061,551
01-12-2010,22:00:00,10.21819,10.22324,10.21669,10.21883,10.23061,10.23431,10.22576,10.23018,73
01-13-2010,02:00:00,10.21883,10.22469,10.21769,10.21859,10.23018,10.23375,10.22451,10.23141,57
01-13-2010,06:00:00,10.21859,10.24129,10.21299,10.21669,10.23141,10.24831,10.21981,10.22311,1051
01-13-2010,10:00:00,10.21669,10.22179,10.18699,10.19929,10.22311,10.22701,10.19181,10.20531,1596
01-13-2010,14:00:00,10.19929,10.23159,10.19929,10.20479,10.20531,10.23711,10.20531,10.21351,2053
01-13-2010,18:00:00,10.20479,10.21029,10.18169,10.18219,10.21351,10.21831,10.18771,10.19421,469
01-13-2010,22:00:00,10.18219,10.19349,10.18169,10.18757,10.19421,10.20501,10.19173,10.19393,150
