"Date","Time","OpenBid","HighBid","LowBid","CloseBid","OpenAsk","HighAsk","LowAsk","CloseAsk","Total Ticks"
01-03-2010,22:00:00,1.0358,1.03964,1.03382,1.03909,1.036,1.03983,1.03413,1.0393,5795
01-04-2010,02:00:00,1.03909,1.03914,1.03517,1.03599,1.0393,1.03935,1.03538,1.0362,3267
01-04-2010,06:00:00,1.03599,1.042,1.0332,1.0334,1.0362,1.0421,1.0334,1.03357,10249
01-04-2010,10:00:00,1.0334,1.03514,1.02982,1.03093,1.03357,1.03535,1.03001,1.0311,10504
01-04-2010,14:00:00,1.03093,1.03159,1.02625,1.02912,1.0311,1.03177,1.02643,1.02931,13774
01-04-2010,18:00:00,1.02912,1.03035,1.02827,1.0295,1.02931,1.03056,1.02848,1.03008,4065
01-04-2010,22:00:00,1.0295,1.03021,1.02746,1.02825,1.03008,1.03044,1.02765,1.02846,3841
01-05-2010,02:00:00,1.02825,1.02964,1.02561,1.02651,1.02846,1.02985,1.02585,1.02668,4429
01-05-2010,06:00:00,1.02651,1.03139,1.02519,1.0283,1.02668,1.03159,1.02543,1.02851,12531
01-05-2010,10:00:00,1.0283,1.03159,1.02775,1.03008,1.02851,1.0318,1.02789,1.03029,11218
01-05-2010,14:00:00,1.03008,1.0335,1.03008,1.03219,1.03029,1.03371,1.03029,1.0324,15990
01-05-2010,18:00:00,1.03219,1.036,1.03209,1.03356,1.0324,1.03621,1.0323,1.03411,6393
01-05-2010,22:00:00,1.03356,1.03544,1.03269,1.03269,1.03411,1.03565,1.03284,1.03288,4212
01-06-2010,02:00:00,1.03269,1.03546,1.03239,1.03427,1.03288,1.03564,1.0326,1.03443,3490
01-06-2010,06:00:00,1.03427,1.03787,1.03245,1.03276,1.03443,1.03816,1.03267,1.03301,14400
01-06-2010,10:00:00,1.03276,1.03447,1.03094,1.0318,1.03301,1.03472,1.03115,1.03198,10021
01-06-2010,14:00:00,1.0318,1.0335,1.02697,1.02831,1.03198,1.03368,1.02718,1.02851,13300
01-06-2010,18:00:00,1.02831,1.03012,1.02484,1.02738,1.02851,1.03027,1.025,1.0279,7113
01-06-2010,22:00:00,1.02738,1.02836,1.02418,1.0262,1.0279,1.02853,1.02443,1.02641,5475
01-07-2010,02:00:00,1.0262,1.02904,1.0262,1.02844,1.02641,1.0292,1.02641,1.02864,3764
01-07-2010,06:00:00,1.02844,1.03286,1.02789,1.03209,1.02864,1.03305,1.0281,1.0323,11603
01-07-2010,10:00:00,1.03209,1.03709,1.03186,1.03483,1.0323,1.03723,1.03206,1.03504,12714
01-07-2010,14:00:00,1.03483,1.03574,1.03175,1.03296,1.03504,1.03594,1.03192,1.03316,12275
01-07-2010,18:00:00,1.03296,1.03441,1.03258,1.03384,1.03316,1.03484,1.03278,1.03435,5418
01-07-2010,22:00:00,1.03384,1.03529,1.03324,1.03432,1.03435,1.0355,1.03345,1.03453,4065
01-08-2010,02:00:00,1.03432,1.03613,1.03364,1.03514,1.03453,1.03627,1.03385,1.03535,3319
01-08-2010,06:00:00,1.03514,1.03531,1.03279,1.03441,1.03535,1.0354,1.033,1.03461,7770
01-08-2010,10:00:00,1.03441,1.03841,1.02604,1.0272,1.03461,1.0386,1.02633,1.02745,12721
01-08-2010,14:00:00,1.0272,1.03476,1.02475,1.02615,1.02745,1.03494,1.02495,1.02633,17876
01-08-2010,18:00:00,1.02615,1.02635,1.02155,1.02329,1.02633,1.02655,1.02174,1.0235,6627
01-10-2010,22:00:00,1.02329,1.02402,1.01774,1.01846,1.0235,1.02433,1.0183,1.01896,4694
01-11-2010,02:00:00,1.01846,1.01846,1.0132,1.01569,1.01896,1.01896,1.01341,1.0159,6153
01-11-2010,06:00:00,1.01569,1.0204,1.01562,1.01642,1.0159,1.02059,1.01583,1.01659,11006
01-11-2010,10:00:00,1.01642,1.01767,1.01494,1.01579,1.01659,1.01786,1.01512,1.016,9503
