,Date,Compte,Ticker,Type,Quantité,Exposition,Latent PnL
0,2020-01-14,U3229419,JNPR,Stock,-204.0,-4993.92,4.079999999999913
1,2020-01-14,U3229419,UPS,Stock,-43.0,-5018.96,-23.64999999999988
2,2020-01-14,U3229419,HBAN,Stock,-347.0,-5024.56,-41.63999999999973
3,2020-01-14,U3229419,PSX,Stock,-48.0,-5052.0,-54.23999999999978
4,2020-01-14,U3229419,BDX,Stock,-18.0,-4960.62,-6.660000000000082
5,2020-01-14,U3229419,RF,Stock,304.0,4997.76,15.199999999999134
6,2020-01-14,U3229419,ZION,Stock,-98.0,-4996.04,-43.120000000000466
7,2020-01-14,U3229419,HSIC,Stock,75.0,4977.0,83.24999999999996
8,2020-01-14,U3229419,NTAP,Stock,-78.0,-4994.34,19.5
9,2020-01-14,U3229419,SNA,Stock,-30.0,-5032.8,-21.30000000000024
10,2020-01-14,U3229419,GILD,Stock,78.0,5024.76,-17.159999999999908
11,2020-01-14,U3229419,NEM,Stock,-118.0,-4998.48,-55.45999999999986
12,2020-01-14,U3229419,LEG,Stock,-99.0,-5002.47,-13.860000000000054
13,2020-01-14,U3229419,WAT,Stock,-22.0,-5032.94,-72.82000000000005
14,2020-01-14,U3229419,EMR,Stock,-65.0,-5019.3,22.749999999999627
15,2020-01-14,U3229419,CVX,Stock,-43.0,-5008.21,7.310000000000072
16,2020-01-14,U3229419,TPR,Stock,-178.0,-5026.72,-69.4200000000001
17,2020-01-15,U3229419,JNPR,Stock,-408.0,-9987.84,4.079999999999913
18,2020-01-15,U3229419,UPS,Stock,-86.0,-10037.92,-75.68000000000022
19,2020-01-15,U3229419,HBAN,Stock,-694.0,-10049.12,-34.699999999999875
20,2020-01-15,U3229419,PSX,Stock,-96.0,-10104.0,-36.959999999999816
21,2020-01-15,U3229419,BDX,Stock,-36.0,-9921.24,-37.440000000000744
22,2020-01-15,U3229419,RF,Stock,608.0,9995.52,-24.32000000000164
23,2020-01-15,U3229419,ZION,Stock,-196.0,-9992.08,16.659999999999474
24,2020-01-14,U3229419,HSIC,Stock,75.0,4977.0,83.24999999999996
25,2020-01-15,U3229419,NTAP,Stock,-156.0,-9988.68,7.020000000000267
26,2020-01-15,U3229419,SNA,Stock,-60.0,-10065.6,-3.6000000000001364
27,2020-01-15,U3229419,GILD,Stock,156.0,10049.52,-42.12000000000049
28,2020-01-15,U3229419,NEM,Stock,-236.0,-9996.96,-192.34000000000032
29,2020-01-15,U3229419,LEG,Stock,-198.0,-10004.94,-59.40000000000014
30,2020-01-15,U3229419,WAT,Stock,-44.0,-10065.88,-195.80000000000013
31,2020-01-15,U3229419,EMR,Stock,-130.0,-10038.6,59.14999999999978
32,2020-01-15,U3229419,CVX,Stock,-86.0,-10016.42,21.93000000000022
33,2020-01-15,U3229419,TPR,Stock,-356.0,-10053.44,-126.38000000000015
34,2020-01-15,U3229419,HOLX,Stock,-93.0,-4978.29,-20.45999999999989
35,2020-01-15,U3229419,MMM,Stock,-27.0,-4897.26,43.19999999999985
36,2020-01-16,U3229419,JNPR,Stock,-612.0,-14981.76,-81.59999999999971
37,2020-01-16,U3229419,UPS,Stock,-129.0,-15056.88,-156.95000000000024
38,2020-01-16,U3229419,HBAN,Stock,-1041.0,-15073.68,-97.15999999999977
39,2020-01-16,U3229419,PSX,Stock,-144.0,-15156.0,33.11999999999989
40,2020-01-16,U3229419,BDX,Stock,-54.0,-14881.86,-60.48000000000126
41,2020-01-16,U3229419,RF,Stock,912.0,14993.28,39.51999999999753
42,2020-01-16,U3229419,ZION,Stock,-294.0,-14988.12,40.17999999999896
43,2020-01-16,U3229419,HSIC,Stock,2.0,-46.1300000000001,41.640000000000455
44,2020-01-16,U3229419,NTAP,Stock,-234.0,-14983.02,-98.27999999999928
45,2020-01-16,U3229419,SNA,Stock,-90.0,-15098.4,-30.900000000000034
46,2020-01-16,U3229419,GILD,Stock,234.0,15074.28,-137.2800000000004
47,2020-01-16,U3229419,NEM,Stock,-354.0,-14995.44,-364.6200000000004
48,2020-01-16,U3229419,LEG,Stock,-297.0,-15007.41,-163.34999999999985
49,2020-01-16,U3229419,WAT,Stock,-66.0,-15098.82,-390.28000000000014
50,2020-01-16,U3229419,EMR,Stock,-195.0,-15057.9,16.899999999999412
51,2020-01-16,U3229419,CVX,Stock,-129.0,-15024.63,3.8700000000001467
52,2020-01-16,U3229419,TPR,Stock,-534.0,-15080.16,-234.9600000000006
53,2020-01-16,U3229419,HOLX,Stock,-186.0,-9956.58,-84.62999999999968
54,2020-01-16,U3229419,MMM,Stock,-54.0,-9794.52,53.18999999999997
55,2020-01-16,U3229419,CPRI,Stock,-139.0,-5042.92,-143.17000000000016
56,2020-01-16,U3229419,JNPR,Stock,-612.0,-14981.76,-81.59999999999971
57,2020-01-16,U3229419,UPS,Stock,-129.0,-15056.88,-156.95000000000024
58,2020-01-16,U3229419,HBAN,Stock,-1041.0,-15073.68,-97.15999999999977
59,2020-01-16,U3229419,PSX,Stock,-144.0,-15156.0,33.11999999999989
60,2020-01-16,U3229419,BDX,Stock,-54.0,-14881.86,-60.48000000000126
61,2020-01-16,U3229419,RF,Stock,912.0,14993.28,39.51999999999753
62,2020-01-16,U3229419,ZION,Stock,-294.0,-14988.12,40.17999999999896
63,2020-01-16,U3229419,HSIC,Stock,2.0,-46.1300000000001,41.640000000000455
64,2020-01-16,U3229419,NTAP,Stock,-234.0,-14983.02,-98.27999999999928
65,2020-01-16,U3229419,SNA,Stock,-90.0,-15098.4,-30.900000000000034
66,2020-01-16,U3229419,GILD,Stock,234.0,15074.28,-137.2800000000004
67,2020-01-16,U3229419,NEM,Stock,-354.0,-14995.44,-364.6200000000004
68,2020-01-16,U3229419,LEG,Stock,-297.0,-15007.41,-163.34999999999985
69,2020-01-16,U3229419,WAT,Stock,-66.0,-15098.82,-390.28000000000014
70,2020-01-16,U3229419,EMR,Stock,-195.0,-15057.9,16.899999999999412
71,2020-01-16,U3229419,CVX,Stock,-129.0,-15024.63,3.870000000000146
72,2020-01-16,U3229419,TPR,Stock,-534.0,-15080.16,-234.9600000000006
73,2020-01-16,U3229419,HOLX,Stock,-186.0,-9956.58,-84.62999999999968
74,2020-01-16,U3229419,MMM,Stock,-54.0,-9794.52,53.18999999999997
75,2020-01-16,U3229419,CPRI,Stock,-139.0,-5042.92,-143.17000000000016
76,2020-01-21,U3229419,JNPR,Stock,-816.0,-19975.68,-89.75999999999954
77,2020-01-21,U3229419,UPS,Stock,-172.0,-20075.84,-185.76000000000042
78,2020-01-21,U3229419,HBAN,Stock,-1388.0,-20098.24,-142.2699999999994
79,2020-01-21,U3229419,PSX,Stock,-192.0,-20208.0,172.79999999999973
80,2020-01-21,U3229419,BDX,Stock,-72.0,-19842.48,-95.4000000000012
81,2020-01-21,U3229419,RF,Stock,1216.0,19991.04,-18.24000000000286
82,2020-01-21,U3229419,ZION,Stock,-392.0,-19984.16,146.01999999999882
83,2020-01-21,U3229419,HSIC,Stock,-71.0,-5069.26,-16.759999999999334
84,2020-01-16,U3229419,NTAP,Stock,-234.0,-14983.02,-98.27999999999928
85,2020-01-21,U3229419,SNA,Stock,-120.0,-20131.2,-62.40000000000038
86,2020-01-21,U3229419,GILD,Stock,312.0,20099.04,-276.9000000000003
87,2020-01-21,U3229419,NEM,Stock,-472.0,-19993.92,-523.9200000000005
88,2020-01-21,U3229419,LEG,Stock,-396.0,-20009.88,-223.7399999999997
89,2020-01-21,U3229419,WAT,Stock,-88.0,-20131.76,-718.0799999999997
90,2020-01-21,U3229419,EMR,Stock,-260.0,-20077.2,14.949999999999335
91,2020-01-21,U3229419,CVX,Stock,-172.0,-20032.84,139.75
92,2020-01-21,U3229419,TPR,Stock,-712.0,-20106.88,-256.32000000000085
93,2020-01-21,U3229419,HOLX,Stock,-279.0,-14934.87,-147.86999999999966
94,2020-01-21,U3229419,MMM,Stock,-81.0,-14691.78,106.92000000000021
95,2020-01-21,U3229419,CPRI,Stock,-278.0,-10085.84,-197.38000000000028
96,2020-01-21,U3229419,ALLE,Stock,-38.0,-4898.58,67.25999999999985
97,2020-01-21,U3229419,WU,Stock,-178.0,-4918.14,55.17999999999977
98,2020-01-21,U3229419,MAS,Stock,-100.0,-4923.0,-9.000000000000343
