,Date,Nbre Positions,Nbre Tickers,Nbre Long,Nbre Short,Exposition Long,Exposition Short,Exposition Totale,Latent PnL
27,2020-01-21,29,25,2,27,40090.08,-369704.47,-329614.39,-2040.2400000000064
28,2020-01-22,28,24,3,25,59771.40000000003,-495606.33,-435834.93,-3014.450000000008
29,2020-01-23,26,25,3,23,79452.72,-549097.22,-469644.5,-3661.3200000000097
30,2020-01-24,25,25,3,22,99134.04,-598674.28,-499540.2400000001,-4516.380000000013
31,2020-01-14,18,17,4,14,19976.52,-70161.36,-50184.84,-183.9900000000016
32,2020-01-15,18,18,2,16,20045.04,-150198.27000000002,-130153.23,-697.1600000000043
33,2020-01-16,42,20,6,36,60042.86,-500522.2400000001,-440479.38000000006,-3827.040000000009
34,2020-01-21,30,25,2,28,40090.08,-374615.77,-334525.68999999994,-2014.590000000006
35,2020-01-22,29,24,3,26,59771.40000000003,-520866.33,-461094.93,-2678.9300000000085
36,2020-01-23,27,25,3,24,79452.72,-579146.48,-499693.76,-3223.1500000000096
37,2020-01-24,32,25,3,29,99134.04000000004,-774174.16,-675040.12,-4162.120000000016
38,2020-01-27,19,19,3,16,114120.11,-507901.06000000006,-393780.95,-5387.330000000013
39,2020-01-14,18,17,4,14,19976.52,-70161.36,-50184.84,-183.9900000000016
40,2020-01-15,18,18,2,16,20045.04,-150198.27000000002,-130153.23,-697.1600000000043
41,2020-01-16,42,20,6,36,60042.86,-500522.2400000001,-440479.38000000006,-3827.040000000009
42,2020-01-21,31,25,2,29,40090.08,-379527.07,-339436.98999999993,-1988.9400000000053
43,2020-01-22,30,24,3,27,59771.40000000003,-546126.3300000001,-486354.93,-2343.410000000009
44,2020-01-23,27,25,3,24,79452.72,-579146.48,-499693.76,-3223.1500000000096
45,2020-01-24,35,25,3,32,99134.04,-839443.56,-740309.5200000005,-4094.7600000000175
46,2020-01-27,20,19,3,17,114120.11,-542181.8800000001,-428061.77,-4849.220000000012
47,2020-01-28,21,21,3,18,93884.64,-745386.93,-651502.29,-6602.890000000013
48,2020-01-29,3,3,1,2,34769.48,-50404.16,-15634.679999999995,-574.8800000000033
49,2020-01-14,18,17,4,14,19976.52,-70161.36,-50184.84,-183.9900000000016
50,2020-01-15,18,18,2,16,20045.04,-150198.27000000002,-130153.23,-697.1600000000043
51,2020-01-16,42,20,6,36,60042.86,-500522.2400000001,-440479.38000000006,-3827.040000000009
52,2020-01-21,32,25,2,30,40090.08,-384438.37,-344348.29000000004,-1963.290000000005
53,2020-01-22,31,24,3,28,59771.40000000003,-571386.3300000001,-511614.93,-2007.8900000000087
54,2020-01-23,27,25,3,24,79452.72,-579146.48,-499693.76,-3223.1500000000096
55,2020-01-24,37,25,3,34,99134.04000000004,-879673.6600000001,-780539.6200000001,-3993.86000000002
56,2020-01-27,21,19,3,18,114120.11,-576462.7000000002,-462342.59,-4311.110000000012
57,2020-01-28,22,21,3,19,93884.64,-795576.53,-701691.89,-6641.590000000016
58,2020-01-29,4,3,1,3,34769.48,-55626.56000000001,-20857.08,-550.5600000000035
59,2020-01-30,23,23,4,19,138396.08000000002,-851223.29,-712827.2100000002,-8529.470000000016
60,2020-01-14,18,17,4,14,19976.52,-70161.36,-50184.84,-183.9900000000016
61,2020-01-15,18,18,2,16,20045.04,-150198.27000000002,-130153.23,-697.1600000000043
62,2020-01-16,42,20,6,36,60042.86,-500522.2400000001,-440479.38000000006,-3827.040000000009
63,2020-01-21,33,25,2,31,40090.08,-389349.67,-349259.59,-1937.6400000000056
64,2020-01-22,32,24,3,29,59771.40000000003,-596646.3300000001,-536874.9299999999,-1672.3700000000094
65,2020-01-23,27,25,3,24,79452.72,-579146.48,-499693.76,-3223.1500000000096
66,2020-01-24,39,25,3,36,99134.04,-919903.76,-820769.7200000004,-3892.960000000022
67,2020-01-27,22,19,3,19,114120.11,-610743.5200000004,-496623.41,-3773.0000000000136
68,2020-01-28,22,21,3,19,93884.64,-795576.53,-701691.89,-6641.590000000016
69,2020-01-29,5,3,1,4,34769.48,-60848.96000000001,-26079.48,-526.2400000000038
70,2020-01-30,26,23,5,21,143132.32000000007,-961611.26,-818478.9400000002,-9492.050000000016
71,2020-01-31,21,21,3,18,138435.55000000002,-871967.51,-733531.9599999998,-7334.300000000014
72,2020-01-14,18,17,4,14,19976.52,-70161.36,-50184.84,-183.9900000000016
73,2020-01-15,18,18,2,16,20045.04,-150198.27000000002,-130153.23,-697.1600000000043
74,2020-01-16,42,20,6,36,60042.86,-500522.2400000001,-440479.38000000006,-3827.040000000009
75,2020-01-21,34,25,2,32,40090.08,-394260.97,-354170.89,-1911.9900000000048
76,2020-01-22,33,24,3,30,59771.40000000003,-621906.3300000001,-562134.9299999999,-1336.8500000000095
77,2020-01-23,27,25,3,24,79452.72,-579146.48,-499693.76,-3223.1500000000096
78,2020-01-24,41,25,3,38,99134.04000000004,-960133.8600000005,-860999.8200000002,-3792.060000000023
79,2020-01-27,23,19,3,20,114120.11,-645024.3400000003,-530904.23,-3234.890000000014
80,2020-01-28,22,21,3,19,93884.64,-795576.53,-701691.89,-6641.590000000016
81,2020-01-29,5,3,1,4,34769.48,-60848.96000000001,-26079.48,-526.2400000000038
82,2020-01-30,28,23,6,22,147868.56000000006,-1016972.0600000002,-869103.5000000001,-10374.44000000002
83,2020-01-31,23,21,4,19,198732.67000000004,-923326.85,-724594.1799999998,-7386.090000000016
84,2020-02-03,23,23,2,21,79662.23000000001,-931123.61,-851461.3799999999,-7397.970000000008
85,2020-01-14,18,17,4,14,19976.52,-70161.36,-50184.84,-183.9900000000016
86,2020-01-15,18,18,2,16,20045.04,-150198.27000000002,-130153.23,-697.1600000000043
87,2020-01-16,42,20,6,36,60042.86,-500522.2400000001,-440479.38000000006,-3827.040000000009
88,2020-01-21,35,25,2,33,40090.08,-399172.27,-359082.19,-1886.340000000005
89,2020-01-22,33,24,3,30,59771.40000000003,-621906.3300000001,-562134.9299999999,-1336.8500000000095
90,2020-01-23,27,25,3,24,79452.72,-579146.48,-499693.76,-3223.1500000000096
91,2020-01-24,42,25,3,39,99134.04,-965176.9200000005,-866042.8800000001,-3762.3600000000233
92,2020-01-27,24,19,3,21,114120.11,-679305.1600000004,-565185.05,-2696.7800000000148
93,2020-01-28,22,21,3,19,93884.64,-795576.53,-701691.89,-6641.590000000016
94,2020-01-29,5,3,1,4,34769.48,-60848.96000000001,-26079.48,-526.2400000000038
95,2020-01-30,29,23,7,22,152604.80000000002,-1016972.0600000002,-864367.2600000001,-11683.13000000002
96,2020-01-31,23,21,4,19,198732.67000000004,-923326.85,-724594.1799999998,-7386.090000000016
97,2020-02-03,24,23,3,21,140192.78,-931123.61,-790930.8299999998,-8913.650000000009
98,2020-02-05,27,27,1,26,36659.45000000001,-1489235.1700000004,-1452575.7199999997,-8684.150000000023
99,2020-01-14,18,17,4,14,19976.52,-70161.36,-50184.84,-183.9900000000016
100,2020-01-15,18,18,2,16,20045.04,-150198.27000000002,-130153.23,-697.1600000000043
101,2020-01-16,42,20,6,36,60042.86,-500522.2400000001,-440479.38000000006,-3827.040000000009
102,2020-01-21,36,25,2,34,40090.08,-404083.57,-363993.49,-1860.6900000000048
103,2020-01-22,33,24,3,30,59771.40000000003,-621906.3300000001,-562134.9299999999,-1336.8500000000095
104,2020-01-23,27,25,3,24,79452.72,-579146.48,-499693.76,-3223.1500000000096
105,2020-01-24,43,25,3,40,99134.04000000004,-970219.98,-871085.9400000002,-3732.660000000024
106,2020-01-27,25,19,3,22,114120.11,-713585.9800000004,-599465.8700000001,-2158.6700000000155
107,2020-01-28,22,21,3,19,93884.64,-795576.53,-701691.89,-6641.590000000016
108,2020-01-29,5,3,1,4,34769.48,-60848.96000000001,-26079.48,-526.2400000000038
109,2020-01-30,30,23,8,22,157341.04,-1016972.0600000002,-859631.0200000001,-12991.820000000022
110,2020-01-31,23,21,4,19,198732.67000000004,-923326.85,-724594.1799999998,-7386.090000000016
111,2020-02-03,48,26,5,43,233876.26000000004,-2293600.78,-2059724.52,-17600.070000000032
112,2020-02-05,31,27,1,30,36659.45000000001,-1716649.9200000004,-1679990.4699999997,-10212.660000000029
113,2020-01-14,18,17,4,14,19976.52,-70161.36,-50184.84,-183.9900000000016
114,2020-01-15,18,18,2,16,20045.04,-150198.27000000002,-130153.23,-697.1600000000043
115,2020-01-16,42,20,6,36,60042.86,-500522.2400000001,-440479.38000000006,-3827.040000000009
116,2020-01-21,37,25,2,35,40090.08,-408994.87,-368904.79,-1835.0400000000045
117,2020-01-22,33,24,3,30,59771.40000000003,-621906.3300000001,-562134.9299999999,-1336.8500000000095
118,2020-01-23,27,25,3,24,79452.72,-579146.48,-499693.76,-3223.1500000000096
119,2020-01-24,44,25,3,41,99134.04,-975263.04,-876129.0000000001,-3702.9600000000237
120,2020-01-27,26,19,3,23,114120.11,-747866.8000000005,-633746.6900000002,-1620.5600000000159
121,2020-01-28,22,21,3,19,93884.64,-795576.53,-701691.89,-6641.590000000016
122,2020-01-29,5,3,1,4,34769.48,-60848.96000000001,-26079.48,-526.2400000000038
123,2020-01-30,31,23,9,22,162077.28,-1016972.0600000002,-854894.7800000001,-14300.510000000022
124,2020-01-31,23,21,4,19,198732.67000000004,-923326.85,-724594.1799999998,-7386.090000000016
125,2020-02-03,51,26,6,45,298816.09,-2467993.29,-2169177.2,-19437.00000000004
126,2020-02-05,31,27,1,30,36659.45000000001,-1716649.9200000004,-1679990.4699999997,-10212.660000000029
127,2020-02-06,26,26,2,24,8123.500000000007,-1750916.82,-1742793.3199999996,-11881.480000000014
128,2020-01-14,18,17,4,14,19976.52,-70161.36,-50184.84,-183.9900000000016
129,2020-01-15,18,18,2,16,20045.04,-150198.27000000002,-130153.23,-697.1600000000043
130,2020-01-16,42,20,6,36,60042.86,-500522.2400000001,-440479.38000000006,-3827.040000000009
131,2020-01-21,38,25,2,36,40090.08,-413906.17,-373816.09,-1809.390000000004
132,2020-01-22,33,24,3,30,59771.40000000003,-621906.3300000001,-562134.9299999999,-1336.8500000000095
133,2020-01-23,27,25,3,24,79452.72,-579146.48,-499693.76,-3223.1500000000096
134,2020-01-24,45,25,3,42,99134.04000000004,-980306.1,-881172.0600000003,-3673.260000000024
135,2020-01-27,27,19,3,24,114120.11,-782147.6200000001,-668027.5100000002,-1082.4500000000166
136,2020-01-28,22,21,3,19,93884.64,-795576.53,-701691.89,-6641.590000000016
137,2020-01-29,5,3,1,4,34769.48,-60848.96000000001,-26079.48,-526.2400000000038
138,2020-01-30,31,23,9,22,162077.28,-1016972.0600000002,-854894.7800000001,-14300.510000000022
139,2020-01-31,23,21,4,19,198732.67000000004,-923326.85,-724594.1799999998,-7386.090000000016
140,2020-02-03,54,26,7,47,363755.92,-2642385.8000000003,-2278629.8800000004,-21273.930000000048
141,2020-02-05,31,27,1,30,36659.45000000001,-1716649.9200000004,-1679990.4699999997,-10212.660000000029
142,2020-02-06,27,26,2,25,8123.500000000007,-1860116.42,-1851992.92,-10673.860000000015
143,2020-02-07,26,26,2,24,7485.5300000000025,-1869564.76,-1862079.23,-16618.60000000002
144,2020-01-14,18,17,4,14,19976.52,-70161.36,-50184.84,-183.9900000000016
145,2020-01-15,18,18,2,16,20045.04,-150198.27000000002,-130153.23,-697.1600000000043
146,2020-01-16,42,20,6,36,60042.86,-500522.2400000001,-440479.38000000006,-3827.040000000009
147,2020-01-21,39,25,2,37,40090.08,-418817.47,-378727.39,-1783.7400000000034
148,2020-01-22,33,24,3,30,59771.40000000003,-621906.3300000001,-562134.9299999999,-1336.8500000000095
149,2020-01-23,27,25,3,24,79452.72,-579146.48,-499693.76,-3223.1500000000096
150,2020-01-24,46,25,3,43,99134.04,-985349.16,-886215.1200000003,-3643.5600000000236
151,2020-01-27,28,19,3,25,114120.11,-816428.4400000002,-702308.3300000003,-544.3400000000172
152,2020-01-28,22,21,3,19,93884.64,-795576.53,-701691.89,-6641.590000000016
153,2020-01-29,5,3,1,4,34769.48,-60848.96000000001,-26079.48,-526.2400000000038
154,2020-01-30,31,23,9,22,162077.28,-1016972.0600000002,-854894.7800000001,-14300.510000000022
155,2020-01-31,23,21,4,19,198732.67000000004,-923326.85,-724594.1799999998,-7386.090000000016
156,2020-02-03,56,26,8,48,428695.75,-2726716.34,-2298020.59,-23934.950000000063
157,2020-02-05,31,27,1,30,36659.45000000001,-1716649.9200000004,-1679990.4699999997,-10212.660000000029
158,2020-02-06,27,26,2,25,8123.500000000007,-1860116.42,-1851992.92,-10673.860000000015
159,2020-02-07,27,26,2,25,7485.5300000000025,-1910117.56,-1902632.0300000003,-18798.040000000023
160,2020-02-10,28,28,1,27,14562.44,-2270280.9,-2255718.46,-14606.71000000002
161,2020-01-14,18,17,4,14,19976.52,-70161.36,-50184.84,-183.9900000000016
162,2020-01-15,18,18,2,16,20045.04,-150198.27000000002,-130153.23,-697.1600000000043
163,2020-01-16,42,20,6,36,60042.86,-500522.2400000001,-440479.38000000006,-3827.040000000009
164,2020-01-21,40,25,2,38,40090.08,-423728.77,-383638.69000000006,-1758.0900000000033
165,2020-01-22,33,24,3,30,59771.40000000003,-621906.3300000001,-562134.9299999999,-1336.8500000000095
166,2020-01-23,27,25,3,24,79452.72,-579146.48,-499693.76,-3223.1500000000096
167,2020-01-24,47,25,3,44,99134.04000000004,-990392.2200000002,-891258.1800000005,-3613.860000000024
168,2020-01-27,29,19,3,26,114120.11,-850709.2600000001,-736589.1500000005,-6.230000000017752
169,2020-01-28,22,21,3,19,93884.64,-795576.53,-701691.89,-6641.590000000016
170,2020-01-29,5,3,1,4,34769.48,-60848.96000000001,-26079.48,-526.2400000000038
171,2020-01-30,31,23,9,22,162077.28,-1016972.0600000002,-854894.7800000001,-14300.510000000022
172,2020-01-31,23,21,4,19,198732.67000000004,-923326.85,-724594.1799999998,-7386.090000000016
173,2020-02-03,58,26,9,49,493635.58,-2811046.88,-2317411.3,-26595.970000000078
174,2020-02-05,31,27,1,30,36659.45000000001,-1716649.9200000004,-1679990.4699999997,-10212.660000000029
175,2020-02-06,27,26,2,25,8123.500000000007,-1860116.42,-1851992.92,-10673.860000000015
176,2020-02-07,28,26,2,26,7485.5300000000025,-1950670.36,-1943184.8300000003,-20977.480000000032
177,2020-02-10,29,28,1,28,14562.44,-2353971.9,-2339409.46,-13731.710000000025
178,2020-02-11,27,27,1,26,19475.54,-2421510.4600000004,-2402034.92,-19465.080000000013
179,2020-01-14,18,17,4,14,19976.52,-70161.36,-50184.84,-183.99000000000157
180,2020-01-15,18,18,2,16,20045.04,-150198.27000000002,-130153.23,-697.1600000000042
181,2020-01-16,42,20,6,36,60042.86,-500522.2400000001,-440479.38000000006,-3827.040000000009
182,2020-01-21,41,25,2,39,40090.08,-428640.07,-388549.9900000001,-1732.440000000003
183,2020-01-22,33,24,3,30,59771.40000000003,-621906.3300000001,-562134.9299999999,-1336.8500000000095
184,2020-01-23,27,25,3,24,79452.72,-579146.48,-499693.76,-3223.1500000000096
185,2020-01-24,48,25,3,45,99134.04,-995435.2800000005,-896301.24,-3584.1600000000244
186,2020-01-27,29,19,3,26,114120.11,-850709.2600000001,-736589.1500000005,-6.2300000000177524
187,2020-01-28,22,21,3,19,93884.64,-795576.53,-701691.89,-6641.590000000016
188,2020-01-29,5,3,1,4,34769.48,-60848.96000000001,-26079.48,-526.2400000000038
189,2020-01-30,31,23,9,22,162077.28,-1016972.0600000002,-854894.7800000001,-14300.510000000022
190,2020-01-31,23,21,4,19,198732.67000000004,-923326.85,-724594.1799999998,-7386.090000000016
191,2020-02-03,60,26,10,50,558575.41,-2895377.42,-2336802.01,-29256.99000000008
192,2020-02-05,31,27,1,30,36659.45000000001,-1716649.9200000004,-1679990.4699999997,-10212.660000000029
193,2020-02-06,27,26,2,25,8123.500000000007,-1860116.42,-1851992.92,-10673.860000000015
194,2020-02-07,28,26,2,26,7485.530000000003,-1950670.36,-1943184.8300000003,-20977.480000000032
195,2020-02-10,30,28,1,29,14562.44,-2437662.9,-2423100.46,-12856.71000000003
196,2020-02-11,29,27,1,28,19475.54,-2529700.8400000003,-2510225.3,-19525.720000000016
197,2020-02-13,27,27,1,26,24388.64,-2612824.22,-2588435.58,-24754.17000000002
198,2020-01-14,18,17,4,14,19976.52,-70161.36,-50184.84,-183.99000000000154
199,2020-01-15,18,18,2,16,20045.04,-150198.27000000002,-130153.23,-697.1600000000041
200,2020-01-16,42,20,6,36,60042.86,-500522.24000000005,-440479.38000000006,-3827.040000000009
201,2020-01-21,42,25,2,40,40090.08,-433551.37000000005,-393461.29000000004,-1706.7900000000027
202,2020-01-22,33,24,3,30,59771.40000000002,-621906.3300000001,-562134.9299999999,-1336.8500000000097
203,2020-01-23,27,25,3,24,79452.72,-579146.48,-499693.76,-3223.1500000000096
204,2020-01-24,49,25,3,46,99134.04000000004,-1000478.3400000003,-901344.3,-3554.4600000000246
205,2020-01-27,29,19,3,26,114120.11,-850709.2600000002,-736589.1500000004,-6.230000000017753
206,2020-01-28,22,21,3,19,93884.64000000001,-795576.53,-701691.89,-6641.590000000016
207,2020-01-29,5,3,1,4,34769.48,-60848.96000000001,-26079.479999999996,-526.2400000000038
208,2020-01-30,31,23,9,22,162077.28,-1016972.0600000002,-854894.7800000001,-14300.510000000022
209,2020-01-31,23,21,4,19,198732.67000000004,-923326.85,-724594.1799999998,-7386.0900000000165
210,2020-02-03,62,26,11,51,623515.24,-2979707.96,-2356192.7199999997,-31918.01000000009
211,2020-02-05,31,27,1,30,36659.45000000001,-1716649.9200000002,-1679990.4699999997,-10212.660000000029
212,2020-02-06,27,26,2,25,8123.500000000007,-1860116.42,-1851992.92,-10673.860000000015
213,2020-02-07,28,26,2,26,7485.530000000004,-1950670.36,-1943184.8300000003,-20977.480000000032
214,2020-02-10,31,28,1,30,14562.44,-2521353.9,-2506791.46,-11981.710000000036
215,2020-02-11,31,27,1,30,19475.54,-2637891.22,-2618415.6799999997,-19586.36000000002
216,2020-02-13,54,27,2,52,48777.28,-5225648.4399999995,-5176871.159999999,-49508.34000000004
