,Compte,Type,conId,Ticker,Quantité,Average Cost
0,U3229419,Stock,6248722,JNPR,-204.0,24.484374
1,U3229419,Stock,6231002,UPS,-43.0,116.7242093
2,U3229419,Stock,270018,HBAN,-347.0,14.484581
3,U3229419,Stock,105669270,PSX,-48.0,105.24686875
4,U3229419,Stock,4886,BDX,-18.0,275.5886222
5,U3229419,Stock,273815,RF,304.0,16.445
6,U3229419,Stock,276329,ZION,-98.0,50.97862145
7,U3229419,Stock,49921110,NTAP,-78.0,64.0257346
8,U3229419,Stock,270188,HOLX,-93.0,53.52802045
9,U3229419,Stock,12259,SNA,-30.0,167.76307335
10,U3229419,Stock,269753,GILD,78.0,64.4228205
11,U3229419,Stock,10174,NEM,-118.0,42.36052965
12,U3229419,Stock,9081,LEG,-99.0,50.52873335
13,U3229419,Stock,9720,MMM,-27.0,181.3790889
14,U3229419,Stock,1448494,WAT,-22.0,228.7696909
15,U3229419,Stock,6842,EMR,-65.0,77.2228969
16,U3229419,Stock,5684,CVX,-43.0,116.47421395
17,U3229419,Stock,292491487,TPR,-178.0,28.2436781
