,Date du Relevé,Compte,Type,Ticker,Quantité,Average Cost,Exposition,Date,Close,Latent PnL
0,2020-01-15,U3229419,Stock,JNPR,-204.0,24.48,-4993.92,2020-01-14,24.46,4.079999999999913
1,2020-01-15,U3229419,Stock,UPS,-43.0,116.72,-5018.96,2020-01-14,117.27,-23.64999999999988
2,2020-01-15,U3229419,Stock,HBAN,-347.0,14.48,-5024.56,2020-01-14,14.6,-41.63999999999973
3,2020-01-15,U3229419,Stock,PSX,-48.0,105.25,-5052.0,2020-01-14,106.38,-54.23999999999978
4,2020-01-15,U3229419,Stock,BDX,-18.0,275.59,-4960.62,2020-01-14,275.96,-6.660000000000082
5,2020-01-15,U3229419,Stock,RF,304.0,16.44,4997.76,2020-01-14,16.49,15.199999999999134
6,2020-01-15,U3229419,Stock,ZION,-98.0,50.98,-4996.04,2020-01-14,51.42,-43.120000000000466
7,2020-01-15,U3229419,Stock,HSIC,75.0,66.36,4977.0,2020-01-14,67.47,83.24999999999996
8,2020-01-15,U3229419,Stock,NTAP,-78.0,64.03,-4994.34,2020-01-14,63.78,19.5
9,2020-01-15,U3229419,Stock,SNA,-30.0,167.76,-5032.8,2020-01-14,168.47,-21.30000000000024
10,2020-01-15,U3229419,Stock,GILD,78.0,64.42,5024.76,2020-01-14,64.2,-17.159999999999908
11,2020-01-15,U3229419,Stock,NEM,-118.0,42.36,-4998.48,2020-01-14,42.83,-55.45999999999986
12,2020-01-15,U3229419,Stock,LEG,-99.0,50.53,-5002.47,2020-01-14,50.67,-13.860000000000054
13,2020-01-15,U3229419,Stock,WAT,-22.0,228.77,-5032.94,2020-01-14,232.08,-72.82000000000005
14,2020-01-15,U3229419,Stock,EMR,-65.0,77.22,-5019.3,2020-01-14,76.87,22.749999999999627
15,2020-01-15,U3229419,Stock,CVX,-43.0,116.47,-5008.21,2020-01-14,116.3,7.310000000000072
16,2020-01-15,U3229419,Stock,TPR,-178.0,28.24,-5026.72,2020-01-14,28.63,-69.4200000000001
17,2020-01-16,U3229419,Stock,JNPR,-204.0,24.48,-4993.92,2020-01-15,24.48,-0.0
18,2020-01-16,U3229419,Stock,UPS,-43.0,116.72,-5018.96,2020-01-15,117.93,-52.03000000000034
19,2020-01-16,U3229419,Stock,HBAN,-347.0,14.48,-5024.56,2020-01-15,14.46,6.939999999999852
20,2020-01-16,U3229419,Stock,PSX,-48.0,105.25,-5052.0,2020-01-15,104.89,17.279999999999973
21,2020-01-16,U3229419,Stock,BDX,-18.0,275.59,-4960.62,2020-01-15,277.3,-30.780000000000648
22,2020-01-16,U3229419,Stock,RF,304.0,16.44,4997.76,2020-01-15,16.31,-39.520000000000785
23,2020-01-16,U3229419,Stock,ZION,-98.0,50.98,-4996.04,2020-01-15,50.37,59.77999999999993
24,2020-01-16,U3229419,Stock,NTAP,-78.0,64.03,-4994.34,2020-01-15,64.19,-12.479999999999736
25,2020-01-16,U3229419,Stock,HOLX,-93.0,53.53,-4978.29,2020-01-15,53.75,-20.45999999999989
26,2020-01-16,U3229419,Stock,SNA,-30.0,167.76,-5032.8,2020-01-15,167.17,17.700000000000102
27,2020-01-16,U3229419,Stock,GILD,78.0,64.42,5024.76,2020-01-15,64.1,-24.960000000000573
28,2020-01-16,U3229419,Stock,NEM,-118.0,42.36,-4998.48,2020-01-15,43.52,-136.88000000000045
29,2020-01-16,U3229419,Stock,LEG,-99.0,50.53,-5002.47,2020-01-15,50.99,-45.54000000000008
30,2020-01-16,U3229419,Stock,MMM,-27.0,181.38,-4897.26,2020-01-15,179.78,43.19999999999985
31,2020-01-16,U3229419,Stock,WAT,-22.0,228.77,-5032.94,2020-01-15,234.36,-122.98000000000008
32,2020-01-16,U3229419,Stock,EMR,-65.0,77.22,-5019.3,2020-01-15,76.66,36.40000000000015
33,2020-01-16,U3229419,Stock,CVX,-43.0,116.47,-5008.21,2020-01-15,116.13,14.620000000000148
34,2020-01-16,U3229419,Stock,TPR,-178.0,28.24,-5026.72,2020-01-15,28.56,-56.96000000000005
35,2020-01-17,U3229419,Stock,JNPR,-204.0,24.48,-4993.92,2020-01-16,24.9,-85.67999999999962
36,2020-01-17,U3229419,Stock,UPS,-43.0,116.72,-5018.96,2020-01-16,118.61,-81.27000000000002
37,2020-01-17,U3229419,Stock,HBAN,-347.0,14.48,-5024.56,2020-01-16,14.66,-62.459999999999894
38,2020-01-17,U3229419,Stock,PSX,-48.0,105.25,-5052.0,2020-01-16,103.79,70.0799999999997
39,2020-01-17,U3229419,Stock,CPRI,-139.0,36.28,-5042.92,2020-01-16,37.31,-143.17000000000016
40,2020-01-17,U3229419,Stock,BDX,-18.0,275.59,-4960.62,2020-01-16,276.87,-23.04000000000053
41,2020-01-17,U3229419,Stock,RF,304.0,16.44,4997.76,2020-01-16,16.65,63.83999999999918
42,2020-01-17,U3229419,Stock,ZION,-98.0,50.98,-4996.04,2020-01-16,50.74,23.5199999999995
43,2020-01-17,U3229419,Stock,HSIC,-73.0,68.81,-5023.13,2020-01-16,69.38,-41.6099999999995
44,2020-01-17,U3229419,Stock,NTAP,-78.0,64.03,-4994.34,2020-01-16,65.38,-105.29999999999956
45,2020-01-17,U3229419,Stock,HOLX,-93.0,53.53,-4978.29,2020-01-16,54.22,-64.16999999999979
46,2020-01-17,U3229419,Stock,SNA,-30.0,167.76,-5032.8,2020-01-16,168.67,-27.29999999999989
47,2020-01-17,U3229419,Stock,GILD,78.0,64.42,5024.76,2020-01-16,63.2,-95.15999999999993
48,2020-01-17,U3229419,Stock,NEM,-118.0,42.36,-4998.48,2020-01-16,43.82,-172.2800000000001
49,2020-01-17,U3229419,Stock,LEG,-99.0,50.53,-5002.47,2020-01-16,51.58,-103.94999999999972
50,2020-01-17,U3229419,Stock,MMM,-27.0,181.38,-4897.26,2020-01-16,181.01,9.990000000000123
51,2020-01-17,U3229419,Stock,WAT,-22.0,228.77,-5032.94,2020-01-16,237.61,-194.48000000000008
52,2020-01-17,U3229419,Stock,EMR,-65.0,77.22,-5019.3,2020-01-16,77.87,-42.25000000000037
53,2020-01-17,U3229419,Stock,CVX,-43.0,116.47,-5008.21,2020-01-16,116.89,-18.060000000000073
54,2020-01-17,U3229419,Stock,TPR,-178.0,28.24,-5026.72,2020-01-16,28.85,-108.58000000000051
55,2020-01-22,U3229419,Stock,JNPR,-204.0,24.48,-4993.92,2020-01-21,24.52,-8.159999999999826
56,2020-01-22,U3229419,Stock,HBAN,-347.0,14.48,-5024.56,2020-01-21,14.61,-45.10999999999966
57,2020-01-22,U3229419,Stock,PSX,-48.0,105.25,-5052.0,2020-01-21,102.34,139.67999999999984
58,2020-01-22,U3229419,Stock,CPRI,-139.0,36.28,-5042.92,2020-01-21,36.67,-54.21000000000008
59,2020-01-22,U3229419,Stock,ZION,-98.0,50.98,-4996.04,2020-01-21,49.9,105.83999999999985
