,Date,Open,High,Low,Close,Volume
0,2015-08-24,32.4,33.535,31.745,32.645,-1
1,2015-08-25,33.45,34.15,30.375,30.405,-1
2,2015-08-26,30.375,31.83,30.375,31.44,-1
3,2015-08-27,31.69,31.795,31.185,31.72,-1
4,2015-08-28,31.915,31.915,30.935,31.395,-1
5,2015-08-31,31.245,31.395,30.305,30.745,-1
6,2015-09-01,30.38,30.64,29.755,29.975,-1
7,2015-09-02,30.325,30.36,29.835,29.95,-1
8,2015-09-03,30.095,30.345,29.935,30.255,-1
9,2015-09-04,30.235,30.235,29.595,29.725,-1
10,2015-09-08,29.965,30.34,29.965,30.285,-1
11,2015-09-09,30.39,30.525,29.735,29.8,-1
12,2015-09-10,30.09,30.165,29.64,29.755,-1
13,2015-09-11,29.67,29.825,29.555,29.715,-1
14,2015-09-14,29.835,30.435,29.835,30.165,-1
15,2015-09-15,30.255,30.585,30.095,30.505,-1
16,2015-09-16,30.52,31.115,30.45,31.055,-1
17,2015-09-17,31.07,31.945,30.92,31.575,-1
18,2015-09-18,31.22,31.555,30.87,30.945,-1
19,2015-09-21,31.125,31.22,30.505,30.525,-1
20,2015-09-22,30.395,30.585,28.405,28.445,-1
21,2015-09-23,28.76,29.495,28.625,29.015,-1
22,2015-09-24,28.95,29.235,28.445,29.065,-1
23,2015-09-25,29.295,29.715,29.06,29.505,-1
24,2015-09-28,29.425,29.835,29.085,29.23,-1
25,2015-09-29,29.28,29.565,28.935,29.14,-1
26,2015-09-30,29.375,29.755,29.13,29.695,-1
27,2015-10-01,29.54,29.74,29.065,29.225,-1
28,2015-10-02,29.315,29.82,29.125,29.815,-1
29,2015-10-05,29.91,30.745,29.85,30.3,-1
30,2015-10-06,30.58,30.825,29.875,30.205,-1
31,2015-10-07,30.54,30.565,30.055,30.135,-1
32,2015-10-08,30.265,30.975,29.855,30.875,-1
33,2015-10-09,30.925,31.02,30.655,30.825,-1
34,2015-10-12,30.855,31.365,30.855,31.035,-1
35,2015-10-13,30.895,31.22,30.535,30.595,-1
36,2015-10-14,30.655,30.75,30.235,30.385,-1
37,2015-10-15,30.49,31.145,29.795,30.965,-1
38,2015-10-16,30.995,31.13,30.355,30.465,-1
39,2015-10-19,30.525,30.525,29.965,30.185,-1
40,2015-10-20,30.165,30.705,30.09,30.585,-1
