,Date,Open,High,Low,Close,Volume
0,2015-08-24,49.655,50.68,48.795,49.47,-1
1,2015-08-25,51.105,51.93,49.12,49.17,-1
2,2015-08-26,50.33,50.395,49.115,49.495,-1
3,2015-08-27,50.055,50.32,49.31,50.02,-1
4,2015-08-28,49.82,50.505,49.7,50.215,-1
5,2015-08-31,50.015,50.27,49.905,50.05,-1
6,2015-09-01,49.115,49.845,48.92,49.315,-1
7,2015-09-02,49.805,50.005,49.28,49.78,-1
8,2015-09-03,49.76,50.555,49.76,50.275,-1
9,2015-09-04,49.74,50.19,49.525,49.94,-1
10,2015-09-08,50.64,50.91,50.255,50.695,-1
11,2015-09-09,51.01,51.2,50.035,50.16,-1
12,2015-09-10,49.605,50.155,49.5,49.795,-1
13,2015-09-11,49.02,50.05,49.02,49.995,-1
14,2015-09-14,50.01,50.095,49.445,49.895,-1
15,2015-09-15,49.95,50.325,49.865,50.145,-1
16,2015-09-16,50.165,50.315,49.985,50.145,-1
17,2015-09-17,50.17,50.505,49.915,50.07,-1
18,2015-09-18,49.435,50.06,49.435,49.895,-1
19,2015-09-21,50.0,51.115,49.6,50.125,-1
20,2015-09-22,49.535,49.925,49.475,49.855,-1
21,2015-09-23,49.845,50.065,49.435,49.965,-1
22,2015-09-24,50.075,50.72,49.41,49.815,-1
23,2015-09-25,50.09,50.655,49.935,50.375,-1
24,2015-09-28,50.095,50.3,49.675,49.795,-1
25,2015-09-29,49.79,49.875,48.975,49.21,-1
26,2015-09-30,49.285,49.855,49.075,49.805,-1
27,2015-10-01,49.485,50.235,49.485,50.1,-1
28,2015-10-02,49.665,50.52,49.485,50.515,-1
29,2015-10-05,50.72,51.525,50.72,51.455,-1
30,2015-10-06,51.455,51.655,51.13,51.445,-1
31,2015-10-07,51.675,51.99,51.495,51.825,-1
32,2015-10-08,51.66,52.975,51.64,52.935,-1
33,2015-10-09,53.025,53.555,52.885,53.165,-1
34,2015-10-12,52.935,53.57,52.935,53.405,-1
35,2015-10-13,53.235,53.425,52.975,53.06,-1
36,2015-10-14,52.95,53.055,52.435,52.46,-1
37,2015-10-15,52.51,52.695,52.23,52.5,-1
38,2015-10-16,52.545,53.095,52.195,52.445,-1
39,2015-10-19,52.33,52.65,52.035,52.51,-1
40,2015-10-20,52.425,52.88,52.375,52.71,-1
41,2015-10-21,53.495,53.785,53.345,53.445,-1
42,2015-10-22,53.525,54.11,53.455,53.515,-1
43,2015-10-23,53.39,53.805,52.99,53.195,-1
44,2015-10-26,53.13,53.635,53.1,53.17,-1
45,2015-10-27,53.47,54.495,52.705,54.35,-1
46,2015-10-28,53.17,54.845,53.17,54.62,-1
47,2015-10-29,54.015,54.66,54.01,54.465,-1
48,2015-10-30,54.44,54.71,53.76,53.765,-1
49,2015-11-02,54.06,54.605,53.91,54.445,-1
50,2015-11-03,54.39,54.39,53.86,54.045,-1
51,2015-11-04,54.05,55.265,53.975,54.15,-1
52,2015-11-05,54.205,54.57,54.125,54.44,-1
53,2015-11-06,54.385,54.545,53.97,54.43,-1
54,2015-11-09,54.345,54.42,53.495,53.7,-1
55,2015-11-10,52.84,54.04,52.765,53.63,-1
56,2015-11-11,53.745,54.08,53.605,53.645,-1
57,2015-11-12,53.39,53.585,52.77,52.785,-1
58,2015-11-13,52.7,52.835,52.02,52.18,-1
59,2015-11-16,52.125,52.565,52.015,52.555,-1
60,2015-11-17,52.56,52.845,52.425,52.67,-1
61,2015-11-18,52.775,53.63,52.58,53.565,-1
62,2015-11-19,53.63,53.91,53.515,53.625,-1
63,2015-11-20,53.4,54.525,53.4,54.125,-1
64,2015-11-23,54.085,54.46,53.93,54.155,-1
65,2015-11-24,53.655,54.295,53.54,53.965,-1
