,Date,Open,High,Low,Close,Volume
0,2015-08-24,21.285,22.945,21.09,21.955,-1
1,2015-08-25,22.715,22.965,21.815,21.835,-1
2,2015-08-26,22.295,22.495,21.895,22.415,-1
3,2015-08-27,22.71,23.83,22.67,23.665,-1
4,2015-08-28,23.455,23.9,23.42,23.765,-1
5,2015-08-31,23.425,24.5,23.325,24.245,-1
6,2015-09-01,23.71,23.93,23.145,23.255,-1
7,2015-09-02,23.545,23.695,23.035,23.695,-1
8,2015-09-03,23.77,24.155,23.59,23.885,-1
9,2015-09-04,23.55,23.865,23.35,23.695,-1
10,2015-09-08,24.165,24.455,23.85,24.425,-1
11,2015-09-09,24.735,25.27,24.29,24.355,-1
12,2015-09-10,24.345,24.825,24.095,24.535,-1
13,2015-09-11,24.31,24.475,23.96,24.395,-1
14,2015-09-14,24.305,24.325,24.01,24.22,-1
15,2015-09-15,24.28,24.745,24.2,24.615,-1
16,2015-09-16,24.6,24.995,24.56,24.935,-1
17,2015-09-17,24.97,25.195,24.645,24.745,-1
18,2015-09-18,24.375,24.765,24.295,24.565,-1
19,2015-09-21,24.695,25.195,24.615,24.905,-1
20,2015-09-22,24.585,24.825,24.34,24.465,-1
21,2015-09-23,24.54,24.675,23.53,23.72,-1
22,2015-09-24,23.61,24.215,23.345,24.105,-1
23,2015-09-25,24.29,24.575,24.045,24.385,-1
24,2015-09-28,24.21,24.26,23.58,23.605,-1
25,2015-09-29,23.525,23.935,23.205,23.85,-1
26,2015-09-30,24.025,24.575,23.88,24.205,-1
27,2015-10-01,24.285,24.81,24.19,24.695,-1
28,2015-10-02,22.49,24.775,22.41,24.755,-1
29,2015-10-05,24.895,25.655,24.81,25.565,-1
30,2015-10-06,25.61,26.06,25.52,25.635,-1
31,2015-10-07,25.735,26.43,25.735,26.185,-1
32,2015-10-08,26.12,26.815,26.1,26.775,-1
33,2015-10-09,26.8,27.07,26.405,26.505,-1
34,2015-10-12,26.575,26.645,26.115,26.275,-1
35,2015-10-13,26.11,26.38,25.755,25.875,-1
36,2015-10-14,25.82,26.035,25.485,25.595,-1
37,2015-10-15,25.62,26.205,25.535,26.205,-1
38,2015-10-16,22.855,23.02,18.51,18.735,-1
39,2015-10-19,18.44,19.425,18.42,19.305,-1
40,2015-10-20,19.13,20.01,19.075,19.845,-1
41,2015-10-21,19.905,20.06,19.495,19.555,-1
42,2015-10-22,19.58,19.765,18.975,19.315,-1
43,2015-10-23,19.4,19.525,19.16,19.485,-1
44,2015-10-26,19.44,19.685,19.32,19.495,-1
45,2015-10-27,19.445,19.6,19.13,19.315,-1
46,2015-10-28,19.415,19.995,19.38,19.835,-1
47,2015-10-29,19.685,20.235,19.63,19.845,-1
48,2015-10-30,19.83,20.26,19.66,20.105,-1
49,2015-11-02,20.05,20.25,19.855,20.025,-1
50,2015-11-03,20.025,20.355,19.54,20.165,-1
51,2015-11-04,20.16,20.415,19.86,19.955,-1
52,2015-11-05,19.87,21.14,19.81,20.735,-1
53,2015-11-06,20.795,20.85,20.255,20.845,-1
54,2015-11-09,20.865,21.38,20.85,21.245,-1
55,2015-11-10,21.17,21.825,21.165,21.495,-1
56,2015-11-11,21.55,21.785,21.465,21.645,-1
57,2015-11-12,20.045,21.125,19.805,20.665,-1
58,2015-11-13,20.55,20.965,19.84,20.695,-1
59,2015-11-16,20.65,21.195,20.58,21.165,-1
60,2015-11-17,21.185,21.25,20.895,20.945,-1
61,2015-11-18,21.02,21.43,20.945,21.315,-1
62,2015-11-19,21.235,21.925,21.22,21.565,-1
63,2015-11-20,21.605,21.935,21.385,21.505,-1
64,2015-11-23,21.415,21.735,21.23,21.415,-1
65,2015-11-24,21.305,21.825,21.28,21.765,-1
66,2015-11-25,21.73,21.935,21.635,21.695,-1
67,2015-11-27,21.68,21.935,21.615,21.715,-1
68,2015-11-30,21.725,22.505,21.695,22.045,-1
69,2015-12-01,22.12,22.645,22.05,22.565,-1
70,2015-12-02,22.51,22.815,22.4,22.595,-1
71,2015-12-03,22.67,23.255,22.47,22.935,-1
72,2015-12-04,22.905,22.905,21.485,21.54,-1
73,2015-12-07,21.47,21.48,20.51,20.845,-1
74,2015-12-08,20.665,20.665,20.045,20.265,-1
75,2015-12-09,20.205,20.8,20.155,20.335,-1
76,2015-12-10,20.505,20.665,20.185,20.425,-1
77,2015-12-11,20.265,20.4,19.725,19.82,-1
78,2015-12-14,19.785,19.975,19.455,19.84,-1
79,2015-12-15,19.99,20.49,19.965,20.325,-1
80,2015-12-16,20.395,20.775,20.31,20.715,-1
81,2015-12-17,20.695,20.72,19.855,19.855,-1
82,2015-12-18,19.83,20.04,19.685,19.855,-1
83,2015-12-21,20.435,20.525,19.49,19.955,-1
84,2015-12-22,20.04,20.32,19.925,20.205,-1
85,2015-12-23,20.33,21.13,20.32,20.915,-1
86,2015-12-24,20.495,21.36,20.49,20.685,-1
87,2015-12-28,20.56,20.815,20.355,20.615,-1
88,2015-12-29,20.74,20.96,20.355,20.755,-1
89,2015-12-30,20.675,20.91,20.45,20.505,-1
90,2015-12-31,20.035,20.71,20.03,20.255,-1
91,2016-01-04,19.955,20.605,19.955,20.315,-1
92,2016-01-05,20.265,20.525,19.435,19.46,-1
93,2016-01-06,18.97,19.575,18.965,19.445,-1
94,2016-01-07,19.01,19.325,18.845,18.92,-1
95,2016-01-08,19.045,19.07,18.675,18.705,-1
96,2016-01-11,18.775,18.87,18.28,18.465,-1
97,2016-01-12,18.64,18.77,18.215,18.505,-1
98,2016-01-13,18.585,18.66,17.925,18.075,-1
99,2016-01-14,18.16,18.415,17.88,18.025,-1
100,2016-01-15,17.475,18.165,17.395,18.135,-1
101,2016-01-19,18.35,18.425,17.445,17.545,-1
102,2016-01-20,17.275,17.855,17.045,17.645,-1
103,2016-01-21,17.685,18.175,17.5,17.655,-1
104,2016-01-22,17.965,18.445,17.795,17.895,-1
105,2016-01-25,17.825,18.07,17.635,17.835,-1
106,2016-01-26,17.92,18.095,17.71,17.925,-1
107,2016-01-27,17.905,18.22,17.69,17.765,-1
108,2016-01-28,17.98,18.21,17.625,18.005,-1
109,2016-01-29,18.035,18.73,18.035,18.7,-1
110,2016-02-01,18.96,18.96,18.415,18.755,-1
111,2016-02-02,18.53,18.66,18.265,18.355,-1
112,2016-02-03,18.48,18.64,18.06,18.585,-1
113,2016-02-04,18.575,19.23,18.545,18.895,-1
114,2016-02-05,18.835,19.265,18.7,18.815,-1
115,2016-02-08,17.065,18.075,17.05,17.645,-1
116,2016-02-09,17.42,17.94,17.31,17.545,-1
117,2016-02-10,17.6,17.805,17.125,17.495,-1
118,2016-02-11,17.155,17.605,16.76,17.285,-1
119,2016-02-12,17.51,17.885,17.285,17.655,-1
120,2016-02-16,17.865,18.235,17.64,18.045,-1
121,2016-02-17,18.19,18.795,18.03,18.565,-1
122,2016-02-18,19.41,19.7,18.375,18.585,-1
123,2016-02-19,18.445,18.855,18.195,18.685,-1
124,2016-02-22,18.885,19.125,18.805,19.015,-1
125,2016-02-23,18.945,19.02,18.695,18.705,-1
126,2016-02-24,17.635,18.84,17.635,18.525,-1
127,2016-02-25,19.375,20.145,19.035,19.915,-1
128,2016-02-26,20.0,20.245,19.8,20.205,-1
129,2016-02-29,20.97,20.97,20.095,20.285,-1
130,2016-03-01,20.265,20.965,20.265,20.885,-1
131,2016-03-02,21.34,21.42,20.825,21.205,-1
132,2016-03-03,21.155,21.525,21.1,21.505,-1
133,2016-03-04,21.71,22.005,21.52,21.755,-1
134,2016-03-07,21.72,22.135,21.655,22.005,-1
135,2016-03-08,22.005,22.265,21.795,21.995,-1
136,2016-03-09,22.03,22.205,21.885,21.955,-1
137,2016-03-10,22.005,22.195,21.78,22.115,-1
138,2016-03-11,22.28,22.595,22.25,22.565,-1
139,2016-03-14,22.495,22.595,22.285,22.465,-1
140,2016-03-15,21.905,22.12,21.53,21.915,-1
141,2016-03-16,21.82,22.235,21.77,22.185,-1
142,2016-03-17,22.155,22.625,22.15,22.515,-1
143,2016-03-18,22.54,22.84,22.5,22.675,-1
144,2016-03-21,22.655,22.77,22.435,22.635,-1
145,2016-03-22,22.62,22.865,22.505,22.705,-1
146,2016-03-23,22.65,22.735,22.29,22.325,-1
147,2016-03-24,22.235,22.425,22.135,22.305,-1
148,2016-03-28,22.335,22.49,22.035,22.285,-1
149,2016-03-29,22.245,22.585,22.085,22.575,-1
150,2016-03-30,22.67,22.89,22.455,22.615,-1
151,2016-03-31,22.58,22.79,22.505,22.565,-1
152,2016-04-01,22.375,22.485,22.105,22.475,-1
153,2016-04-04,22.44,22.59,22.105,22.165,-1
154,2016-04-05,21.995,22.395,21.96,22.055,-1
155,2016-04-06,22.05,22.625,22.04,22.465,-1
156,2016-04-07,22.3,22.4,21.715,21.845,-1
157,2016-04-08,22.065,22.425,22.015,22.135,-1
158,2016-04-11,22.215,22.395,21.895,21.925,-1
159,2016-04-12,21.92,22.605,21.88,22.39,-1
160,2016-04-13,22.41,22.825,22.205,22.755,-1
161,2016-04-14,22.75,22.835,22.6,22.615,-1
162,2016-04-15,22.33,22.69,22.33,22.595,-1
163,2016-04-18,22.44,22.775,22.3,22.625,-1
164,2016-04-19,22.695,23.085,22.695,22.885,-1
165,2016-04-20,22.895,23.025,22.805,22.905,-1
166,2016-04-21,22.87,22.975,22.72,22.955,-1
167,2016-04-22,22.915,23.435,22.89,23.415,-1
168,2016-04-25,23.34,23.365,22.765,22.955,-1
169,2016-04-26,22.985,23.705,22.96,23.635,-1
170,2016-04-27,23.58,24.375,23.52,24.295,-1
171,2016-04-28,24.16,24.285,23.505,23.575,-1
172,2016-04-29,23.51,23.96,23.485,23.725,-1
173,2016-05-02,23.795,23.92,23.43,23.915,-1
174,2016-05-03,23.765,23.765,23.195,23.315,-1
175,2016-05-04,23.49,23.515,23.015,23.23,-1
176,2016-05-05,22.96,23.68,22.44,23.145,-1
177,2016-05-06,23.13,23.635,22.965,23.615,-1
178,2016-05-09,23.575,23.62,23.165,23.215,-1
179,2016-05-10,23.305,23.71,23.305,23.665,-1
180,2016-05-11,23.625,23.81,23.515,23.635,-1
181,2016-05-12,23.735,23.96,23.325,23.415,-1
182,2016-05-13,23.35,23.59,22.805,22.855,-1
183,2016-05-16,22.915,23.365,22.915,23.205,-1
184,2016-05-17,23.18,23.34,22.685,22.745,-1
185,2016-05-18,22.675,22.795,22.205,22.425,-1
186,2016-05-19,22.28,22.635,22.13,22.565,-1
187,2016-05-20,22.705,23.21,22.66,22.815,-1
188,2016-05-23,22.87,23.035,22.55,22.875,-1
189,2016-05-24,22.62,23.17,22.445,22.655,-1
190,2016-05-25,23.015,23.515,22.82,23.415,-1
191,2016-05-26,23.4,23.67,23.21,23.575,-1
192,2016-05-27,23.57,23.745,23.475,23.665,-1
193,2016-05-31,23.405,24.215,23.295,24.03,-1
194,2016-06-01,23.855,23.995,23.7,23.935,-1
195,2016-06-02,23.84,23.89,23.525,23.635,-1
196,2016-06-03,23.455,23.675,23.28,23.605,-1
197,2016-06-06,23.68,23.975,23.565,23.915,-1
198,2016-06-07,22.875,24.305,22.865,24.115,-1
199,2016-06-08,24.115,24.465,24.115,24.395,-1
200,2016-06-09,24.2,24.29,23.88,24.11,-1
201,2016-06-10,23.77,23.855,23.365,23.475,-1
202,2016-06-13,23.105,23.91,22.995,23.01,-1
203,2016-06-14,22.865,23.07,22.71,22.945,-1
204,2016-06-15,23.71,23.73,22.76,23.065,-1
205,2016-06-16,22.885,23.14,22.7,23.095,-1
206,2016-06-17,23.18,23.415,22.97,23.215,-1
207,2016-06-20,23.52,23.765,23.435,23.435,-1
208,2016-06-21,23.46,23.61,23.18,23.505,-1
209,2016-06-22,23.525,23.84,23.5,23.565,-1
210,2016-06-23,23.765,24.14,23.765,24.105,-1
211,2016-06-24,23.0,23.425,22.83,22.97,-1
212,2016-06-27,22.73,22.74,21.675,21.73,-1
213,2016-06-28,22.035,22.205,21.6,21.935,-1
214,2016-06-29,22.14,22.465,21.955,22.445,-1
215,2016-06-30,22.465,23.12,22.405,23.12,-1
216,2016-07-01,23.085,23.57,23.05,23.165,-1
217,2016-07-05,23.445,23.445,22.57,23.035,-1
218,2016-07-06,22.895,23.5,22.81,23.465,-1
