,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price,Tradé,Action,Quand,Prix limite
14,2019-12-11,ALK,0,1,0,0,66.73999786376953,Traité,NA,NA,NA
17,2019-12-11,AMCR,0,1,1,0,10.479999542236328,Traité,NA,NA,NA
27,2019-12-11,APA,0,1,1,0,21.280000686645508,Traité,Open Short,12-12-2019 12:36:34,21.24
50,2019-12-11,CAH,0,1,1,0,54.279998779296875,Traité,NA,NA,NA
72,2019-12-11,COP,0,1,1,0,61.68000030517578,Traité,NA,NA,NA
96,2019-12-11,DVN,0,1,1,0,23.329999923706055,Traité,NA,NA,NA
99,2019-12-11,EFX,0,1,1,0,135.9499969482422,Traité,Open Short,12-12-2019 12:36:35,135.68
111,2019-12-11,EXPE,0,1,1,0,111.95999908447266,Traité,Open Short,12-12-2019 12:36:36,111.74
116,2019-12-11,FBHS,0,1,1,0,65.16000366210938,Traité,NA,NA,NA
122,2019-12-11,FITB,0,1,0,0,30.34000015258789,Traité,NA,NA,NA
144,2019-12-11,HFC,0,1,0,0,50.099998474121094,Traité,NA,NA,NA
150,2019-12-11,HPE,0,1,1,0,15.869999885559082,Traité,NA,NA,NA
161,2019-12-11,IP,0,1,1,0,46.18000030517578,Traité,Open Short,12-12-2019 12:36:36,46.09
179,2019-12-11,KR,1,0,0,1,28.020000457763672,Traité,NA,NA,NA
191,2019-12-11,LNC,0,1,1,0,57.709999084472656,Traité,Open Short,12-12-2019 12:36:37,57.59
197,2019-12-11,LYB,0,1,1,0,91.18000030517578,Traité,NA,NA,NA
202,2019-12-11,MAS,0,1,1,0,46.41999816894531,Traité,Close Long,12-12-2019 12:36:37,46.33
205,2019-12-11,MCK,0,1,1,0,143.36000061035156,Traité,NA,NA,NA
221,2019-12-11,MU,0,1,1,0,49.2599983215332,Traité,Open Short,12-12-2019 12:36:38,49.16
234,2019-12-11,NWS,0,1,1,0,13.539999961853027,Traité,Open Short,12-12-2019 12:36:38,13.51
235,2019-12-11,NWSA,0,1,1,0,13.3100004196167,Traité,NA,NA,NA
243,2019-12-11,PEP,0,1,1,0,137.10000610351562,Traité,Open Short,12-12-2019 12:36:39,136.83
249,2019-12-11,PKG,0,1,1,0,111.55999755859375,Traité,NA,NA,NA
265,2019-12-11,RF,0,1,1,0,16.84000015258789,Traité,NA,NA,NA
266,2019-12-11,RJF,0,1,0,0,89.33000183105469,Traité,Close Long,12-12-2019 12:36:39,89.15
274,2019-12-11,SEE,1,0,0,1,38.75,Traité,NA,NA,NA
301,2019-12-11,UAL,0,1,1,0,87.0199966430664,Traité,Close Long,12-12-2019 12:36:39,86.85
313,2019-12-11,VNO,0,1,1,0,65.61000061035156,Traité,NA,NA,NA
314,2019-12-11,VRSK,0,1,1,0,146.80999755859375,Traité,NA,NA,NA
317,2019-12-11,VZ,0,1,1,0,61.08000183105469,Traité,Open Short,12-12-2019 12:36:40,60.96
320,2019-12-11,WDC,1,0,0,1,51.06999969482422,Traité,Close Short,12-12-2019 12:36:40,51.17
327,2019-12-11,WYNN,1,0,0,1,120.83000183105469,Traité,NA,NA,NA
328,2019-12-11,XEL,1,0,0,1,62.15999984741211,Traité,Open Long,12-12-2019 12:36:41,62.28
