,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price,Tradé,Action,Quand,Prix limite
51,2019-12-04,FAST,0,1,1,0,35.060001373291016,Traité,Open Short,05-12-2019 11:32:32,34.99
54,2019-12-04,UPS,0,1,1,0,116.47000122070312,Traité,NA,NA,NA
56,2019-12-04,XRAY,0,1,0,0,57.59000015258789,Traité,NA,NA,NA
64,2019-12-04,PWR,1,0,0,1,40.2400016784668,Traité,Close Short,05-12-2019 11:32:32,40.32
114,2019-12-04,KMB,0,1,1,0,136.4600067138672,Traité,Open Short,05-12-2019 11:32:32,137.22
118,2019-12-04,MAS,1,0,0,1,45.56999969482422,Traité,NA,NA,NA
125,2019-12-04,FDX,1,0,0,1,153.8699951171875,Traité,Open Long,05-12-2019 11:32:33,154.18
140,2019-12-04,DAL,0,1,1,0,56.060001373291016,Traité,NA,NA,NA
141,2019-12-04,CCL,0,1,0,0,43.880001068115234,Traité,NA,NA,NA
211,2019-12-04,DISCK,0,1,1,0,29.93000030517578,Traité,Open Short,05-12-2019 11:32:33,29.87
213,2019-12-04,FTV,1,0,0,1,71.41000366210938,Traité,Open Long,05-12-2019 11:32:34,71.55
214,2019-12-04,NSC,0,1,1,0,187.36000061035156,Traité,Open Short,05-12-2019 11:32:34,186.99
217,2019-12-04,WDC,0,1,1,0,47.439998626708984,Traité,NA,NA,NA
222,2019-12-04,DLR,0,1,1,0,119.0999984741211,Traité,Open Short,05-12-2019 11:32:35,118.86
239,2019-12-04,SLB,0,1,1,0,36.189998626708984,Traité,Open Short,05-12-2019 11:32:35,36.12
240,2019-12-04,IT,0,1,1,0,157.72999572753906,Traité,Open Short,05-12-2019 11:32:36,157.41
241,2019-12-04,NWSA,0,1,1,0,12.84000015258789,Traité,Open Short,05-12-2019 11:32:36,12.81
257,2019-12-04,NCLH,1,0,0,1,53.61000061035156,Traité,NA,NA,NA
269,2019-12-04,CHTR,1,0,0,1,462.04998779296875,Traité,Open Long,05-12-2019 11:32:36,462.97
278,2019-12-04,MPC,1,0,0,1,60.029998779296875,Traité,NA,NA,NA
283,2019-12-04,FLS,1,0,0,1,46.290000915527344,Traité,Open Long,05-12-2019 11:32:37,46.38
284,2019-12-04,VLO,1,0,0,1,93.20999908447266,Traité,Open Long,05-12-2019 11:32:37,93.4
293,2019-12-04,GD,0,1,1,0,178.0800018310547,Traité,Open Short,05-12-2019 11:32:37,177.72
302,2019-12-04,KR,1,0,0,1,27.639999389648438,Traité,NA,NA,NA
307,2019-12-04,FANG,1,0,0,1,80.55999755859375,Traité,Open Long,05-12-2019 11:32:38,80.72
312,2019-12-04,NWS,1,0,0,1,13.069999694824219,Traité,Close Short,05-12-2019 11:32:38,13.1
323,2019-12-04,ILMN,0,1,1,0,319.67999267578125,Traité,Close Long,05-12-2019 11:32:38,319.04
