,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price,Tradé,Action,Quand,Prix limite
0,2019-12-02,WYNN,1,0,0,1,119.38999938964844,Traité,Open Long,03-12-2019 14:55:55,119.63
1,2019-12-02,NFLX,1,0,0,1,309.989990234375,NA,Close Short,03-12-2019 14:55:56,315.27
2,2019-12-02,AMZN,0,0,0,1,1781.5999755859375,NA,NA,NA,NA
3,2019-12-02,PPG,0,1,0,0,128.5,NA,NA,NA,NA
4,2019-12-02,AAP,0,0,0,1,156.5500030517578,NA,NA,NA,NA
5,2019-12-02,LH,0,1,1,0,172.60000610351562,NA,Open Short,03-12-2019 14:55:56,172.25
6,2019-12-02,BWA,0,1,1,0,42.47000122070313,NA,Open Short,03-12-2019 14:55:57,42.39
7,2019-12-02,VRSK,0,1,1,0,146.11000061035156,NA,Open Short,03-12-2019 14:55:57,145.82
8,2019-12-02,HCA,0,0,0,1,138.49000549316406,NA,NA,NA,NA
9,2019-12-02,CVX,0,0,0,1,116.8000030517578,NA,NA,NA,NA
10,2019-12-02,PSX,0,1,1,0,114.33000183105469,NA,NA,NA,NA
11,2019-12-02,HES,0,1,1,0,61.18999862670898,NA,Open Short,03-12-2019 14:55:58,61.07
12,2019-12-02,RJF,1,0,0,1,88.26000213623047,NA,NA,NA,NA
13,2019-12-02,CI,1,0,0,1,196.94000244140625,NA,NA,NA,NA
14,2019-12-02,PBCT,1,0,0,1,16.309999465942386,NA,Open Long,03-12-2019 14:55:58,16.34
15,2019-12-02,WDC,0,1,1,0,48.5,NA,Open Short,03-12-2019 14:55:59,48.4
16,2019-12-02,KR,1,0,0,1,27.739999771118164,NA,Open Long,03-12-2019 14:55:59,27.8
17,2019-12-02,HRL,0,1,1,0,45.43000030517578,NA,Open Short,03-12-2019 14:56:00,45.34
18,2019-12-02,UAL,1,0,0,1,91.62999725341795,NA,Open Long,03-12-2019 14:56:00,91.81
19,2019-12-02,DISCA,0,1,0,0,32.740001678466804,NA,NA,NA,NA
20,2019-12-02,CNC,0,1,1,0,60.18000030517578,NA,NA,NA,NA
21,2019-12-02,FBHS,1,0,0,1,62.43000030517578,NA,NA,NA,NA
22,2019-12-02,LRCX,1,0,0,1,262.94000244140625,NA,Open Long,03-12-2019 14:56:01,263.47
23,2019-12-02,NWSA,0,1,1,0,12.880000114440918,NA,Close Long,03-12-2019 14:56:01,12.9
24,2019-12-02,EFX,1,0,0,1,138.22999572753906,NA,Close Short,03-12-2019 14:56:02,141.07
25,2019-12-02,CAH,0,1,1,0,54.63999938964844,NA,Open Short,03-12-2019 14:56:02,54.53
26,2019-12-02,JWN,1,0,0,1,37.540000915527344,NA,Open Long,03-12-2019 14:56:02,37.62
27,2019-12-02,ANTM,1,0,0,1,287.42999267578125,NA,Open Long,03-12-2019 14:56:03,288.0
28,2019-12-02,DE,1,0,0,1,165.2899932861328,NA,Open Long,03-12-2019 14:56:03,165.62
29,2019-12-02,TMUS,1,0,0,1,77.63999938964844,NA,Open Long,03-12-2019 14:56:03,77.8
