,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price,Tradé,Action,Quand,Prix limite
1,2019-12-05,CHRW,1,0,0,1,76.30999755859375,Traité,Close Short,06-12-2019 11:37:02,76.46
10,2019-12-05,CCL,0,1,1,0,44.20000076293945,Traité,NA,NA,NA
11,2019-12-05,PSX,0,1,0,0,112.54000091552734,Traité,NA,NA,NA
12,2019-12-05,AMZN,1,0,0,1,1740.47998046875,Traité,NA,NA,NA
19,2019-12-05,CMCSA,1,0,0,1,44.040000915527344,Traité,Open Long,06-12-2019 11:37:03,44.13
35,2019-12-05,BIIB,0,1,1,0,299.3900146484375,Traité,Open Short,06-12-2019 11:37:04,298.79
48,2019-12-05,UTX,1,0,0,1,145.25999450683594,Traité,Open Long,06-12-2019 11:37:05,145.55
65,2019-12-05,LH,0,1,1,0,170.97000122070312,Traité,Open Short,06-12-2019 11:37:06,170.63
66,2019-12-05,COP,0,1,1,0,59.84000015258789,Traité,Open Short,06-12-2019 11:37:07,59.72
75,2019-12-05,PBCT,1,0,0,1,16.34000015258789,Traité,NA,NA,NA
79,2019-12-05,NCLH,1,0,0,1,54.25,Traité,NA,NA,NA
81,2019-12-05,FTI,1,0,0,1,18.899999618530273,Traité,Open Long,06-12-2019 11:37:07,18.94
105,2019-12-05,CSX,0,1,1,0,70.6500015258789,Traité,Open Short,06-12-2019 11:37:08,70.51
106,2019-12-05,IT,0,1,1,0,158.47000122070312,Traité,NA,NA,NA
221,2019-12-05,CI,1,0,0,1,195.58999633789062,Traité,NA,NA,NA
224,2019-12-05,FTV,1,0,0,1,72.30000305175781,Traité,NA,NA,NA
232,2019-12-05,D,0,1,1,0,81.19000244140625,Traité,NA,NA,NA
248,2019-12-05,FLS,0,1,1,0,46.90999984741211,Traité,Open Short,06-12-2019 11:37:09,46.82
252,2019-12-05,CLX,0,1,0,0,150.7899932861328,Traité,NA,NA,NA
255,2019-12-05,CPB,0,1,1,0,47.630001068115234,Traité,Open Short,06-12-2019 11:37:09,47.53
272,2019-12-05,DISCA,1,0,0,1,32.08000183105469,Traité,Open Long,06-12-2019 11:37:10,32.14
273,2019-12-05,ROK,0,1,0,0,196.42999267578125,Traité,NA,NA,NA
279,2019-12-05,IVZ,0,1,0,0,16.610000610351562,Traité,NA,NA,NA
292,2019-12-05,KR,1,0,0,1,26.799999237060547,Traité,NA,NA,NA
306,2019-12-05,GM,1,0,0,1,35.310001373291016,Traité,NA,NA,NA
314,2019-12-05,CNC,0,1,1,0,60.02000045776367,Traité,NA,NA,NA
319,2019-12-05,NSC,0,1,1,0,187.89999389648438,Traité,NA,NA,NA
321,2019-12-05,BA,1,0,0,1,345.67999267578125,Traité,Open Long,06-12-2019 11:37:10,346.37
