,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price
17,2019-12-10,AMCR,0,1,1,0,10.350000381469727
39,2019-12-10,BEN,0,0,0,1,25.84000015258789
55,2019-12-10,CCL,0,1,1,0,45.31999969482422
56,2019-12-10,CE,0,1,1,0,120.94999694824219
58,2019-12-10,CF,0,1,1,0,44.02000045776367
63,2019-12-10,CLX,0,1,1,0,152.42999267578125
68,2019-12-10,CNC,0,1,0,0,59.619998931884766
77,2019-12-10,CSX,0,1,1,0,70.4000015258789
81,2019-12-10,CXO,0,1,1,0,76.66999816894531
82,2019-12-10,D,0,1,1,0,80.08999633789062
96,2019-12-10,DVN,0,1,1,0,23.420000076293945
118,2019-12-10,FDX,0,1,1,0,157.0
122,2019-12-10,FITB,0,1,1,0,30.440000534057617
123,2019-12-10,FLS,0,1,1,0,47.939998626708984
151,2019-12-10,HRB,0,1,1,0,23.15999984741211
153,2019-12-10,HSIC,1,0,0,1,68.33000183105469
162,2019-12-10,IPG,0,1,1,0,22.389999389648438
173,2019-12-10,K,1,0,0,1,66.63999938964844
176,2019-12-10,KMI,0,1,1,0,20.1200008392334
179,2019-12-10,KR,1,0,0,1,27.8700008392334
184,2019-12-10,LEG,0,1,1,0,51.369998931884766
197,2019-12-10,LYB,0,1,1,0,90.58000183105469
198,2019-12-10,M,0,1,1,0,15.739999771118164
205,2019-12-10,MCK,0,1,1,0,142.75
208,2019-12-10,MKTX,0,1,1,0,370.0
217,2019-12-10,MRO,0,0,0,1,12.59000015258789
221,2019-12-10,MU,0,0,0,1,47.459999084472656
222,2019-12-10,MXIM,0,1,1,0,56.810001373291016
237,2019-12-10,OMC,0,1,1,0,80.38999938964844
249,2019-12-10,PKG,0,1,1,0,111.36000061035156
250,2019-12-10,PKI,1,0,0,1,94.37000274658203
252,2019-12-10,PNR,0,1,1,0,45.15999984741211
260,2019-12-10,QCOM,0,1,1,0,84.12000274658203
265,2019-12-10,RF,0,1,1,0,17.0
285,2019-12-10,SYF,0,1,1,0,37.41999816894531
299,2019-12-10,UA,1,0,0,1,17.690000534057617
301,2019-12-10,UAL,1,0,0,1,86.51000213623047
308,2019-12-10,UTX,1,0,0,1,145.3699951171875
311,2019-12-10,VLO,0,1,1,0,94.56999969482422
317,2019-12-10,VZ,0,1,0,0,61.22999954223633
323,2019-12-10,WFC,0,1,1,0,53.689998626708984
326,2019-12-10,WU,0,1,1,0,26.809999465942383
327,2019-12-10,WYNN,1,0,0,1,119.41000366210938
329,2019-12-10,XLNX,0,0,0,1,91.23999786376953
332,2019-12-10,XRX,1,0,0,1,36.7599983215332
