,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price
14,2019-12-11,ALK,0,1,0,0,66.73999786376953
17,2019-12-11,AMCR,0,1,1,0,10.479999542236328
27,2019-12-11,APA,0,1,1,0,21.280000686645508
50,2019-12-11,CAH,0,1,1,0,54.279998779296875
72,2019-12-11,COP,0,1,1,0,61.68000030517578
96,2019-12-11,DVN,0,1,1,0,23.329999923706055
99,2019-12-11,EFX,0,1,1,0,135.9499969482422
111,2019-12-11,EXPE,0,1,1,0,111.95999908447266
116,2019-12-11,FBHS,0,1,1,0,65.16000366210938
122,2019-12-11,FITB,0,1,0,0,30.34000015258789
144,2019-12-11,HFC,0,1,0,0,50.099998474121094
150,2019-12-11,HPE,0,1,1,0,15.869999885559082
161,2019-12-11,IP,0,1,1,0,46.18000030517578
179,2019-12-11,KR,1,0,0,1,28.020000457763672
191,2019-12-11,LNC,0,1,1,0,57.709999084472656
197,2019-12-11,LYB,0,1,1,0,91.18000030517578
202,2019-12-11,MAS,0,1,1,0,46.41999816894531
205,2019-12-11,MCK,0,1,1,0,143.36000061035156
221,2019-12-11,MU,0,1,1,0,49.2599983215332
234,2019-12-11,NWS,0,1,1,0,13.539999961853027
235,2019-12-11,NWSA,0,1,1,0,13.3100004196167
243,2019-12-11,PEP,0,1,1,0,137.10000610351562
249,2019-12-11,PKG,0,1,1,0,111.55999755859375
265,2019-12-11,RF,0,1,1,0,16.84000015258789
266,2019-12-11,RJF,0,1,0,0,89.33000183105469
274,2019-12-11,SEE,1,0,0,1,38.75
301,2019-12-11,UAL,0,1,1,0,87.0199966430664
313,2019-12-11,VNO,0,1,1,0,65.61000061035156
314,2019-12-11,VRSK,0,1,1,0,146.80999755859375
317,2019-12-11,VZ,0,1,1,0,61.08000183105469
320,2019-12-11,WDC,1,0,0,1,51.06999969482422
327,2019-12-11,WYNN,1,0,0,1,120.83000183105469
328,2019-12-11,XEL,1,0,0,1,62.15999984741211
