,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price,Tradé,Action,Quand,Prix limite
0,2020-01-21,JWN,0,1,1,0,39.68999862670898,Traité,NA,NA,NA
1,2020-01-21,LHX,0,1,1,0,220.4600067138672,Traité,NA,NA,NA
2,2020-01-21,SEE,0,0,0,1,38.59000015258789,Traité,NA,NA,NA
3,2020-01-21,EMN,0,1,1,0,75.70999908447266,Traité,NA,NA,NA
4,2020-01-21,PPG,1,0,0,1,125.88999938964844,Traité,NA,NA,NA
5,2020-01-21,COF,0,1,0,0,102.19000244140624,Traité,NA,NA,NA
6,2020-01-21,FBHS,0,1,1,0,69.90000152587889,Traité,NA,NA,NA
7,2020-01-21,KMX,0,1,1,0,95.9000015258789,Traité,NA,NA,NA
8,2020-01-21,ICE,0,1,1,0,96.76000213623048,Traité,NA,NA,NA
9,2020-01-21,HPE,0,1,1,0,14.899999618530273,Traité,Open Short,22-01-2020 11:52:26,14.87
10,2020-01-21,LEN,0,1,1,0,64.94000244140625,Traité,NA,NA,NA
11,2020-01-21,MPC,0,1,1,0,56.18000030517578,Traité,Close Long,22-01-2020 11:52:27,56.07
12,2020-01-21,K,0,1,1,0,70.5999984741211,Traité,NA,NA,NA
13,2020-01-21,PCAR,0,1,1,0,77.54000091552734,Traité,NA,NA,NA
