iter	Passed	Remaining
0	503	251478
1	862	214829
2	1259	208641
3	1607	199343
4	1994	197406
5	2348	193325
6	2704	190463
7	3051	187691
8	3402	185616
9	3780	185227
10	4190	186297
11	4668	189848
12	5117	191700
13	5584	193878
14	6040	195311
15	6529	197523
16	7018	199396
17	7471	200063
18	7888	199711
19	8304	199309
20	8740	199355
21	9116	198080
22	9492	196861
23	9846	195295
24	10237	194505
25	10683	194763
26	11143	195225
27	11525	194287
28	11892	193148
29	12352	193526
30	12715	192378
31	13067	191115
32	13444	190263
33	13877	190201
34	14228	189040
35	14587	188018
36	14686	183784
37	15041	182868
38	15388	181902
39	15752	181148
40	16094	180183
41	16126	175853
42	16542	175811
43	16951	175683
44	17325	175184
45	17706	174759
46	18089	174349
47	18476	173986
48	18853	173527
49	19244	173204
50	19622	172750
51	20081	173006
52	20517	173043
53	20898	172606
54	21341	172671
55	21769	172598
56	22162	172244
57	22600	172228
58	22959	171613
59	23407	171653
60	23807	171333
61	24215	171072
62	24583	170523
63	24964	170069
64	25315	169420
65	25664	168761
66	26018	168148
67	26368	167516
68	26726	166944
69	27086	166386
70	27430	165742
71	27768	165069
72	28116	164463
73	28477	163936
74	28818	163303
75	29170	162741
76	29525	162201
77	29872	161617
78	30222	161058
79	30571	160499
80	30922	159956
81	31275	159430
82	31644	158983
83	31991	158434
84	32353	157962
85	32701	157424
86	33062	156950
87	33418	156457
88	33771	155956
89	34135	155504
90	34488	155008
91	34839	154503
92	35206	154077
93	35555	153568
94	35906	153075
95	36264	152611
96	36619	152141
97	36992	151745
98	37361	151331
99	37703	150815
100	38057	150344
101	38410	149876
102	38772	149444
103	39126	148983
104	39491	148565
105	39841	148088
106	40196	147637
107	40577	147280
108	40934	146838
109	41280	146356
110	41630	145893
111	42000	145501
112	42363	145084
113	42732	144692
114	43084	144238
115	43432	143778
116	43796	143368
117	44167	142983
118	44525	142555
119	44877	142110
120	45222	141647
121	45569	141189
122	45920	140747
123	46275	140318
124	46660	139982
125	47033	139607
126	47409	139243
127	47795	138905
128	48164	138519
129	48549	138180
130	48929	137823
131	49330	137526
132	49682	137093
133	50040	136678
134	50394	136251
135	50758	135853
136	51100	135398
137	51451	134967
138	51797	134525
139	52152	134105
140	52514	133706
141	52877	133311
142	53232	132895
143	53581	132465
144	53955	132097
145	54316	131697
146	54667	131275
147	55023	130867
148	55372	130440
149	55738	130056
150	56091	129641
151	56442	129223
152	56798	128818
153	57148	128398
154	57498	127981
155	57874	127619
156	58229	127214
157	58585	126812
158	58940	126406
159	59319	126054
160	59691	125685
161	60040	125269
162	60388	124851
163	60739	124441
164	61094	124040
165	61450	123641
166	61800	123231
167	62148	122817
168	62502	122416
169	62859	122021
170	63224	121642
171	63596	121276
172	63971	120916
173	64339	120544
174	64686	120131
175	65038	119730
176	65381	119311
177	65742	118926
178	66096	118531
179	66446	118127
180	66798	117727
181	67151	117330
182	67508	116940
183	67870	116560
184	68226	116168
185	68578	115771
186	68925	115367
187	69296	115003
188	69660	114625
189	70038	114273
190	70390	113878
191	70741	113480
192	71108	113110
193	71461	112717
194	71825	112341
195	72183	111957
196	72537	111568
197	72906	111200
198	73257	110806
199	73620	110431
200	74002	110083
201	74360	109699
202	74721	109322
203	75085	108946
204	75433	108550
205	75778	108149
206	76130	107759
207	76493	107385
208	76886	107052
209	77255	106686
210	77626	106322
211	77999	105961
212	78394	105629
213	78768	105270
214	79158	104931
215	79505	104534
216	79849	104135
217	80229	103782
218	80587	103401
219	80947	103024
220	81291	102625
221	81638	102231
222	82003	101861
223	82370	101492
224	82717	101099
225	83069	100712
226	83445	100355
227	83817	99992
228	84169	99607
229	84535	99237
230	84895	98861
231	85264	98494
232	85616	98109
233	85972	97729
234	86328	97349
235	86705	96992
236	87076	96629
237	87425	96241
238	87773	95853
239	88120	95463
240	88463	95071
241	88827	94700
242	89172	94310
243	89523	93926
244	89874	93543
245	90235	93170
246	90586	92786
247	90955	92422
248	91311	92044
249	91675	91675
250	92022	91289
251	92367	90901
252	92831	90630
253	93228	90292
254	93700	90026
255	94125	89713
256	94576	89424
257	94935	89047
258	95307	88684
259	95661	88302
260	96016	87923
261	96396	87566
262	96774	87207
263	97144	86841
264	97500	86462
265	97855	86083
266	98207	85701
267	98577	85336
268	98927	84952
269	99277	84570
270	99633	84192
271	99998	83822
272	100373	83460
273	100737	83089
274	101085	82706
275	101436	82324
276	101785	81942
277	102145	81569
278	102499	81191
279	102845	80806
280	103193	80424
281	103538	80040
282	103924	79687
283	104275	79307
284	104623	78926
285	104979	78551
286	105327	78169
287	105701	77807
288	106060	77434
289	106466	77096
290	106852	76742
291	107232	76385
292	107578	76002
293	107927	75622
294	108274	75241
295	108629	74866
296	109007	74506
297	109361	74130
298	109711	73752
299	110082	73388
300	110439	73014
301	110822	72658
302	111172	72280
303	111523	71902
304	111881	71530
305	112239	71158
306	112622	70801
307	112982	70430
308	113338	70056
309	113706	69690
310	114055	69313
311	114408	68938
312	114770	68569
313	115145	68207
314	115495	67830
315	115843	67453
316	116183	67071
317	116564	66713
318	116920	66340
319	117268	65963
320	117627	65593
321	117982	65220
322	118351	64854
323	118727	64493
324	119087	64124
325	119441	63751
326	119810	63386
327	120173	63017
328	120545	62654
329	120892	62277
330	121238	61901
331	121592	61528
332	121946	61156
333	122308	60788
334	122657	60413
335	123005	60038
336	123355	59664
337	123720	59298
338	124089	58933
339	124452	58565
340	124803	58192
341	125147	57816
342	125490	57440
343	125864	57078
344	126247	56719
345	126626	56359
346	126996	55995
347	127345	55622
348	127715	55257
349	128080	54891
350	128437	54522
351	128788	54149
352	129163	53787
353	129519	53417
354	129877	53048
355	130224	52675
356	130570	52301
357	130921	51929
358	131390	51604
359	131793	51253
360	132156	50885
361	132512	50515
362	132871	50146
363	133242	49782
364	133613	49418
365	133979	49052
366	134329	48680
367	134682	48310
368	135056	47947
369	135511	47612
370	135966	47276
371	136380	46926
372	136799	46577
373	137216	46228
374	137619	45873
375	138028	45520
376	138437	45166
377	138858	44816
378	139265	44462
379	139635	44095
380	140000	43727
381	140380	43363
382	140749	42996
383	141120	42630
384	141500	42266
385	141862	41897
386	142213	41524
387	142574	41155
388	142926	40783
389	143275	40410
390	143636	40042
391	144009	39676
392	144352	39302
393	144700	38929
394	145046	38556
395	145404	38187
396	145871	37845
397	146321	37499
398	146689	37131
399	147068	36767
400	147409	36392
401	147760	36021
402	148129	35653
403	148477	35281
404	148835	34912
405	149178	34538
406	149523	34166
407	149871	33794
408	150217	33422
409	150557	33049
410	150913	32679
411	151278	32311
412	151624	31940
413	151974	31569
414	152325	31199
415	152673	30828
416	153043	30461
417	153403	30093
418	153760	29724
419	154112	29354
420	154462	28984
421	154830	28617
422	155175	28247
423	155520	27876
424	155872	27506
425	156214	27135
426	156578	26768
427	156941	26401
428	157287	26031
429	157636	25661
430	157988	25292
431	158366	24928
432	158729	24560
433	159080	24191
434	159427	23822
435	159795	23456
436	160177	23091
437	160531	22723
438	160899	22357
439	161256	21989
440	161620	21622
441	161958	21252
442	162302	20883
443	162642	20513
444	162986	20144
445	163334	19775
446	163705	19410
447	164056	19042
448	164409	18674
449	164763	18307
450	165110	17938
451	165483	17573
452	165852	17207
453	166203	16840
454	166565	16473
455	166946	16108
456	167341	15745
457	167716	15380
458	168101	15015
459	168480	14650
460	168856	14285
461	169222	13918
462	169602	13553
463	169962	13186
464	170307	12818
465	170673	12452
466	171028	12085
467	171388	11718
468	171738	11351
469	172085	10984
470	172449	10617
471	172815	10251
472	173175	9885
473	173527	9518
474	173903	9152
475	174251	8785
476	174615	8419
477	174977	8053
478	175336	7686
479	175693	7320
480	176056	6954
481	176435	6588
482	176795	6222
483	177146	5856
484	177516	5490
485	177866	5123
486	178232	4757
487	178583	4391
488	178929	4025
489	179304	3659
490	179651	3292
491	180010	2926
492	180362	2560
493	180719	2194
494	181075	1829
495	181432	1463
496	181910	1098
497	182260	731
498	182636	366
499	182998	0
