,Date,Varop_Spy,Varhl_spy,RSI,75 - RSI,RSI - 25,BBD_Delta_Up,delta5_8,delta8_10,delta10_12,delta12_15,delta15_30,delta30_35,delta35_40,delta40_45,delta45_50,delta_tsf,Forcast Oscillator,target_up,target_down,target_value
0,20180601  15:30:00,-7.880000000000109,8.8100000000004,,,,,,,,,,,,,,,0.0,0,1,2726.58
1,20180601  15:45:00,-0.5,2.0899999999996908,,,,,,,,,,,,,,,,0,0,2727.46
2,20180601  16:00:00,0.4499999999998181,2.6899999999996,69.29133858268676,25.708661417313238,64.29133858268676,,,,,,,,,,,,,0,0,2727.07
3,20180601  16:15:00,-1.6200000000003456,11.259999999999764,91.03448275862343,3.965517241376574,86.03448275862343,,,,,,,,,,,,,0,0,2728.61
4,20180601  16:30:00,2.099999999999909,4.2800000000002,30.579150579150216,64.42084942084978,25.579150579150216,,,,,,,,,,,,,1,0,2726.46
5,20180601  16:45:00,-4.039999999999964,5.039999999999964,80.31530545215688,14.684694547843122,75.31530545215688,,,,,,,,,,,,,0,0,2730.55
6,20180601  17:00:00,1.1900000000000546,2.6799999999998363,56.128538638102874,38.871461361897126,51.128538638102874,,,,,,,,,,,,,0,0,2729.32
7,20180601  17:15:00,0.75,3.2899999999999636,40.90554254488417,54.09445745511583,35.90554254488417,,0.6237500000002001,,,,,,,,,,,0,0,2728.56
8,20180601  17:30:00,-1.4100000000003092,4.130000000000109,69.34690808121637,25.65309191878363,64.34690808121637,2.7694220992184455,0.4637500000003456,,,,,,,,,,,0,0,2729.86
9,20180601  17:45:00,-1.8299999999999272,2.980000000000018,86.85992015274893,8.140079847251073,81.85992015274893,3.195850704727036,0.9787500000002183,0.3982499999997344,,,,,,,,,,0,0,2731.66
10,20180601  18:00:00,-1.7300000000000182,2.130000000000109,93.69939241168474,1.300607588315259,88.69939241168474,4.094930320308322,0.7552500000001601,0.5067499999995562,,,,,,,,,,0,0,2733.37
11,20180601  18:15:00,0.6100000000001273,1.8600000000001273,68.63084922010597,26.369150779894028,63.63084922010597,4.161072986408271,0.9252500000002328,0.4957499999995889,0.46716666666679885,,,,,,,,,0,0,2732.77
12,20180601  18:30:00,-1.5299999999997453,2.019999999999982,86.78293990510853,8.217060094891465,81.78293990510853,4.738605306178215,1.094000000000051,0.7529999999997017,0.5470000000000255,,,,,,,,,0,0,2734.31
13,20180601  18:45:00,0.680000000000291,2.4699999999998,57.148932776904985,37.851067223095015,52.148932776904985,3.91486940565801,1.4622499999995853,0.6357499999999163,0.5346666666664532,,,,,,,2734.541648351649,,0,0,2733.62
14,20180601  19:00:00,-2.3399999999996908,2.5299999999997453,87.03909299743599,7.960907002564014,82.03909299743599,4.691361117007091,1.4914999999996326,0.5154999999999745,0.7436666666667406,0.8433333333332484,,,,,,2735.633736263737,0.05147578166087163,0,0,2735.95
15,20180601  19:15:00,-0.1799999999998363,1.8799999999996544,87.11623368650422,7.883766313495784,82.11623368650422,4.762120078982662,1.0844999999999345,0.8994999999995343,0.6721666666671808,0.8305000000000291,,,,,,2736.5745054945055,0.01192501850404144,0,0,2735.96
16,20180601  19:30:00,1.6799999999998363,2.6600000000003092,29.156339460074594,65.84366053992541,24.156339460074594,3.6832567447131623,0.8347499999999854,0.9562499999992724,0.5166666666673336,1.0276666666668461,,,,,,2736.6893406593426,-0.08355022673182208,0,0,2734.29
17,20180601  19:45:00,0.3000000000001819,0.9099999999998545,23.381114347819913,71.61888565218008,18.381114347819913,2.612244671283861,0.4787500000002183,0.7042499999997744,0.7728333333334376,0.8528333333333649,,,,,,2736.7483516483526,-0.09909877392455743,0,0,2733.98
18,20180601  20:00:00,2.519999999999982,4.319999999999709,5.5568987531344485,89.44310124686555,0.5568987531344485,2.6891625191256026,0.2862499999996544,0.3057499999999891,0.7546666666667079,0.8413333333332957,,,,,,2735.535164835168,-0.1932421607542013,0,0,2731.47
19,20180601  20:15:00,-1.4099999999998545,2.100000000000364,49.29395649230587,45.70604350769413,44.29395649230587,2.752842748513558,-0.3407500000002983,0.19774999999981446,0.5168333333331248,0.7735000000002401,,,,,,2735.28164835165,-0.09679002210729626,0,0,2732.89
20,20180601  20:30:00,-0.7300000000000182,2.569999999999709,66.24638686347376,28.75361313652624,61.24638686347376,2.6428790869122167,-0.719499999999698,0.0874999999996362,0.22916666666651508,0.8828333333340197,,,,,,2734.9547252747266,-0.059321508587389715,0,0,2733.66
21,20180601  20:45:00,-0.2300000000000182,1.400000000000091,71.66049008454941,23.33950991545059,66.66049008454941,2.6353157068724613,-0.8339999999998327,0.008999999999559805,0.15516666666644596,0.7638333333343326,,,,,,2734.413956043957,-0.039311355097021855,0,0,2733.88
22,20180601  21:00:00,4.359999999999673,4.9900000000002365,9.75886316779421,85.2411368322058,4.75886316779421,3.848876057342295,-0.9214999999994689,-0.31550000000015643,-0.0028333333343653067,0.3791666666679703,,,,,,2732.6835164835143,-0.1789302936387185,0,0,2729.53
23,20180601  21:15:00,-0.9700000000002547,1.8100000000004002,35.04161420301067,59.95838579698933,30.041614203010667,3.8362919338746906,-0.4322499999993852,-0.685750000000553,-0.1255000000005566,0.14750000000094587,,,,,,2731.5604395604396,-0.0796011178686051,0,0,2730.51
24,20180601  21:30:00,-1.5199999999999818,1.930000000000291,65.35206803541426,29.647931964585737,60.35206803541426,3.186300922870032,-0.32099999999945794,-0.5760000000004766,-0.3273333333336268,-0.06699999999955253,,,,,,2731.213076923077,0.0175531997906463,0,0,2732.04
25,20180601  21:45:00,-2.119999999999891,3.1799999999998363,84.97029999282451,10.029700007175492,79.97029999282451,3.1590434538816226,-0.24199999999927968,-0.37300000000050204,-0.5519999999996799,-0.07433333333301562,,,,,,2731.415494505497,0.10851235386561016,0,0,2734.18
26,20180604  15:30:00,-6.940000000000055,7.799999999999727,98.2596427661166,-3.259642766116599,93.2596427661166,10.69130949709006,0.5615000000007058,0.3374999999996362,-0.17499999999972715,-0.07533333333367409,,,,,,2735.965054945056,0.6255709429312677,0,0,2748.61
27,20180604  15:45:00,0.8900000000003274,2.1600000000003092,88.20653025461411,6.793469745385892,83.20653025461411,13.43223320534571,2.342750000000251,0.8162499999993997,0.2183333333337032,0.009999999999763531,,,,,,2739.6561538461565,0.4263576928515568,0,0,2747.68
28,20180604  16:00:00,4.269999999999982,5.849999999999909,45.63413484095835,49.36586515904165,40.63413484095835,14.010502233489206,3.7062500000006366,0.8417499999995925,0.6528333333335468,0.11783333333278279,,,,,,2742.0819780219804,0.1379234156330581,0,0,2743.44
29,20180604  16:15:00,0.9800000000000182,3.380000000000109,37.449354060564424,57.550645939435576,32.449354060564424,14.15555311362914,4.719250000001011,0.957749999999578,0.9034999999998945,0.3908333333324663,2.9483333333350856,,,,,2743.9883516483546,0.014513213515491166,0,0,2742.48
30,20180604  16:30:00,-1.1300000000001091,3.1100000000001273,56.24936779476533,38.75063220523467,51.24936779476533,14.208854133953082,4.846750000000611,1.7232499999995525,0.8871666666673264,0.892833333332419,2.891333333334387,,,,,2745.7147252747254,-0.013061223574407924,0,0,2743.63
31,20180604  16:45:00,-0.34999999999990905,2.069999999999709,62.85142907963647,32.14857092036353,57.85142907963647,12.694320689266533,2.2362500000008367,2.396749999999429,0.9728333333337105,1.1708333333326664,2.986333333334642,,,,,2747.175824175825,-0.06358397776672575,0,0,2743.97
32,20180604  17:00:00,2.419999999999618,4.4399999999996,20.077876658843437,74.92212334115656,15.077876658843437,10.441741493963946,-0.1769999999992251,2.383999999999105,1.5176666666670826,1.3239999999996144,3.009000000000924,,,,,2747.180549450549,-0.20447496054540415,0,0,2741.57
33,20180604  17:15:00,-2.0799999999999272,3.119999999999891,63.427249885291026,31.572750114708974,58.427249885291026,7.7431432028761265,-1.3179999999993015,2.253999999998996,2.0176666666670826,1.3263333333329683,3.320000000001073,,,,,2747.6991208791196,-0.12831580627880165,0,0,2743.66
34,20180604  17:30:00,-0.6999999999998181,2.050000000000182,73.4768281685143,21.523171831485698,68.4768281685143,4.342128964472522,-0.40849999999909414,0.4914999999991778,2.014333333333525,1.7979999999993197,3.489000000001397,1.26052380952342,,,,2748.2065934065945,-0.12057764673095829,0,0,2744.39
35,20180604  17:45:00,-0.13000000000010914,2.400000000000091,75.50527059570395,19.494729404296052,70.50527059570395,3.174581143181058,0.16300000000046566,-0.9380000000010114,1.880500000000211,2.241166666666686,3.7466666666678066,1.2135238095229397,,,,2748.4304395604395,-0.13505532543612656,0,0,2744.5
36,20180604  18:00:00,-0.14000000000032742,2.150000000000091,78.7548491610158,16.245150838984202,73.7548491610158,1.8849108417680327,0.14475000000038563,-0.39175000000068394,0.43300000000044747,2.573333333332812,3.952333333334991,1.2331904761895203,,,,2747.5707692307706,-0.139197902814584,0,0,2744.61
37,20180604  18:15:00,-1.8400000000001455,2.800000000000182,96.11061929499402,-1.1106192949940237,91.11061929499402,2.602160544719027,0.6252500000009604,0.2277499999995598,-0.7123333333333903,2.4679999999993925,4.484333333334689,1.2758571428566938,,,,2746.914835164834,-0.04044367042558527,0,0,2746.46
