,Symb.,Name,Sector,Precision_up,Precision_down
470,VRTX,Vertex Pharmaceutic,Health Care,93.15,88.0
471,VTR,Ventas Inc,Real Estate,92.54,76.92
472,VZ,Verizon Communications Inc,Telecommunication Services,78.72,74.16
473,WAB,Wabtec Corp,None,80.0,90.7
474,WAT,Waters Corp,Health Care,86.02,100.0
475,WBA,Walgreens Boots Alliance,Consumer Staples,87.5,70.0
476,WCG,Wellcare Group,None,80.26,71.43
477,WDC,Western Digital Cp,Information Technology,85.71,87.1
478,WEC,Wisconsin Energy Corp,Utilities,91.18,69.15
479,WFC,Wells Fargo & Company,Financials,77.46,90.38
480,WHR,Whirlpool Corp,Consumer Discretionary,82.28,92.31
481,WLTW,Willis Towers Wts,Financials,83.84,94.74
482,WMB,Williams Companies,Energy,70.67,89.61
483,WRK,Westrock Company,Materials,97.22,84.0
484,WFC,Wells Fargo & Company,Financials,86.79,71.43
485,WHR,Whirlpool Corp,Consumer Discretionary,74.47,87.1
486,WLTW,Willis Towers Wts,Financials,87.06,76.6
487,WMB,Williams Companies,Energy,80.0,83.54
488,WRK,Westrock Company,Materials,98.0,84.0
489,WU,Western Union Company,Information Technology,80.0,78.69
490,WYNN,Wynn Resorts Ltd,Consumer Discretionary,91.23,88.57
491,XEC,Cimarex Energy CO,Energy,76.56,88.57
492,XEL,XCEL Energy Inc,Utilities,78.67,76.6
493,XLNX,Xilinx Inc,Information Technology,92.54,85.19
494,XOM,Exxon Mobil Corp,Energy,82.19,75.0
495,XRAY,Dentsply Sirona Inc,Health Care,78.95,83.82
496,XRX,Xerox Corp,Information Technology,74.55,93.86
497,XYL,Xylem Inc,Industrials,76.62,76.12
498,ZBH,Zimmer Biomet Holdings,Health Care,70.83,85.71
499,ZION,Zions Bancorporation,Financials,91.25,95.4
