TICKER :  GILD

 Le  2019-04-09 , achat de  446.0  actions à 67.23 $
Nouveau pactol :  1000000
Le Cumulative PNL est de :  0
Le Latent PNL est de : 0

 Le  2019-04-11 00:00:00
Nouveau pactol :  1000000
Le Cumulative PNL est de :  151.75
Le Latent PNL est de :  -209.62

 Le  2019-04-12 00:00:00
Nouveau pactol :  1000000
Le Cumulative PNL est de :  151.75
Le Latent PNL est de :  -816.18

 Le  2019-04-15 00:00:00
Nouveau pactol :  1000000
Le Cumulative PNL est de :  997.04
Le Latent PNL est de :  -615.48

 Le  2019-04-16 00:00:00
Nouveau pactol :  1000000
Le Cumulative PNL est de :  997.04
Le Latent PNL est de :  -1181.9

 Le  2019-04-17 00:00:00
Nouveau pactol :  1000000
Le Cumulative PNL est de :  997.04
Le Latent PNL est de :  -1614.52

 Le  2019-04-18 00:00:00
Nouveau pactol :  1000000
Le Cumulative PNL est de :  997.04
Le Latent PNL est de :  -1984.7

 Le  2019-04-22 00:00:00
Nouveau pactol :  1000000
Le Cumulative PNL est de :  997.04
Le Latent PNL est de :  -2301.36

 Le  2019-04-23 00:00:00
Nouveau pactol :  1000000
Le Cumulative PNL est de :  1319.96
Le Latent PNL est de :  -1815.22

 Le  2019-04-24 00:00:00
Nouveau pactol :  1000000
Le Cumulative PNL est de :  1319.96
Le Latent PNL est de :  -2122.96

 Le  2019-04-25 00:00:00
Nouveau pactol :  1000000
Le Cumulative PNL est de :  1319.96
Le Latent PNL est de :  -1248.8

 Le  2019-04-26 00:00:00
Nouveau pactol :  1000000
Le Cumulative PNL est de :  1319.96
Le Latent PNL est de :  -967.82

 Le  2019-04-29 00:00:00
Nouveau pactol :  1000000
Le Cumulative PNL est de :  1319.96
Le Latent PNL est de :  -1016.88

 Le  2019-04-30 00:00:00
Nouveau pactol :  1000000
Le Cumulative PNL est de :  1319.96
Le Latent PNL est de :  -1074.86

 Le  2019-05-01 00:00:00
Nouveau pactol :  1000000
Le Cumulative PNL est de :  2999.54
Le Latent PNL est de :  -1123.92

 Le  2019-05-02 00:00:00
Nouveau pactol :  1000000
Le Cumulative PNL est de :  2999.54
Le Latent PNL est de :  -561.96

 Le  2019-05-06 00:00:00 , vente pour close de  446.0  actions à 67.05 $
Nouveau pactol :  999919.72
pnl: -80.28
prix de vente 67.05
prix d achat 67.23
Le Cumulative PNL est de :  2999.54
Le Latent PNL est de : 0
Duration :  27 days 00:00:00

 Le  2019-05-07 , achat de  453.0  actions à 66.18 $
Nouveau pactol :  999919.72
Le Cumulative PNL est de :  2999.54
Le Latent PNL est de : 0

 Le  2019-05-08 00:00:00
Nouveau pactol :  999919.72
Le Cumulative PNL est de :  4153.91
Le Latent PNL est de :  -276.33

 Le  2019-05-09 00:00:00
Nouveau pactol :  999919.72
Le Cumulative PNL est de :  4153.91
Le Latent PNL est de :  -63.42

 Le  2019-05-10 00:00:00
Nouveau pactol :  999919.72
Le Cumulative PNL est de :  4153.91
Le Latent PNL est de :  -797.28

 Le  2019-05-13 00:00:00
Nouveau pactol :  999919.72
Le Cumulative PNL est de :  4153.91
Le Latent PNL est de :  -878.82

 Le  2019-05-14 00:00:00
Nouveau pactol :  999919.72
Le Cumulative PNL est de :  10061.76
Le Latent PNL est de :  -684.03

 Le  2019-05-15 00:00:00
Nouveau pactol :  999919.72
Le Cumulative PNL est de :  10061.76
Le Latent PNL est de :  -267.27

 Le  2019-05-16 00:00:00
Nouveau pactol :  999919.72
Le Cumulative PNL est de :  10061.76
Le Latent PNL est de :  -185.73

 Le  2019-05-20 00:00:00
Nouveau pactol :  999919.72
Le Cumulative PNL est de :  9657.56
Le Latent PNL est de :  18.12

 Le  2019-05-28 00:00:00
Nouveau pactol :  999919.72
Le Cumulative PNL est de :  9657.56
Le Latent PNL est de :  -1164.21

 Le  2019-05-29 00:00:00
Nouveau pactol :  999919.72
Le Cumulative PNL est de :  9657.56
Le Latent PNL est de :  -1232.16

 Le  2019-05-30 00:00:00
Nouveau pactol :  999919.72
Le Cumulative PNL est de :  9316.03
Le Latent PNL est de :  -1544.73

 Le  2019-05-31 00:00:00
Nouveau pactol :  999919.72
Le Cumulative PNL est de :  9316.03
Le Latent PNL est de :  -1667.04

 Le  2019-06-03 00:00:00
Nouveau pactol :  999919.72
Le Cumulative PNL est de :  8328.03
Le Latent PNL est de :  -1001.13

 Le  2019-06-04 00:00:00
Nouveau pactol :  999919.72
Le Cumulative PNL est de :  8328.03
Le Latent PNL est de :  -625.14

 Le  2019-06-05 00:00:00
Nouveau pactol :  999919.72
Le Cumulative PNL est de :  8126.03
Le Latent PNL est de :  -783.69

 Le  2019-06-06 00:00:00
Nouveau pactol :  999919.72
Le Cumulative PNL est de :  8126.03
Le Latent PNL est de :  -924.12

 Le  2019-06-07 00:00:00
Nouveau pactol :  999919.72
Le Cumulative PNL est de :  8126.03
Le Latent PNL est de :  -353.34

 Le  2019-06-10 00:00:00
Nouveau pactol :  999919.72
Le Cumulative PNL est de :  8126.03
Le Latent PNL est de :  -22.65

 Le  2019-06-11 00:00:00
Nouveau pactol :  999919.72
Le Cumulative PNL est de :  9768.25
Le Latent PNL est de :  90.6

 Le  2019-06-17 00:00:00 , vente pour close de  453.0  actions à 67.65 $
Nouveau pactol :  1000585.63
pnl: 665.91
prix de vente 67.65
prix d achat 66.18
Le Cumulative PNL est de :  9768.25
Le Latent PNL est de : 0
Duration :  41 days 00:00:00

 Le  2019-06-18 00:00:00 , vente de  441.0  actions à 68.03 $
Nouveau pactol :  1000585.63
Le Cumulative PNL est de :  9768.25
Le Latent PNL est de : 0

 Le  2019-07-19 00:00:00 , achat pour close de  441.0  actions à 65.3 $
Nouveau pactol :  1001789.56
prix de vente 68.03
prix d achat 65.3
pnl: 1203.93
Le Cumulative PNL est de :  21206.72
Le Latent PNL est de : 0
Duration :  31 days 00:00:00

 Le  2019-07-22 , achat de  461.0  actions à 65.07 $
Nouveau pactol :  1001789.56
Le Cumulative PNL est de :  21206.72
Le Latent PNL est de : 0

 Le  2019-07-29 00:00:00 , vente pour close de  461.0  actions à 67.8 $
Nouveau pactol :  1003048.09
pnl: 1258.53
prix de vente 67.8
prix d achat 65.07
Le Cumulative PNL est de :  21206.72
Le Latent PNL est de : 0
Duration :  7 days 00:00:00

 Le  2019-07-31 , achat de  457.0  actions à 65.66 $
Nouveau pactol :  1003048.09
Le Cumulative PNL est de :  21206.72
Le Latent PNL est de : 0

 Le  2019-08-01 00:00:00
Nouveau pactol :  1003048.09
Le Cumulative PNL est de :  21206.72
Le Latent PNL est de :  -214.79

 Le  2019-08-02 00:00:00
Nouveau pactol :  1003048.09
Le Cumulative PNL est de :  22454.72
Le Latent PNL est de :  -621.52

 Le  2019-08-05 00:00:00
Nouveau pactol :  1003048.09
Le Cumulative PNL est de :  22454.72
