,Date,Ticker,Open Long,Close Long,Open Short,Close Short
0,2019-08-12,MMM,0,0,0,1
1,2019-08-12,AOS,1,0,0,1
2,2019-08-12,ABT,0,0,0,0
3,2019-08-12,ABBV,1,0,0,1
4,2019-08-12,ACN,0,1,1,0
5,2019-08-12,ATVI,0,0,0,0
6,2019-08-12,AYI,0,1,1,0
7,2019-08-12,ADBE,0,0,0,0
8,2019-08-12,AAP,0,0,0,0
9,2019-08-12,AMD,1,0,0,1
10,2019-08-12,AES,0,0,0,0
11,2019-08-12,AMG,0,0,0,0
12,2019-08-12,AFL,0,0,0,0
13,2019-08-12,A,0,0,0,0
14,2019-08-12,APD,0,0,0,0
15,2019-08-12,AKAM,0,1,1,0
16,2019-08-12,ALK,0,0,0,0
17,2019-08-12,ALB,0,0,0,0
18,2019-08-12,ARE,0,0,0,0
19,2019-08-12,ALXN,0,1,1,0
20,2019-08-12,ALGN,1,0,0,1
21,2019-08-12,ALLE,0,0,0,0
22,2019-08-12,AGN,0,0,0,0
23,2019-08-12,ADS,1,0,0,1
24,2019-08-12,LNT,0,0,0,0
25,2019-08-12,ALL,0,1,0,0
26,2019-08-12,GOOGL,0,0,0,0
27,2019-08-12,GOOG,0,1,1,0
28,2019-08-12,MO,0,0,0,0
29,2019-08-12,AMZN,0,0,0,0
30,2019-08-12,AEE,0,1,1,0
31,2019-08-12,AAL,0,0,0,0
32,2019-08-12,AEP,0,0,0,0
33,2019-08-12,AXP,1,0,0,1
34,2019-08-12,AIG,0,0,0,0
35,2019-08-12,AMT,0,0,0,0
36,2019-08-12,AWK,0,1,1,0
37,2019-08-12,AMP,0,0,0,0
38,2019-08-12,ABC,0,0,0,0
39,2019-08-12,AME,0,0,0,1
40,2019-08-12,AMGN,0,0,0,0
41,2019-08-12,APH,0,1,1,0
42,2019-08-08,APC,0,0,0,0
43,2019-08-12,ADI,0,0,0,0
44,2019-08-12,ANSS,0,0,0,0
45,2019-08-12,ANTM,0,0,0,0
46,2019-08-12,AON,0,1,1,0
47,2019-08-12,APA,1,0,0,1
48,2019-08-12,AIV,0,0,0,0
49,2019-08-12,AAPL,0,1,0,0
50,2019-08-12,AMAT,0,1,1,0
51,2019-08-12,APTV,1,0,0,1
52,2019-08-12,ADM,0,0,0,0
53,2019-08-12,ARNC,0,0,0,0
54,2019-08-12,AJG,0,1,1,0
55,2019-08-12,AIZ,0,0,0,0
56,2019-08-12,T,1,0,0,1
57,2019-08-12,ADSK,0,0,0,0
58,2019-08-12,ADP,0,0,0,0
59,2019-08-12,AZO,0,0,0,0
60,2019-08-12,AVB,0,0,0,0
61,2019-08-12,AVY,0,0,0,0
62,2019-08-12,BHGE,0,0,0,0
63,2019-08-12,BLL,0,0,0,0
64,2019-08-12,BAC,1,0,0,1
65,2019-08-12,BAX,0,0,0,0
66,2019-08-12,BBT,0,0,0,1
67,2019-08-12,BDX,0,0,0,0
68,2019-08-12,BBY,0,0,0,0
69,2019-08-12,BIIB,1,0,0,1
70,2019-08-12,BLK,0,0,0,0
71,2019-08-12,HRB,0,0,0,0
72,2019-08-12,BA,0,1,0,0
73,2019-08-12,BKNG,0,0,0,0
74,2019-08-12,BWA,1,0,0,1
75,2019-08-12,BXP,0,0,0,0
76,2019-08-12,BSX,0,0,0,0
77,2019-08-12,BHF,0,0,0,0
78,2019-08-12,BMY,0,0,0,0
79,2019-08-12,AVGO,0,0,0,0
80,2019-08-12,CHRW,1,0,0,1
81,2019-06-07,CA,0,0,0,0
82,2019-08-12,COG,0,0,0,0
83,2019-08-12,CAH,0,0,0,0
84,2019-08-12,KMX,0,0,0,0
85,2019-08-12,CCL,0,0,0,0
86,2019-08-12,CAT,0,0,0,0
87,2019-08-12,CBOE,0,0,0,0
88,2019-08-12,CBRE,0,0,0,0
89,2019-08-12,CBS,0,0,0,0
90,2019-08-12,CELG,0,0,0,0
91,2019-08-12,CNC,0,0,0,0
92,2019-08-12,CNP,0,0,0,0
93,2019-08-12,CTL,0,0,0,0
94,2019-08-12,CERN,0,0,0,0
95,2019-08-12,CF,0,0,0,0
96,2019-08-12,SCHW,0,1,1,0
97,2019-08-12,CHTR,0,1,0,0
98,2019-08-12,CVX,0,1,1,0
99,2019-08-12,CMG,0,1,1,0
100,2019-08-12,CB,0,0,0,0
101,2019-08-12,CHD,0,0,0,0
102,2019-08-12,CI,1,0,0,1
103,2019-08-12,XEC,1,0,0,1
104,2019-08-12,CINF,0,0,0,0
105,2019-08-12,CTAS,0,0,0,0
106,2019-08-12,CSCO,0,0,0,0
107,2019-08-12,C,0,0,0,0
108,2019-08-12,CFG,0,0,0,0
109,2019-08-12,CTXS,0,0,0,0
110,2019-08-12,CME,0,0,0,0
111,2019-08-12,CMS,0,0,0,0
112,2019-08-12,KO,0,0,0,0
113,2019-08-12,CTSH,0,0,0,0
114,2019-08-12,CL,0,0,0,0
115,2019-08-12,CMCSA,1,0,0,1
116,2019-08-12,CMA,0,0,0,0
117,2019-08-12,CAG,0,0,0,0
118,2019-08-12,CXO,0,0,0,0
119,2019-08-12,COP,0,0,0,0
120,2019-08-12,ED,0,0,0,0
121,2019-08-12,STZ,1,0,0,1
122,2019-08-12,GLW,0,0,0,0
123,2019-08-12,COST,0,0,0,0
124,2019-08-12,COTY,0,0,0,0
125,2019-08-12,CCI,0,0,0,0
126,2019-08-12,CSX,0,0,0,0
127,2019-08-12,CMI,1,0,0,1
128,2019-08-12,CVS,0,0,0,0
129,2019-08-12,DHI,0,0,0,0
130,2019-08-12,DHR,0,0,0,0
131,2019-08-12,DRI,0,0,0,0
132,2019-08-12,DVA,0,0,0,0
133,2019-08-12,DE,0,0,0,0
134,2019-08-12,DAL,0,0,0,0
135,2019-08-12,XRAY,1,0,0,1
136,2019-08-12,DVN,0,0,0,0
137,2019-08-12,DLR,0,0,0,0
138,2019-08-12,DFS,0,0,0,0
139,2019-08-12,DISCA,0,0,0,1
140,2019-08-12,DISCK,1,0,0,1
141,2019-08-12,DISH,0,0,0,0
142,2019-08-12,DG,0,0,0,0
143,2019-08-12,DLTR,0,0,0,0
144,2019-08-12,D,0,0,0,0
145,2019-08-12,DOV,0,0,0,0
146,2019-06-28,DWDP,0,0,0,0
147,2019-08-12,DTE,0,0,0,0
148,2019-08-12,DUK,0,0,0,0
149,2019-08-12,DRE,0,0,0,1
150,2019-08-12,DXC,1,0,0,1
151,2019-08-12,ETFC,1,0,0,1
152,2019-08-12,EMN,0,1,1,0
153,2019-08-12,ETN,0,0,0,0
154,2019-08-12,EBAY,0,0,0,0
155,2019-08-12,ECL,0,0,0,0
156,2019-08-12,EIX,0,0,0,0
157,2019-08-12,EW,0,0,0,0
158,2019-08-12,EA,0,1,1,0
159,2019-08-12,EMR,0,0,0,0
160,2019-08-12,ETR,0,0,0,0
161,2019-08-12,EOG,1,0,0,1
162,2019-08-12,EQT,0,0,0,0
163,2019-08-12,EFX,0,0,0,0
164,2019-08-12,EQIX,0,0,0,0
165,2019-08-12,EQR,0,0,0,0
166,2019-08-12,ESS,0,1,1,0
167,2019-08-12,EL,0,0,0,0
168,2019-08-12,RE,0,0,0,0
169,2019-08-12,ES,1,0,0,1
170,2019-08-12,EXC,0,0,0,0
171,2019-08-12,EXPE,0,1,1,0
172,2019-08-12,EXPD,0,1,1,0
173,2019-08-12,EXR,0,1,1,0
174,2019-08-12,XOM,1,0,0,1
175,2019-08-12,FFIV,1,0,0,1
176,2019-08-12,FB,0,0,0,0
177,2019-08-12,FAST,0,0,0,0
178,2019-08-12,FRT,1,0,0,1
179,2019-08-12,FDX,0,0,0,0
180,2019-08-12,FIS,0,1,1,0
181,2019-08-12,FITB,0,0,0,0
182,2019-08-12,FE,0,0,0,0
183,2019-08-12,FISV,0,0,0,1
184,2019-08-12,FLIR,0,0,0,0
185,2019-08-12,FLS,0,0,0,0
186,2019-08-12,FLR,0,0,0,0
187,2019-08-12,FMC,0,0,0,0
188,2019-08-12,FL,1,0,0,1
189,2019-08-12,F,0,0,0,0
190,2019-08-12,FTV,0,0,0,0
191,2019-08-12,FBHS,0,0,0,0
192,2019-08-12,BEN,0,0,0,0
193,2019-08-12,FCX,0,0,0,1
194,2019-08-12,GPS,0,0,0,0
195,2019-08-12,GRMN,0,0,0,0
196,2019-08-12,IT,0,1,1,0
197,2019-08-12,GD,1,0,0,1
198,2019-08-12,GE,0,0,0,0
199,2019-08-12,GIS,0,0,0,0
200,2019-08-12,GM,0,0,0,0
201,2019-08-12,GPC,0,0,0,0
202,2019-08-12,GILD,1,0,0,1
203,2019-08-12,GPN,0,0,0,0
204,2019-08-12,GS,0,1,1,0
205,2019-08-12,GT,1,0,0,1
206,2019-08-12,GWW,1,0,0,1
207,2019-08-12,HAL,1,0,0,1
208,2019-08-12,HBI,0,0,0,0
209,2019-08-12,HOG,0,0,0,0
210,2019-07-05,HRS,0,0,0,0
211,2019-08-12,HIG,0,1,1,0
212,2019-08-12,HAS,0,1,1,0
213,2019-08-12,HCA,0,0,0,0
214,2019-08-12,HCP,0,0,0,0
215,2019-08-12,HP,0,1,1,0
216,2019-08-12,HSIC,0,0,0,0
217,2019-08-12,HES,0,0,0,0
218,2019-08-12,HPE,0,0,0,0
219,2019-08-12,HLT,0,0,0,1
220,2019-08-12,HOLX,0,1,1,0
221,2019-08-12,HD,0,1,1,0
222,2019-08-12,HON,0,1,1,0
223,2019-08-12,HRL,0,0,0,0
224,2019-08-12,HST,0,0,0,0
225,2019-08-12,HPQ,0,0,0,0
226,2019-08-12,HUM,1,0,0,1
227,2019-08-12,HBAN,0,0,0,0
228,2019-08-12,HII,0,0,0,0
229,2019-08-12,IDXX,0,1,0,0
230,2019-08-12,INFO,0,0,0,0
231,2019-08-12,ITW,0,0,0,0
232,2019-08-12,ILMN,0,0,0,0
233,2019-08-12,INCY,0,0,0,0
234,2019-08-12,IR,0,1,1,0
235,2019-08-12,ICE,0,0,0,0
236,2019-08-12,IBM,1,0,0,1
237,2019-08-12,IP,0,0,0,0
238,2019-08-12,IPG,0,0,0,0
239,2019-08-12,IFF,0,0,0,0
240,2019-08-12,INTU,0,0,0,0
241,2019-08-12,ISRG,0,0,0,0
242,2019-08-12,IVZ,1,0,0,1
243,2019-08-12,IPGP,0,1,1,0
244,2019-08-12,IQV,1,0,0,1
245,2019-08-12,IRM,0,0,0,0
246,2019-08-12,JBHT,0,0,0,0
247,2019-08-12,JEC,0,1,1,0
248,2019-08-12,SJM,0,0,0,0
249,2019-08-12,JNJ,0,0,0,0
250,2019-08-12,JCI,0,0,0,0
251,2019-08-12,JPM,0,0,0,0
252,2019-08-12,JNPR,0,0,0,0
253,2019-08-12,KSU,0,0,0,0
254,2019-08-12,K,0,0,0,0
255,2019-08-12,KEY,0,0,0,0
256,2019-08-12,KMB,0,1,1,0
257,2019-08-12,KIM,0,0,0,0
258,2019-08-12,KMI,0,0,0,0
