,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price,Open.S Price,Tradé,Action,Quand,Prix limite
0,2019-12-04,LNT,0,0,0,0,53.16999816894531,Traité,NA,NA,NA,NA
1,2019-12-04,HBI,1,0,0,1,14.720000267028807,Traité,NA,Open Long,05-12-2019 11:26:07,14.75
2,2019-12-04,GWW,0,0,0,0,316.8699951171875,Traité,NA,NA,NA,NA
3,2019-12-04,HRL,0,0,0,0,45.25,Traité,NA,NA,NA,NA
4,2019-12-04,ACN,0,0,0,0,199.5800018310547,Traité,NA,NA,NA,NA
5,2019-12-04,BIIB,0,0,0,0,289.5199890136719,Traité,NA,NA,NA,NA
6,2019-12-04,OKE,0,0,0,0,70.83000183105469,Traité,NA,NA,NA,NA
7,2019-12-04,TJX,0,0,0,0,59.88000106811523,Traité,NA,NA,NA,NA
8,2019-12-04,ARNC,0,0,0,0,30.31999969482422,Traité,NA,NA,NA,NA
9,2019-12-04,COF,0,0,0,0,99.25,Traité,NA,NA,NA,NA
10,2019-12-04,EBAY,0,0,0,0,34.970001220703125,Traité,NA,NA,NA,NA
11,2019-12-04,NOC,0,0,0,0,343.2099914550781,Traité,NA,NA,NA,NA
12,2019-12-04,CBOE,0,0,0,0,120.23999786376952,Traité,NA,NA,NA,NA
13,2019-12-04,CMA,0,0,0,0,70.12000274658203,Traité,NA,NA,NA,NA
14,2019-12-04,MLM,0,0,0,0,269.52999877929693,Traité,NA,NA,NA,NA
15,2019-12-04,ALK,0,0,0,0,66.91999816894531,Traité,NA,NA,NA,NA
16,2019-12-04,OXY,0,0,0,0,38.45000076293945,Traité,NA,NA,NA,NA
17,2019-12-04,PH,0,0,0,0,197.47000122070312,Traité,NA,NA,NA,NA
18,2019-12-04,FMC,0,0,0,0,96.91000366210938,Traité,NA,NA,NA,NA
19,2019-12-04,CMI,0,0,0,0,178.0399932861328,Traité,NA,NA,NA,NA
20,2019-12-04,GRMN,0,0,0,0,96.25,Traité,NA,NA,NA,NA
21,2019-12-04,AEP,0,0,0,0,92.02999877929688,Traité,NA,NA,NA,NA
22,2019-12-04,MKTX,0,0,0,0,393.989990234375,Traité,NA,NA,NA,NA
23,2019-12-04,MRK,0,0,0,0,88.66999816894531,Traité,NA,NA,NA,NA
24,2019-12-04,DE,0,0,0,0,165.27000427246094,Traité,NA,NA,NA,NA
25,2019-12-04,BBT,0,0,0,0,53.31000137329102,Traité,NA,NA,NA,NA
26,2019-12-04,XEL,0,0,0,0,62.0099983215332,Traité,NA,NA,NA,NA
27,2019-12-04,XYL,0,0,0,0,75.37999725341797,Traité,NA,NA,NA,NA
28,2019-12-04,ZBH,0,0,0,0,148.3699951171875,Traité,NA,NA,NA,NA
29,2019-12-04,VTR,0,0,0,0,58.02999877929688,Traité,NA,NA,NA,NA
30,2019-12-04,HLT,0,0,0,0,104.18000030517578,Traité,NA,NA,NA,NA
31,2019-12-04,ALXN,1,0,0,1,115.4499969482422,Traité,NA,Open Long,05-12-2019 11:26:09,115.68
32,2019-12-04,CFG,0,0,0,0,38.36000061035156,Traité,NA,NA,NA,NA
33,2019-12-04,JNPR,0,0,0,0,24.290000915527344,Traité,NA,NA,NA,NA
34,2019-12-04,NFLX,0,0,0,0,304.32000732421875,Traité,NA,NA,NA,NA
35,2019-12-04,LKQ,0,0,0,0,35.009998321533196,Traité,NA,NA,NA,NA
36,2019-12-04,BKNG,0,0,0,0,1921.530029296875,Traité,NA,NA,NA,NA
37,2019-12-04,ADI,0,0,0,0,114.38999938964844,Traité,NA,NA,NA,NA
38,2019-12-04,LOW,0,0,0,0,115.45999908447266,Traité,NA,NA,NA,NA
39,2019-12-04,CBRE,0,0,0,0,57.02999877929688,Traité,NA,NA,NA,NA
40,2019-12-04,NI,0,0,0,0,26.5,Traité,NA,NA,NA,NA
41,2019-12-04,SHW,0,0,0,0,571.3099975585938,Traité,NA,NA,NA,NA
42,2019-12-04,FAST,0,0,0,0,35.060001373291016,Traité,NA,NA,NA,NA
43,2019-12-04,AME,0,0,0,0,96.55999755859376,Traité,NA,NA,NA,NA
44,2019-12-04,EQIX,0,0,0,0,562.9299926757811,Traité,NA,NA,NA,NA
45,2019-12-04,IT,0,0,0,0,157.72999572753906,Traité,NA,NA,NA,NA
46,2019-12-04,CRM,0,0,0,0,156.42999267578125,Traité,NA,NA,NA,NA
47,2019-12-04,MMM,0,0,0,0,167.13999938964844,Traité,NA,NA,NA,NA
48,2019-12-04,DFS,0,0,0,0,83.62999725341797,Traité,NA,NA,NA,NA
49,2019-12-04,INTC,0,0,0,0,56.02000045776367,Traité,NA,NA,NA,NA
50,2019-12-04,LUV,0,0,0,0,55.77999877929688,Traité,NA,NA,NA,NA
51,2019-12-04,HRB,0,0,0,0,23.38999938964844,Traité,NA,NA,NA,NA
52,2019-12-04,ETFC,0,0,0,0,45.2599983215332,Traité,NA,NA,NA,NA
53,2019-12-04,ICE,0,0,0,0,93.31999969482422,Traité,NA,NA,NA,NA
54,2019-12-04,GOOG,0,0,0,0,1320.5400390625,Traité,NA,NA,NA,NA
55,2019-12-04,VLO,0,0,0,0,93.20999908447266,Traité,NA,NA,NA,NA
56,2019-12-04,NDAQ,0,0,0,0,105.20999908447266,Traité,NA,NA,NA,NA
57,2019-12-04,TSN,0,0,0,0,89.23999786376953,Traité,NA,NA,NA,NA
58,2019-12-04,MAC,0,0,0,0,26.93000030517578,Traité,NA,NA,NA,NA
59,2019-12-04,MO,0,0,0,0,50.11000061035156,Traité,NA,NA,NA,NA
60,2019-12-04,TXT,0,0,0,0,45.040000915527344,Traité,NA,NA,NA,NA
61,2019-12-04,MCD,0,0,0,0,194.30999755859372,Traité,NA,NA,NA,NA
62,2019-12-04,BBY,0,0,0,0,79.18000030517578,Traité,NA,NA,NA,NA
63,2019-12-04,VNO,0,0,0,1,64.55000305175781,Traité,NA,Close Short,05-12-2019 11:26:11,64.68
64,2019-12-04,WYNN,0,0,0,0,118.73999786376952,Traité,NA,NA,NA,NA
65,2019-12-04,V,0,0,0,0,180.6000061035156,Traité,NA,NA,NA,NA
66,2019-12-04,D,0,0,0,0,81.33250427246094,Traité,NA,NA,NA,NA
67,2019-12-04,VZ,0,0,0,0,60.52999877929688,Traité,NA,NA,NA,NA
68,2019-12-04,NWS,0,0,0,0,13.06999969482422,Traité,NA,NA,NA,NA
69,2019-12-04,NUE,0,0,0,0,55.83000183105469,Traité,NA,NA,NA,NA
70,2019-12-04,GPC,0,0,0,0,103.00749206542969,Traité,NA,NA,NA,NA
