,Compte,Type,conId,Ticker,Quantité,Average Cost
0,DU1507426,Stock,5516,CCL,-331.0,44.94395045
1,DU1507426,Stock,275850,VRTX,-71.0,212.4813972
2,DU1507426,Stock,3691937,AMZN,8.0,1756.165
3,DU1507426,Stock,129348126,NWSA,1150.0,12.895
4,DU1507426,Stock,9657,MCK,99.0,149.900101
5,DU1507426,Stock,9282,LUV,259.0,57.125
6,DU1507426,Stock,13515,VMC,-103.0,143.4572029
7,DU1507426,Stock,13535,VNO,-229.0,64.3660812
8,DU1507426,Stock,105669270,PSX,-125.0,118.489428
9,DU1507426,Stock,13878278,CNC,-252.0,59.553648
10,DU1507426,Stock,137780444,TWTR,473.0,31.085
11,DU1507426,Stock,9358,MAR,110.0,135.9590909
12,DU1507426,Stock,9360,MAS,326.0,45.6965951
13,DU1507426,Stock,276329,ZION,591.0,50.16982235
14,DU1507426,Stock,36320731,CHRW,-190.0,77.76458685
15,DU1507426,Stock,346403540,CI,75.0,198.63333335
16,DU1507426,Stock,2586156,KMX,-150.0,99.72115
17,DU1507426,Stock,9769,MO,-297.0,49.6456377
18,DU1507426,Stock,5800,CMA,410.0,69.64036585
19,DU1507426,Stock,80986742,GM,408.0,35.925
20,DU1507426,Stock,29380756,NDAQ,-143.0,104.59673635
21,DU1507426,Stock,8251,HUM,-45.0,334.44073555
22,DU1507426,Stock,275405,TSN,-164.0,89.90192255
23,DU1507426,Stock,36786278,UAA,771.0,19.14332685
24,DU1507426,Stock,2585323,MTB,88.0,166.00272725
25,DU1507426,Stock,94078796,FBHS,234.0,63.495
26,DU1507426,Stock,209411798,HPE,-927.0,15.90455165
27,DU1507426,Stock,8894,KO,-282.0,53.13378085
28,DU1507426,Stock,4726021,SWKS,153.0,97.64653595
29,DU1507426,Stock,273733,REGN,-86.0,346.1829465
30,DU1507426,Stock,11656,RJF,166.0,89.1560241
31,DU1507426,Stock,269315,FISV,-128.0,116.0396664
32,DU1507426,Stock,12120,SHW,-25.0,585.57776
33,DU1507426,Stock,40369429,HBI,-22.0,14.82457275
34,DU1507426,Stock,274385,SIVB,65.0,229.6553846
35,DU1507426,Stock,7745,GPC,-141.0,105.0006149
36,DU1507426,Stock,7935,HOG,-400.0,36.89411725
37,DU1507426,Stock,268627,DHI,-273.0,54.71374835
38,DU1507426,Stock,6442,DHR,106.0,140.20509435
39,DU1507426,Stock,15124833,NFLX,-47.0,315.2720787
40,DU1507426,Stock,9869443,ILMN,46.0,320.01173915
41,DU1507426,Stock,120643512,NCLH,278.0,53.605
42,DU1507426,Stock,661633,WAB,183.0,81.0054645
43,DU1507426,Stock,6327,D,-178.0,83.4525354
44,DU1507426,Stock,6735,EFX,-105.0,141.06600855
45,DU1507426,Stock,4082282,SEE,-392.0,37.62410205
46,DU1507426,Stock,49588376,PM,-178.0,83.56253315
