,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price
32,2020-01-03,HRB,0,1,1,0,23.459999084472656
73,2020-01-03,PXD,1,0,0,1,153.35000610351562
89,2020-01-03,JEF,0,1,1,0,21.559999465942383
92,2020-01-03,TXT,0,0,0,1,44.7400016784668
108,2020-01-03,CAG,0,1,1,0,33.34000015258789
111,2020-01-03,LRCX,0,1,0,0,294.69000244140625
120,2020-01-03,BKNG,0,1,1,0,2065.47998046875
122,2020-01-03,GWW,0,1,1,0,340.6600036621094
205,2020-01-03,HES,0,1,1,0,69.83999633789062
215,2020-01-03,CVX,0,1,1,0,121.01000213623047
216,2020-01-03,HOG,0,1,1,0,36.279998779296875
234,2020-01-03,CE,0,1,1,0,119.77999877929688
253,2020-01-03,RTN,0,1,1,0,227.80999755859375
288,2020-01-03,NDAQ,0,1,1,0,108.27999877929688
291,2020-01-03,GS,0,1,1,0,231.5800018310547
332,2020-01-03,NOC,0,1,1,0,375.010009765625
355,2020-01-03,MCK,0,1,0,0,136.72000122070312
381,2020-01-03,SJM,0,1,1,0,102.29000091552734
