,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price
7,2020-01-06,HRB,0,1,1,0,23.530000686645508
9,2020-01-06,CHD,1,0,0,1,70.54000091552734
15,2020-01-06,CVX,0,1,1,0,120.5999984741211
16,2020-01-06,GS,0,1,1,0,233.9499969482422
53,2020-01-06,TSCO,0,1,1,0,91.6500015258789
75,2020-01-06,CE,0,1,1,0,118.45999908447266
106,2020-01-06,AGN,0,1,1,0,191.5
122,2020-01-06,BKNG,0,1,1,0,2047.4000244140625
125,2020-01-06,EFX,0,1,1,0,143.47999572753906
153,2020-01-06,JEF,0,1,1,0,21.31999969482422
156,2020-01-06,MCK,1,0,0,1,138.16000366210938
183,2020-01-06,PXD,0,1,1,0,158.11000061035156
226,2020-01-06,NOC,1,0,0,1,375.8299865722656
281,2020-01-06,LRCX,1,0,0,1,289.19000244140625
294,2020-01-06,CAG,0,0,0,1,33.52000045776367
305,2020-01-06,HES,1,0,0,1,70.86000061035156
334,2020-01-06,MPC,0,1,1,0,58.220001220703125
344,2020-01-06,SJM,0,1,1,0,103.70999908447266
383,2020-01-06,HOG,0,1,1,0,36.54999923706055
