,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price
14,2020-01-07,CE,0,1,1,0,118.0
23,2020-01-07,SJM,0,1,1,0,102.25
24,2020-01-07,EFX,0,0,0,1,143.2100067138672
60,2020-01-07,MPC,0,1,1,0,59.13999938964844
86,2020-01-07,HRB,0,1,1,0,23.520000457763672
105,2020-01-07,AGN,0,1,1,0,190.47000122070312
157,2020-01-07,EL,0,1,0,0,206.0500030517578
163,2020-01-07,HOG,0,1,1,0,36.02000045776367
179,2020-01-07,MCK,1,0,0,1,137.85000610351562
183,2020-01-07,JEF,0,0,0,1,21.110000610351562
208,2020-01-07,GS,0,1,1,0,235.49000549316406
240,2020-01-07,CVX,0,1,1,0,119.05999755859375
271,2020-01-07,CAG,0,1,1,0,32.31999969482422
331,2020-01-07,PXD,0,0,0,1,156.9499969482422
333,2020-01-07,STZ,1,0,0,1,183.60000610351562
345,2020-01-07,TSCO,1,0,0,1,90.01000213623047
355,2020-01-07,NOC,0,1,1,0,374.9700012207031
369,2020-01-07,HES,1,0,0,1,70.94000244140625
