,Date,Varop_Spy,Varhl_spy,RSI,75 - RSI,RSI - 25,BBD_Delta_Up,delta5_8,delta8_10,delta10_12,delta12_15,delta15_30,delta30_35,delta35_40,delta40_45,delta45_50,delta_tsf,Forcast Oscillator,target_up,target_down,target_value
1,20140606,0.0020050000000002566,0.00562000000000018,,0.0,0.0,,,,,,,,,,,,0.0,0,1,1.3643049999999999
2,20140609,0.005164999999999864,0.008625000000000105,,,,,,,,,,,,,,,0.0,0,0,1.359385
3,20140610,0.0045399999999999885,0.0068349999999999245,,,,,,,,,,,,,,,,0,0,1.354775
4,20140611,0.001414999999999944,0.003570000000000073,,,,,,,,,,,,,,,,1,0,1.353145
5,20140612,-0.001875000000000071,0.005985000000000129,,,,,,,,,,,,,,,,0,0,1.355215
6,20140613,0.0012850000000002026,0.005800000000000027,,,,,,,,,,,,,,,,0,0,1.353875
7,20140616,-0.0032799999999999496,0.006689999999999863,,,,,,,,,,,,,,,,0,0,1.3573549999999999
8,20140617,0.0025849999999998374,0.005095000000000072,,,,,-0.0017367500000000646,,,,,,,,,,,0,0,1.354695
9,20140618,-0.004885000000000028,0.005780000000000118,,,,0.006788081057625739,0.00013825000000000642,,,,,,,,,,,0,0,1.359545
10,20140619,-0.0017249999999999766,0.00592500000000018,,,,0.005272182765369671,0.0010757499999995979,-0.0011347499999998512,,,,,,,,,,0,0,1.360765
11,20140620,0.0006550000000000722,0.006979999999999986,,,,0.005429250908926431,0.0016468749999998256,-5.1374999999964643e-05,,,,,,,,,,0,0,1.35999
12,20140623,-0.0009000000000001229,0.003940000000000055,,,,0.005749726778243147,0.0013538749999997268,0.0007556250000000375,-0.0008104166666667023,,,,,,,,,0,0,1.360465
13,20140624,-0.00033499999999975216,0.004404999999999992,,,,0.005288839402093792,0.0018621249999997147,0.0008463750000000658,8.091666666665276e-05,,,,,,,,,0,0,1.3606049999999998
14,20140625,-0.002215000000000078,0.005074999999999941,,,,0.00563791551526216,0.001402749999999564,0.0009982500000000893,0.0007629999999998471,,,,,,,1.3605980219780218,,0,0,1.36287
15,20140626,0.00189499999999998,0.006530000000000147,45.12214096779228,,,0.004492097038685916,0.0010068749999998516,0.0008796250000000505,0.0008255833333330465,-0.0002360833333330259,,,,,,1.3624478021978026,,0,0,1.36117
16,20140627,-0.0038199999999999346,0.004089999999999927,51.41512932724419,29.877859032207724,20.122140967792276,0.005229792385712528,0.0007233749999997485,0.0010561250000000744,0.0009507499999996671,0.0007060833333338845,,,,,,1.3646401648351645,0.32504500045626505,0,0,1.365035
17,20140630,-0.004665000000000141,0.005744999999999889,57.1395083788441,23.584870672755812,26.415129327244188,0.005899215474172603,0.0012646249999996861,0.0010788749999999236,0.0009700833333332604,0.0012174166666669706,,,,,,1.3670299999999989,0.49423923943262943,0,1,1.369215
18,20140701,0.0013799999999999368,0.0024900000000001032,54.96224624506846,17.8604916211559,32.1395083788441,0.006543603794262776,0.0018324999999999037,0.0006504999999998873,0.0011219999999998453,0.001511333333333864,,,,,,1.3682843406593395,0.23903876459967963,0,0,1.36791
19,20140702,0.0020999999999999908,0.00407000000000024,51.73317214008417,20.037753754931543,29.962246245068457,0.006524104214504112,0.0017016249999997068,0.0007543750000000848,0.0010458333333331904,0.0013735000000005826,,,,,,1.3688487362637363,-0.0808975602612736,0,0,1.365925
20,20140703,0.004715000000000025,0.006860000000000088,44.7386284375186,23.26682785991583,26.73317214008417,0.006292697708144557,0.0016022499999996942,0.0007982500000001114,0.0005442499999999129,0.0015135833333339566,,,,,,1.3674230219780206,-0.5337423887480963,0,0,1.3610200000000001
