,Compte,Type,conId,Ticker,Quantité,Average Cost
0,DU1507429,Stock,8097,HP,-221.0,46.2117525
1,DU1507429,Stock,13206,UHS,70.0,141.5642857
2,DU1507429,Stock,39118796,HES,-150.0,67.34848665
3,DU1507429,Stock,6231002,UPS,-86.0,116.19584765
4,DU1507429,Stock,11257,PNW,-111.0,89.9190108
5,DU1507429,Stock,9720,MMM,-56.0,178.0683375
6,DU1507429,Stock,11758,RTN,-46.0,219.96358915
7,DU1507429,Stock,12225,AOS,-211.0,47.53389715
8,DU1507429,Stock,8130,HRB,-429.0,23.3234191
9,DU1507429,Stock,4627828,GS,-43.0,231.09184185
10,DU1507429,Stock,6437,TGT,79.0,124.93265825
11,DU1507429,Stock,181764593,EQIX,-17.0,579.73905295
12,DU1507429,Stock,5402,CAG,-300.0,33.54085335
13,DU1507429,Stock,44986804,BK,-200.0,50.1238435
14,DU1507429,Stock,338719530,LIN,49.0,204.81040815
15,DU1507429,Stock,92306678,RL,-86.0,116.3658442
16,DU1507429,Stock,4472,APA,-393.0,25.4443542
17,DU1507429,Stock,15130038,SJM,-97.0,102.9374402
18,DU1507429,Stock,29380756,NDAQ,-93.0,108.0468914
19,DU1507429,Stock,7496,GD,-57.0,175.7287
20,DU1507429,Stock,4726021,SWKS,84.0,115.75190475
21,DU1507429,Stock,9599491,F,-1084.0,9.2546893
22,DU1507429,Stock,4762,BA,-30.0,332.04967335
23,DU1507429,Stock,10376,NOC,-29.0,344.00827585
24,DU1507429,Stock,7935,HOG,-276.0,36.524125
25,DU1507429,Stock,318911976,JEF,-470.0,21.29444
26,DU1507429,Stock,5021340,BXP,-73.0,136.70335205
27,DU1507429,Stock,94078796,FBHS,-153.0,65.2419941
28,DU1507429,Stock,8385,IFF,-79.0,126.99459365
29,DU1507429,Stock,268995,EA,-93.0,106.976914
30,DU1507429,Stock,5684,CVX,-84.0,119.5955
31,DU1507429,Stock,9769,MO,-201.0,49.79385025
32,DU1507429,Stock,5651,CHD,-142.0,70.3913817
33,DU1507429,Stock,83975037,KMI,-477.0,20.98444655
34,DU1507429,Stock,276066,STZ,-53.0,187.89712265
35,DU1507429,Stock,308728373,BKNG,-5.0,2060.78722
36,DU1507429,Stock,6735,EFX,-71.0,140.32289155
