,Compte,Type,conId,Ticker,Quantité,Average Cost
0,DU1507429,Stock,61319701,AIG,-191.0,52.26309215
1,DU1507429,Stock,89495776,MPC,-172.0,58.09286455
2,DU1507429,Stock,9657,MCK,-73.0,141.1791
3,DU1507429,Stock,371886040,LHX,-47.0,211.9842149
4,DU1507429,Stock,9720,MMM,-56.0,178.0683375
5,DU1507429,Stock,3142097,PXD,132.0,149.8751515
6,DU1507429,Stock,196610642,AGN,-52.0,191.2266923
7,DU1507429,Stock,270825,JBHT,-87.0,114.7560115
8,DU1507429,Stock,11758,RTN,-46.0,219.96358915
9,DU1507429,Stock,9690,MLM,36.0,276.5277778
10,DU1507429,Stock,4627828,GS,-43.0,231.09184185
11,DU1507429,Stock,6437,TGT,79.0,124.93265825
12,DU1507429,Stock,5402,CAG,-314.0,32.02740255
13,DU1507429,Stock,32943358,CE,-85.0,118.2056694
14,DU1507429,Stock,92306678,RL,-84.0,120.1754881
15,DU1507429,Stock,4472,APA,-313.0,32.3846259
16,DU1507429,Stock,15130038,SJM,-97.0,102.9374402
17,DU1507429,Stock,29380756,NDAQ,93.0,105.9107527
18,DU1507429,Stock,268627,DHI,-186.0,53.6533941
19,DU1507429,Stock,273733,REGN,-27.0,371.05516295
20,DU1507429,Stock,7496,GD,-57.0,175.7287
21,DU1507429,Stock,10376,NOC,-27.0,371.95514445
22,DU1507429,Stock,8385,IFF,-81.0,124.0249679
23,DU1507429,Stock,661507,LH,-118.0,170.54940085
24,DU1507429,Stock,45182651,CXO,12.0,89.26785835
25,DU1507429,Stock,308728373,BKNG,5.0,2078.18
26,DU1507429,Stock,162231797,SYF,-285.0,35.2041523
27,DU1507429,Stock,7089,FCX,-780.0,12.87435795
28,DU1507429,Stock,8097,HP,-221.0,46.2117525
29,DU1507429,Stock,6231002,UPS,-86.0,116.19584765
30,DU1507429,Stock,11257,PNW,-111.0,89.9190108
31,DU1507429,Stock,8130,HRB,-429.0,23.3234191
32,DU1507429,Stock,9160,LLY,-75.0,134.463764
33,DU1507429,Stock,181764593,EQIX,-17.0,579.73905295
34,DU1507429,Stock,95703740,XYL,-125.0,79.8802272
35,DU1507429,Stock,87335484,C,-125.0,79.9682256
36,DU1507429,Stock,6832,EMN,-134.0,74.9657918
37,DU1507429,Stock,7867,GWW,-29.0,343.2182931
38,DU1507429,Stock,76915240,STX,-172.0,58.3328593
39,DU1507429,Stock,9599491,F,-1084.0,9.2546893
40,DU1507429,Stock,7935,HOG,-288.0,34.87415905
41,DU1507429,Stock,318911976,JEF,-475.0,21.26444065
42,DU1507429,Stock,5021340,BXP,-73.0,136.70335205
43,DU1507429,Stock,94078796,FBHS,-153.0,65.2419941
44,DU1507429,Stock,268995,EA,-93.0,106.976914
45,DU1507429,Stock,5684,CVX,-86.0,116.44584185
46,DU1507429,Stock,6858322,TSCO,-109.0,91.51881195
47,DU1507429,Stock,9769,MO,-201.0,49.79385025
48,DU1507429,Stock,83975037,KMI,-477.0,20.98444655
49,DU1507429,Stock,271967,MHK,-76.0,133.8739513
50,DU1507429,Stock,6735,EFX,-71.0,140.32289155
